,STATION_ID,EXTERNAL_LOCATION_ID,UNIT,IMPORT_SOURCE,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR
80,D9D4E4CDBE36F2BAAC025732F67D2DAB79A13EBA,D9D4E4CDBE36F2BAAC025732F67D2DAB79A13EBA,millimetre,WHOS,7075721786F52D17847D1D6369D0F3E794795E5C,3.0
81,986E76E87E0F7E102A5EDFB6F95404AC65430D04,986E76E87E0F7E102A5EDFB6F95404AC65430D04,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
96,D88212C950EBC20D2E80BFB4ED9527F8CEC76121,D88212C950EBC20D2E80BFB4ED9527F8CEC76121,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
115,E648D6A59724EBE101C2C1494B6CAABD43C83428,E648D6A59724EBE101C2C1494B6CAABD43C83428,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
119,2028AAF9D36AC015ADACC1ED2A03E116DDE2B180,2028AAF9D36AC015ADACC1ED2A03E116DDE2B180,millimetre,WHOS,4E47D870E717581F520F6C4EBE8E23962A880107,24.0
200,17A3BA7B41DAA3F3C1CB2B27134DB06E6DAAD5A2,17A3BA7B41DAA3F3C1CB2B27134DB06E6DAAD5A2,millimetre,WHOS,AF6C35E61AC362E0151B6458DADCB032043B67EA,
217,3CAB4E95E0DBB175F1913673CF297A916636B9B5,3CAB4E95E0DBB175F1913673CF297A916636B9B5,millimetre,WHOS,3E4D685B1B2B4A439738E82360E8541EC66BE7F4,
221,26FCBC96931436E12B4124E7401F6033395CC381,26FCBC96931436E12B4124E7401F6033395CC381,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
237,D2D533F751E110A5D33323B7E5FA1DF7BFA1EEC1,D2D533F751E110A5D33323B7E5FA1DF7BFA1EEC1,millimetre,WHOS,4E47D870E717581F520F6C4EBE8E23962A880107,24.0
266,3E4C577B41138FA42A28EE75E5E67F3848D82641,3E4C577B41138FA42A28EE75E5E67F3848D82641,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
271,2760592C043668E3E8FD81895B8C7B631DDED4F4,2760592C043668E3E8FD81895B8C7B631DDED4F4,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
303,67B633D44C3E955244E227C47623B088DC7ABF10,67B633D44C3E955244E227C47623B088DC7ABF10,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
320,E83299732C3D3ECFA5EAF9C6989AF84580F35136,E83299732C3D3ECFA5EAF9C6989AF84580F35136,millimetre,WHOS,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0
355,72673703D4B076E41DFB0C1B98D23101AA2C7D8C,72673703D4B076E41DFB0C1B98D23101AA2C7D8C,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
356,F7BD4E161932B8D4738AA7CBE4745DD0AF693A0B,F7BD4E161932B8D4738AA7CBE4745DD0AF693A0B,millimetre,WHOS,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0
358,ECF425708E7A51D0047EAD3824801C786A0948FF,ECF425708E7A51D0047EAD3824801C786A0948FF,millimetre,WHOS,7075721786F52D17847D1D6369D0F3E794795E5C,3.0
360,D043D2FE2944E0B89064BB2152B9577362DB0D4A,D043D2FE2944E0B89064BB2152B9577362DB0D4A,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
364,5AE203CBA523FDFB583A2657DFF117FD5911CCC8,5AE203CBA523FDFB583A2657DFF117FD5911CCC8,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
368,783357640B281F3661E6F35341CEDB08CE3C4FA2,783357640B281F3661E6F35341CEDB08CE3C4FA2,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
389,CB08BFF9D31A17EBEDD0000AB29F89A03B036CBC,CB08BFF9D31A17EBEDD0000AB29F89A03B036CBC,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
