,STATION_ID,EXTERNAL_LOCATION_ID,UNIT,IMPORT_SOURCE,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR
575,89FC35A138E8504BEA5BC91BA0EBFC609F4E1FF2,89FC35A138E8504BEA5BC91BA0EBFC609F4E1FF2,metre,WHOS,47BEF10439748057FFDEAC0E655B86E41E327C0B,744.0
578,3437B9EF80504B6A2526BF065B78AB9DAE4BD857,3437B9EF80504B6A2526BF065B78AB9DAE4BD857,metre,WHOS,FA25FBBAD411D74E98BB9B663FA849BF03D0CEDE,744.0
588,FC3CC2C3DD097A3BAC060C001DD2B66EC2397460,FC3CC2C3DD097A3BAC060C001DD2B66EC2397460,metre,WHOS,E02E2A436A24C1DB98D819A4705B8089856A9579,
605,0A08DD7D07A31A28BDD65EEAA7035C023EFE972A,0A08DD7D07A31A28BDD65EEAA7035C023EFE972A,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
612,A56CEB23DB35E98194C49ED911788963527781E1,A56CEB23DB35E98194C49ED911788963527781E1,metre,WHOS,E02E2A436A24C1DB98D819A4705B8089856A9579,
635,077DD9C162758894B49F46A3766B3FB0C91FB2BC,077DD9C162758894B49F46A3766B3FB0C91FB2BC,metre,WHOS,435723334E47400E56AAD9E883BC3314709A48D9,24.0
663,AD61511A766BC3A5B66AB28345D8B042138B7C52,AD61511A766BC3A5B66AB28345D8B042138B7C52,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
743,240823C38A9CF94774DEE34F8CB1B548995EE926,240823C38A9CF94774DEE34F8CB1B548995EE926,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
758,2E1A858448305EA7E0F0E39E837B87D451D37033,2E1A858448305EA7E0F0E39E837B87D451D37033,metre,WHOS,435723334E47400E56AAD9E883BC3314709A48D9,24.0
794,459EB530819CE9EAA9B44186B1E12742FA617162,459EB530819CE9EAA9B44186B1E12742FA617162,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
800,647731A56E1C0AFD752F714CDF6C87A9427C60E7,647731A56E1C0AFD752F714CDF6C87A9427C60E7,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
802,3A98B7DF4382AFD4F5A8C235D8EA154EA3CF9EBC,3A98B7DF4382AFD4F5A8C235D8EA154EA3CF9EBC,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
807,6A24F7B4BBFA5FDC3455795F38CE850F9F63D0E1,6A24F7B4BBFA5FDC3455795F38CE850F9F63D0E1,metre,WHOS,E02E2A436A24C1DB98D819A4705B8089856A9579,
833,C2C298DAC1EBB179763E064D213E671B4B199F42,C2C298DAC1EBB179763E064D213E671B4B199F42,cubic metres per second,WHOS,B9240615C51DA438E9E02C9858887F1EE726EE2E,744.0
838,3CAFAE1964B730B0A67FD48471620864D7E9422D,3CAFAE1964B730B0A67FD48471620864D7E9422D,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
852,DDA33A763B1FCB3521058DD55DC6A719E3AB67A8,DDA33A763B1FCB3521058DD55DC6A719E3AB67A8,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
869,210C911D91260B981EC0278DB2757254DDA637B6,210C911D91260B981EC0278DB2757254DDA637B6,metre,WHOS,6AA6C8AF684BF2DAC15E4B7D7B38EC2FF631A3A8,
901,EB1FBE6EEB058EE27C471FDA9A14AE5CE5A9AC20,EB1FBE6EEB058EE27C471FDA9A14AE5CE5A9AC20,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
905,A573FA90F24A367B715477B925985B3927756959,A573FA90F24A367B715477B925985B3927756959,metre,WHOS,47BEF10439748057FFDEAC0E655B86E41E327C0B,744.0
931,2FF85FFB7B3EED2CB6D38D8420770478E9287B0C,2FF85FFB7B3EED2CB6D38D8420770478E9287B0C,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
944,90A7EF52E5950D4988F5EC82CE586632368CE697,90A7EF52E5950D4988F5EC82CE586632368CE697,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
946,35E6034328EF9344DA9AAA3AC856E9865E6A8AFF,35E6034328EF9344DA9AAA3AC856E9865E6A8AFF,metre,WHOS,435723334E47400E56AAD9E883BC3314709A48D9,24.0
947,9B460C7149AFE7D2FDFD27217C186843695A137E,9B460C7149AFE7D2FDFD27217C186843695A137E,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
960,CCA40036EDCA13FB4BCBE1305FC3EF866E8CF015,CCA40036EDCA13FB4BCBE1305FC3EF866E8CF015,metre,WHOS,FA25FBBAD411D74E98BB9B663FA849BF03D0CEDE,744.0
975,51479726BCACC9829C2B8F665BB515EADCC04E22,51479726BCACC9829C2B8F665BB515EADCC04E22,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
983,17BE016802B6F9EB711AB7067692E643B82ED86B,17BE016802B6F9EB711AB7067692E643B82ED86B,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
987,3EA86320C879334FE8AA5774A523259CF117EFB4,3EA86320C879334FE8AA5774A523259CF117EFB4,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
991,D5574BA544DFFDE6C25014649A238C452CCB7446,D5574BA544DFFDE6C25014649A238C452CCB7446,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
994,B5AEFF1195517959657A9961BDB7FD04697E4528,B5AEFF1195517959657A9961BDB7FD04697E4528,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
