STATION_ID,TOOLTIP,ORGANIZATION,STATION_NAME,LATITUDE,COUNTRY,STATION_SHORTNAME,ALTITUDE,LONGITUDE,SUBBASIN
0409C41130DFEDF7991E6EE2D85DA44C50986127,PCH ALTO SUCURIÚ JUSANTE,WHOS,PCH ALTO SUCURIÚ JUSANTE,-19.245,Brazil,PCHALTOSUCUR,,-52.8794,
04228B2269E6DC94956C9922BF613FB28462F28C,Santa Lucía,WHOS,Santa Lucía,-28.9911111111111,Argentina,SantaLucía,,-59.0982222222222,
042F7DF1FAA431D12FE3535129B2DDC9ABF885BA,CAMPINAS,WHOS,CAMPINAS,-22.9,Brazil,CAMPINAS,,-47.08,
043265795C4E93F5D23FC3B6E9A2FDA23195C9FF,PCH ARVOREDO BARRAMENTO,WHOS,PCH ARVOREDO BARRAMENTO,-27.0586,Brazil,PCHARVOREDOB,,-52.47,
04579EC3A789FD04969F405E2F16C8E597CB04CD,LEOBERTO LEAL - PREFEITURA MUNICIPAL,WHOS,LEOBERTO LEAL - PREFEITURA MUNICIPAL,-27.50424,Brazil,LEOBERTOLEAL,,-49.28839,
048E01A8111918754632F1AE08CDB563BCA79838,PCH CAPÃO PRETO BARRAMENTO,WHOS,PCH CAPÃO PRETO BARRAMENTO,-21.8983,Brazil,PCHCAPÃOPRET,,-47.7753,
0492FC90DE16CB5791B6B546CF318EE8111A9950,PCH APUCARANINHA RESERVATÓRIO FIU,WHOS,PCH APUCARANINHA RESERVATÓRIO FIU,-23.7489,Brazil,PCHAPUCARANI,,-50.9406,
049D066C26D8A163F5AF40AA0B4CACD11AF7291F,CORUMBA,WHOS,CORUMBA,-19.00461,Brazil,CORUMBA,,-57.672338,
04A663A2001A0EA71C4A743D95845FC3FC19436D,CAMPO GRANDE - AEROPORTO,WHOS,CAMPO GRANDE - AEROPORTO,-20.47,Brazil,CAMPOGRANDE-,,-54.67,
04AE291961B3D5846125E959E478656262698148,SANTA LUZIA - CARREIRA COMPRIDA,WHOS,SANTA LUZIA - CARREIRA COMPRIDA,-19.75276,Brazil,SANTALUZIA-C,,-43.88199,
04C7B9766B6BAB62987DCA4FE3900718EAAC8D2F,ITABIRA - JOAO XXIII,WHOS,ITABIRA - JOAO XXIII,-19.654,Brazil,ITABIRA-JOAO,,-43.233,
04D2297E4452E6F77C99A430723853475D062535,PEDRO DE TOLEDO - CENTRO,WHOS,PEDRO DE TOLEDO - CENTRO,-24.275,Brazil,PEDRODETOLED,,-47.232,
04DDEC0DF72384AA7898F599F605043543111B28,PCH ADO POPINHAK JUSANTE,WHOS,PCH ADO POPINHAK JUSANTE,-27.4881,Brazil,PCHADOPOPINH,,-50.5225,
04F33DAD465F7BD2F923BF7289D01B6989870531,TRAVESSÃO,WHOS,TRAVESSÃO,-15.5358,Brazil,TRAVESSÃO,,-50.7047,
04F39F139BB309DE3C628CBBF6FD57B9E6C1D37F,NOVA PALMA - CENTRO,WHOS,NOVA PALMA - CENTRO,-29.47,Brazil,NOVAPALMA-CE,,-53.465,
04FEA6901ABEFD0FB26A8FDAB319FD47C07000DB,RIO NEGRINHO - ALEGRE,WHOS,RIO NEGRINHO - ALEGRE,-26.261,Brazil,RIONEGRINHO-,,-49.509,
0504572A0F1A4AFCA35FC1D1D6FDC79309F246A5,SAO PAULO - MOOCA,WHOS,SAO PAULO - MOOCA,-23.547,Brazil,SAOPAULO-MOO,,-46.596,
05154265B9369E810D78EDFCACFA30CD3F9A21DB,IRATI,WHOS,IRATI,-25.502846,Brazil,IRATI,,-50.637609,
051D876AF2659E74C5CBFCBED11C6F03AEC697A6,NITEROI,WHOS,NITEROI,-22.9,Brazil,NITEROI,,-43.12,
051D902E4FFB3ED0C01A07C230EC34F3F029ADEC,PCH ARTURO ANDREOLI FLOR DA SERRA,WHOS,PCH ARTURO ANDREOLI FLOR DA SERRA,-25.6822,Brazil,PCHARTUROAND,,-52.9844,
05248ED61D88590DF59A49229768C42C8F8D78BB,PCH BARRA ESCONDIDA JUSANTE,WHOS,PCH BARRA ESCONDIDA JUSANTE,-26.9044,Brazil,PCHBARRAESCO,,-53.0303,
052D7DF30728E97E810264D54345ADA0655E6571,UEL SANTA CECÍLIA SAÍDA TÚNEL,WHOS,UEL SANTA CECÍLIA SAÍDA TÚNEL,-22.5111,Brazil,UELSANTACECÍ,,-43.8244,
0567A0C89BD477D251B695B16FC349E5FC1CDBB1,SAO JOSE - AREIAS,WHOS,SAO JOSE - AREIAS,-27.559,Brazil,SAOJOSE-AREI,,-48.631,
056E2B56202DD0CAB4B8EC0E86F4BFF279AF23AC,PCH CULUENE JUSANTE 2,WHOS,PCH CULUENE JUSANTE 2,-14.5744,Brazil,PCHCULUENEJU,,-53.6967,
058C88B54E605494F3357CC703BE7FCAD897068F,BETIM - ANGOLA,WHOS,BETIM - ANGOLA,-19.95077,Brazil,BETIM-ANGOLA,,-44.19897,
059087AA00D9293FEA2F1CE4D5C7FE421608F8AD,SANTA LUZIA - PALMITAL,WHOS,SANTA LUZIA - PALMITAL,-19.76634,Brazil,SANTALUZIA-P,,-43.93589,
05A9D8776CFDA246435E0E2C7AF5ADB696688D56,BLUMENAU - NOVA ESPERANCA,WHOS,BLUMENAU - NOVA ESPERANCA,-26.891,Brazil,BLUMENAU-NOV,,-49.055,
05BD5C53B32050076AA6ACE50879E5CC1AAA28CB,CAMPOS DO JORDAO - MONTE CARLO,WHOS,CAMPOS DO JORDAO - MONTE CARLO,-22.74833,Brazil,CAMPOSDOJORD,,-45.58384,
05D539487C3C6E140C395FDAEDC3643834CC9780,SANTOS - SABESP - MORRO JOSE MENINO,WHOS,SANTOS - SABESP - MORRO JOSE MENINO,-23.960236,Brazil,SANTOS-SABES,,-46.358779,
05E61E3108E433C248E82D42A110ACDCACB45341,SANTA MARIA,WHOS,SANTA MARIA,-29.7,Brazil,SANTAMARIA,,-53.68,
05EBB307AD1C5B7B1C9F7869724F21E342090237,TRES BARRAS - DEFESA CIVIL,WHOS,TRES BARRAS - DEFESA CIVIL,-26.13026,Brazil,TRESBARRAS-D,,-50.30978,
05EF2221660296180958B7F44930E9F3FC804B34,SAO LEOPOLDO - ARROIO DO MANTEIGA,WHOS,SAO LEOPOLDO - ARROIO DO MANTEIGA,-29.73,Brazil,SAOLEOPOLDO-,,-51.179,
