STATION_ID,STATION_NAME,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE,THRESHOLD_YELLOW,THRESHOLD_ORANGE,THRESHOLD_RED,THRESHOLD_MEAN,THRESHOLD_P05,THRESHOLD_P10,THRESHOLD_P90,THRESHOLD_P95,IMPORT,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN,PARENT_ID,CHILD_ID
6714,San José del Boquerón,58287DA55DC301C796C21A88C6A53717DD78DF71,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-26.1144444444444,-63.7044444444444,,,Argentina,INA,Rio Parana,AR_INA_6714,AR_INA_6714_WHO_24_P
6365,Mojotoro - Güemes,891D676378F629B34EC2AA99BF02AF7F535A9C92,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-24.7316666666667,-65.0288888888889,,,Argentina,INA,Rio Paraguay,AR_INA_6365,AR_INA_6365_WHO_24_P
2857,Paraná - Chapetón,F2258DC35A71DB7BC454FD569B9834AF41C19485,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-31.6105555555556,-60.2947222222222,,,Argentina,INA,Rio Parana,AR_INA_2857,AR_INA_2857_WHO_24_P
2115,Paraná - Corrientes,14359AA7A62DC298833FAECE600577B7800B0515,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-27.4597222222222,-58.8333333333333,,,Argentina,INA,Rio Parana,AR_INA_2115,AR_INA_2115_WHO_3_P
2825,Santa Lucia - Santa Lucia,FF887BE101D32A1867ABF36C377A66F6364C2758,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-28.9877777777778,-59.0905555555556,,,Argentina,INA,Rio Parana,AR_INA_2825,AR_INA_2825_WHO_1_P
6542,Puesto Cam. San Jaime - RN127,498E99184C0E950209410247A8BFA27407568B8D,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-30.2827777777778,-58.2511111111111,,,Argentina,INA,Rio Uruguay,AR_INA_6542,AR_INA_6542_WHO_24_P
2856,San Fransisco Caimancito,C54D622760226F30551484B87FDA85E4B1529E72,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-23.7119444444444,-64.5397222222222,,,Argentina,INA,Rio Paraguay,AR_INA_2856,AR_INA_2856_WHO_24_P
6544,Areco - Carmen de Areco,8EF9E5A4E887BC671B7F76937DA7316AF5DC02CA,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-34.3519444444444,-59.8169444444444,,,Argentina,INA,Rio Parana,AR_INA_6544,AR_INA_6544_WHO_3_P
2156,Laguna Iberá - Carlos Pellegri,53473D3E2A4A8D4582C479E5CDFBB4D1B136C763,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-28.5380555555556,-57.1869444444444,,,Argentina,INA,Rio Parana,AR_INA_2156,AR_INA_2156_WHO_3_P
2194,Bermejo - Puerto Velaz,551D203581028C0BA5CFEB070A5BDE1CDC806057,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-26.6605555555556,-58.6338888888889,,,Argentina,INA,Rio Paraguay,AR_INA_2194,AR_INA_2194_WHO_24_P
6577,Las Conchas - Coropampa,43C37C01307731AA728129921C340586815C0626,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-25.5091666666667,-65.5238888888889,,,Argentina,INA,Rio Parana,AR_INA_6577,AR_INA_6577_WHO_1_P
6536,Iruya - Poscaya,BE137252CB67C38CDBC8E1D0CBD940BFB8D7D5A5,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-22.4547222222222,-65.0805555555555,,,Argentina,INA,Rio Paraguay,AR_INA_6536,AR_INA_6536_WHO_24_P
6423,Aº Del Doll - RN 11,834E8C47B05F5FFB3C1BDDD8AF4305C216E795C3,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-32.3058333333333,-60.4261111111111,,,Argentina,INA,Rio Parana,AR_INA_6423,AR_INA_6423_WHO_3_P
2856,San Fransisco Caimancito,C54D622760226F30551484B87FDA85E4B1529E72,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-23.7119444444444,-64.5397222222222,,,Argentina,INA,Rio Paraguay,AR_INA_2856,AR_INA_2856_WHO_3_P
6391,Laguna La Margarita,99A6CD4E4D094103769E2B5C9BEBAFE1A4A7A3DB,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-34.6533333333333,-63.7230555555556,,,Argentina,INA,,AR_INA_6391,AR_INA_6391_WHO_24_P
6652,Lipeo - Puente Colgante,A502E8169A861767F04B91061DA701D4D49ED261,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-22.4311111111111,-64.7372222222222,,,Argentina,INA,Rio Paraguay,AR_INA_6652,AR_INA_6652_WHO_3_P
6389,Las Tapias - Las Tapias,9AF17214C3D4C3E7E2FC90945B76A253231C7121,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-32.8036111111111,-64.7763888888889,,,Argentina,INA,Rio Parana,AR_INA_6389,AR_INA_6389_WHO_24_P
6747,Areco - San Antonio de Areco,E29853F9F0189E80BDB225F506948FA5BD6F8021,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-34.2405555555556,-59.4994444444444,,,Argentina,INA,Rio Parana,AR_INA_6747,AR_INA_6747_WHO_24_P
6603,Pavas - Las Mesadas,DBF3651129994C7EF333777C50DFD2CEE0F47696,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-27.2141666666667,-65.9288888888889,,,Argentina,INA,,AR_INA_6603,AR_INA_6603_WHO_24_P
2158,Aº Feliciano - Paso Medina,A69626DE1AEC939D787EBB02F4C280C1D1541BF2,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-30.9236111111111,-59.5511111111111,,,Argentina,INA,Rio Parana,AR_INA_2158,AR_INA_2158_WHO_3_P
6538,Iruya - Las Higueras,F1EEADE2001A41B8C418B3DD65443785D1F8AB1A,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-22.7541666666667,-65.0972222222222,,,Argentina,INA,Rio Paraguay,AR_INA_6538,AR_INA_6538_WHO_3_P
6391,Laguna La Margarita,99A6CD4E4D094103769E2B5C9BEBAFE1A4A7A3DB,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-34.6533333333333,-63.7230555555556,,,Argentina,INA,,AR_INA_6391,AR_INA_6391_WHO_3_P
6676,PN Trinidad - Condorito ,40BE1AAB38A0F2523754CA1207E4564A4F8A3B25,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-31.6911111111111,-64.8527777777778,,,Argentina,INA,,AR_INA_6676,AR_INA_6676_WHO_24_P
6604,Areco - Puente Quemado,977518FEE3A6517CAD990F56F9C9D86BAD3885C2,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-34.2880555555556,-59.7027777777778,,,Argentina,INA,Rio Parana,AR_INA_6604,AR_INA_6604_WHO_24_P
6365,Mojotoro - Güemes,891D676378F629B34EC2AA99BF02AF7F535A9C92,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-24.7316666666667,-65.0288888888889,,,Argentina,INA,Rio Paraguay,AR_INA_6365,AR_INA_6365_WHO_1_P
2166,Los Sosa - RP30 km19,D9D4E4CDBE36F2BAAC025732F67D2DAB79A13EBA,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-27.1008333333333,-65.6361111111111,,,Argentina,INA,,AR_INA_2166,AR_INA_2166_WHO_24_P
7324,RMA05_ELD - Eldorado,45D8199752C1D05EAA4A1A068293C0256B0CE934,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-26.3933333333333,-54.5761111111111,,,Argentina,INA,Rio Parana,AR_INA_7324,AR_INA_7324_WHO_24_P
6436,Iruya - Colanzulí,161E06B699CBEA85040CFDE12C8B583B428E7F94,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-22.8716666666667,-65.2144444444445,,,Argentina,INA,Rio Paraguay,AR_INA_6436,AR_INA_6436_WHO_3_P
6678,Bermejo - Alarache,DD7D1DF68ACD9C13B9FDF329BE6853B179357AE7,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-22.1902777777778,-64.6527777777778,,,Argentina,INA,Rio Paraguay,AR_INA_6678,AR_INA_6678_WHO_24_P
6428,Salado -A.Ab. Azud Cruz Bajada,4BAA8E1CCDF016CED8C86FB5A4C80AAB74C3091E,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-25.7166666666667,-63.8916666666667,,,Argentina,INA,Rio Parana,AR_INA_6428,AR_INA_6428_WHO_24_P
6541,Guanasacate - Col. San Jorge,89BD43865AFB5B4961EBF0B67BCB8B84E2EB1592,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-30.8797222222222,-64.3483333333333,,,Argentina,INA,,AR_INA_6541,AR_INA_6541_WHO_3_P
2115,Paraná - Corrientes,14359AA7A62DC298833FAECE600577B7800B0515,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-27.4597222222222,-58.8333333333333,,,Argentina,INA,Rio Parana,AR_INA_2115,AR_INA_2115_WHO_24_P
2825,Santa Lucia - Santa Lucia,FF887BE101D32A1867ABF36C377A66F6364C2758,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-28.9877777777778,-59.0905555555556,,,Argentina,INA,Rio Parana,AR_INA_2825,AR_INA_2825_WHO_24_P
2194,Bermejo - Puerto Velaz,551D203581028C0BA5CFEB070A5BDE1CDC806057,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-26.6605555555556,-58.6338888888889,,,Argentina,INA,Rio Paraguay,AR_INA_2194,AR_INA_2194_WHO_3_P
6423,Aº Del Doll - RN 11,834E8C47B05F5FFB3C1BDDD8AF4305C216E795C3,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-32.3058333333333,-60.4261111111111,,,Argentina,INA,Rio Parana,AR_INA_6423,AR_INA_6423_WHO_24_P
2154,Bermejo - Pozo Sarmiento,6AB0AC17BC81A8DFE28772DA972FEFFC97F8F665,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-23.1405555555556,-64.1969444444445,,,Argentina,INA,Rio Paraguay,AR_INA_2154,AR_INA_2154_WHO_24_P
7311,RMA02_LUJ - Luján,78B0991BC49249B4DC0F6A1E2568730737094BAC,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-34.5880555555556,-59.0625,,,Argentina,INA,Rio Parana,AR_INA_7311,AR_INA_7311_WHO_24_P
6512,INA - Ezeiza,05E47961D21A10CE465F6F92A45CA4205A22D36F,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-34.7972222222222,-58.5202777777778,,,Argentina,INA,Rio de la Plata,AR_INA_6512,AR_INA_6512_WHO_1_P
6439,Piray Mini - Valle Hermoso,ECAE4EFD447D3E29D0DC49A267683950FB5DF222,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-26.355,-54.4983333333333,,,Argentina,INA,Rio Parana,AR_INA_6439,AR_INA_6439_WHO_3_P
6577,Las Conchas - Coropampa,43C37C01307731AA728129921C340586815C0626,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-25.5091666666667,-65.5238888888889,,,Argentina,INA,Rio Parana,AR_INA_6577,AR_INA_6577_WHO_24_P
6526,Jesus Maria - MET,BE585E3453091CE43D2C97C2AB96625EA3026988,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-30.9769444444444,-64.1394444444445,,,Argentina,INA,,AR_INA_6526,AR_INA_6526_WHO_24_P
6365,Mojotoro - Güemes,891D676378F629B34EC2AA99BF02AF7F535A9C92,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-24.7316666666667,-65.0288888888889,,,Argentina,INA,Rio Paraguay,AR_INA_6365,AR_INA_6365_WHO_3_P
6447,Dulce - La Escuela - Río Hondo,45C9C48B5B7F1CF2581167DBF2472FC1DF9BB0CF,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-27.5033333333333,-64.8558333333333,,,Argentina,INA,,AR_INA_6447,AR_INA_6447_WHO_24_P
2158,Aº Feliciano - Paso Medina,A69626DE1AEC939D787EBB02F4C280C1D1541BF2,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-30.9236111111111,-59.5511111111111,,,Argentina,INA,Rio Parana,AR_INA_2158,AR_INA_2158_WHO_24_P
6542,Puesto Cam. San Jaime - RN127,498E99184C0E950209410247A8BFA27407568B8D,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-30.2827777777778,-58.2511111111111,,,Argentina,INA,Rio Uruguay,AR_INA_6542,AR_INA_6542_WHO_3_P
6511,Paraguay - Las Palmas,16104F5A96E0AD050676BEBD6C5B10C78F8105B8,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-27.1180555555556,-58.6427777777778,,,Argentina,INA,Rio Paraguay,AR_INA_6511,AR_INA_6511_WHO_1_P
7320,RMA04_COL - Cote Lai,DDF70586DA06EC6C803B28C65B8A8CDAF132D1B2,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-27.5327777777778,-59.5763888888889,,,Argentina,INA,Rio Parana,AR_INA_7320,AR_INA_7320_WHO_24_P
2198,Aº Batel - Paso Cerrito,6503960D1115120EA7E2D2A5337C22D5AA324EFB,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-29.0311111111111,-58.7883333333333,,,Argentina,INA,Rio Parana,AR_INA_2198,AR_INA_2198_WHO_3_P
2820,PN - Centro Operativo Santa Ro,F6AC2AA954D487668D1A69DF9630B49A204E71C6,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-27.2852777777778,-65.8719444444444,,,Argentina,INA,,AR_INA_2820,AR_INA_2820_WHO_3_P
6713,Salto Chico - Gualeguaychú,9D3AA2B7D54366284B53A4C474C6E3828AD5363C,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-32.9841666666667,-58.3491666666667,,,Argentina,INA,Rio Uruguay,AR_INA_6713,AR_INA_6713_WHO_3_P
6750,Quinto - Malvin Reich,2371FCB50CD30D882DB0FA1580666BF9C74BB65F,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-33.4383333333333,-65.8830555555555,,,Argentina,INA,,AR_INA_6750,AR_INA_6750_WHO_1_P
6431,PN  - Copo  - El Aibal ,B2180B1521C86AF50030989560358130683C72CC,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-25.9227777777778,-61.7138888888889,,,Argentina,INA,Rio Parana,AR_INA_6431,AR_INA_6431_WHO_24_P
6512,INA - Ezeiza,05E47961D21A10CE465F6F92A45CA4205A22D36F,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-34.7972222222222,-58.5202777777778,,,Argentina,INA,Rio de la Plata,AR_INA_6512,AR_INA_6512_WHO_24_P
2156,Laguna Iberá - Carlos Pellegri,53473D3E2A4A8D4582C479E5CDFBB4D1B136C763,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-28.5380555555556,-57.1869444444444,,,Argentina,INA,Rio Parana,AR_INA_2156,AR_INA_2156_WHO_24_P
6702,Cuarto - La Carlota,8F893873ECDA641188A7B1CEF7C68AE0E5A875F5,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-33.4155555555556,-63.3086111111111,,,Argentina,INA,Rio Parana,AR_INA_6702,AR_INA_6702_WHO_1_P
6714,San José del Boquerón,58287DA55DC301C796C21A88C6A53717DD78DF71,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-26.1144444444444,-63.7044444444444,,,Argentina,INA,Rio Parana,AR_INA_6714,AR_INA_6714_WHO_3_P
2227,Salado - RN Nº02,3C1128BBD0966914DDF7D14B989C1838DFBE8219,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-35.9622222222222,-57.8519444444444,,,Argentina,INA,Rio de la Plata,AR_INA_2227,AR_INA_2227_WHO_3_P
2166,Los Sosa - RP30 km19,D9D4E4CDBE36F2BAAC025732F67D2DAB79A13EBA,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-27.1008333333333,-65.6361111111111,,,Argentina,INA,,AR_INA_2166,AR_INA_2166_WHO_3_P
6546,Las Lomitas,6B7D4C3116947D39CA616760876E22D3FE3A9DF7,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-24.7119444444444,-60.5827777777778,,,Argentina,INA,Rio Paraguay,AR_INA_6546,AR_INA_6546_WHO_3_P
6512,INA - Ezeiza,05E47961D21A10CE465F6F92A45CA4205A22D36F,7075721786F52D17847D1D6369D0F3E794795E5C,3.0,milímetros,WHOS,,,,,,,,,True,-34.7972222222222,-58.5202777777778,,,Argentina,INA,Rio de la Plata,AR_INA_6512,AR_INA_6512_WHO_3_P
2227,Salado - RN Nº02,3C1128BBD0966914DDF7D14B989C1838DFBE8219,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-35.9622222222222,-57.8519444444444,,,Argentina,INA,Rio de la Plata,AR_INA_2227,AR_INA_2227_WHO_1_P
6578,Uruguay - El Soberbio,76D08EC4B209D85AB885431947FDA1750ADF9FEF,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-27.2922222222222,-54.1955555555556,,,Argentina,INA,Rio Uruguay,AR_INA_6578,AR_INA_6578_WHO_24_P
6549,Juramento - El Tunal,9B55AEBD244B9184714510CC6D05D1EC6A0A2A73,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-25.2497222222222,-64.3902777777778,,,Argentina,INA,Rio Parana,AR_INA_6549,AR_INA_6549_WHO_1_P
6541,Guanasacate - Col. San Jorge,89BD43865AFB5B4961EBF0B67BCB8B84E2EB1592,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-30.8797222222222,-64.3483333333333,,,Argentina,INA,,AR_INA_6541,AR_INA_6541_WHO_24_P
6576,Laguna Yema,5ED950972EE0C026A35BA161198CF9D09490CFFC,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-24.2563888888889,-61.2419444444444,,,Argentina,INA,Rio Paraguay,AR_INA_6576,AR_INA_6576_WHO_1_P
6602,Iruya - El Molino,73B23444BBBD19C84529137E5464855D03B7A3DA,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-22.5988888888889,-65.1502777777778,,,Argentina,INA,Rio Paraguay,AR_INA_6602,AR_INA_6602_WHO_24_P
7320,RMA04_COL - Cote Lai,DDF70586DA06EC6C803B28C65B8A8CDAF132D1B2,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-27.5327777777778,-59.5763888888889,,,Argentina,INA,Rio Parana,AR_INA_7320,AR_INA_7320_WHO_1_P
6436,Iruya - Colanzulí,161E06B699CBEA85040CFDE12C8B583B428E7F94,4E47D870E717581F520F6C4EBE8E23962A880107,24.0,milímetros,WHOS,,,,,,,,,True,-22.8716666666667,-65.2144444444445,,,Argentina,INA,Rio Paraguay,AR_INA_6436,AR_INA_6436_WHO_24_P
2856,San Fransisco Caimancito,C54D622760226F30551484B87FDA85E4B1529E72,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-23.7119444444444,-64.5397222222222,,,Argentina,INA,Rio Paraguay,AR_INA_2856,AR_INA_2856_WHO_1_P
6747,Areco - San Antonio de Areco,E29853F9F0189E80BDB225F506948FA5BD6F8021,5C817E8F57D758E6F6BCECEDBFD9745F6DF894FC,1.0,milímetros,WHOS,,,,,,,,,True,-34.2405555555556,-59.4994444444444,,,Argentina,INA,Rio Parana,AR_INA_6747,AR_INA_6747_WHO_1_P
