,STATION_ID,STATION_NAME,STATION_SHORTNAME,TOOLTIP,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN,PARENT_ID
211,7281,Lag. La Picasa-Aguas AbajoRN33,Lag.LaPicasa,Lag. La Picasa-Aguas AbajoRN33,-34.3619444444444,-62.7386111111111,,,Argentina,INA,,AR_INA_7281
212,2129,Arrecifes - Arrecifes,Arrecifes-Ar,Arrecifes - Arrecifes,-34.0866666666667,-60.0072222222222,,,Argentina,INA,Rio Parana,AR_INA_2129
213,7266,Empedrado-Ruta Provincial Nº6,Empedrado-Ru,Empedrado-Ruta Provincial Nº6,-27.8013888888889,-58.5052777777778,,,Argentina,INA,Rio Parana,AR_INA_7266
214,7292,Met - FICH - UNL Santa Fe,Met-FICH-UNL,Met - FICH - UNL Santa Fe,-31.6402777777778,-60.6680555555556,,,Argentina,INA,Rio Parana,AR_INA_7292
215,35,Villa Constitución,VillaConstit,Villa Constitución,-33.2354221667103,-60.3091044341421,,,Argentina,INA,Rio Parana,AR_INA_35
216,7304,Paranay - El Alcázar,Paranay-ElAl,Paranay - El Alcázar,-26.7508333333333,-54.7558333333333,,,Argentina,INA,Rio Parana,AR_INA_7304
217,1706,Oyarvide,Oyarvide,Oyarvide,-35.0999984741211,-57.13330078125,,,Argentina,INA,Rio de la Plata,AR_INA_1706
218,1739,Atalaya,Atalaya,Atalaya,-35.015278,-57.536111,,,Argentina,INA,Rio de la Plata,AR_INA_1739
219,2156,Laguna Iberá - Carlos Pellegri,LagunaIberá-,Laguna Iberá - Carlos Pellegri,-28.5380555555556,-57.1869444444444,,,Argentina,INA,Rio Parana,AR_INA_2156
220,2205,Gualeguay - Villaguay,Gualeguay-Vi,Gualeguay - Villaguay,-31.8016666666667,-59.1261111111111,,,Argentina,INA,Rio Parana,AR_INA_2205
221,67,Garruchos,Garruchos,Garruchos,-28.1833333333333,-55.65,,,Argentina,INA,Rio Uruguay,AR_INA_67
222,39,Baradero,Baradero,Baradero,-33.8006916108445,-59.4955962110789,,,Argentina,INA,Rio Parana,AR_INA_39
223,6702,Cuarto - La Carlota,Cuarto-LaCar,Cuarto - La Carlota,-33.4155555555556,-63.3086111111111,,,Argentina,INA,Rio Parana,AR_INA_6702
224,6483,Desaguadero - Salto de la Tosc,Desaguadero-,Desaguadero - Salto de la Tosc,-34.0869444444444,-66.71,,,Argentina,INA,,AR_INA_6483
225,7207,CIRHBAS - PF LAS GAMAS (LA IND,CIRHBAS-PFLA,CIRHBAS - PF LAS GAMAS (LA IND,-28.6461111111111,-61.9780555555556,,,Argentina,INA,Rio Parana,AR_INA_7207
226,6597,Arenales - El Encon,Arenales-ElE,Arenales - El Encon,-24.8422222222222,-65.5933333333333,,,Argentina,INA,Rio Parana,AR_INA_6597
227,2121,Aº El Monje - Autopista A01,AºElMonje-Au,Aº El Monje - Autopista A01,-32.3922222222222,-60.9408333333333,,,Argentina,INA,Rio Parana,AR_INA_2121
228,6546,Las Lomitas,LasLomitas,Las Lomitas,-24.7119444444444,-60.5827777777778,,,Argentina,INA,Rio Paraguay,AR_INA_6546
229,7222,CIRHBAS - PLU LOS GANSOS,CIRHBAS-PLUL,CIRHBAS - PLU LOS GANSOS,-27.8338888888889,-60.7113888888889,,,Argentina,INA,Rio Parana,AR_INA_7222
230,6504,Seco - RN Nº 157,Seco-RNNº157,Seco - RN Nº 157,-27.3361111111111,-65.3175,,,Argentina,INA,,AR_INA_6504
231,74,Monte Caseros,MonteCaseros,Monte Caseros,-30.25,-57.6333333333333,,,Argentina,INA,Rio Uruguay,AR_INA_74
232,63,Alba Posse,AlbaPosse,Alba Posse,-27.572,-54.678494,,,Argentina,INA,Rio Uruguay,AR_INA_63
233,7349,RMA1_MIR - Miramar,RMA1_MIR-Mir,RMA1_MIR - Miramar,-30.9219444444444,-62.6847222222222,,,Argentina,INA,,AR_INA_7349
234,2194,Bermejo - Puerto Velaz,Bermejo-Puer,Bermejo - Puerto Velaz,-26.6605555555556,-58.6338888888889,,,Argentina,INA,Rio Paraguay,AR_INA_2194
235,6742,Dique Sotomayor - Embalse,DiqueSotomay,Dique Sotomayor - Embalse,-28.59,-65.2883333333333,,,Argentina,INA,,AR_INA_6742
236,7359,RMA11_LV - Lavalle,RMA11_LV-Lav,RMA11_LV - Lavalle,-27.6583333333333,-65.2430555555556,,,Argentina,INA,,AR_INA_7359
237,2832,Corriente - Paso Lucero,Corriente-Pa,Corriente - Paso Lucero,-28.995,-58.5583333333333,,,Argentina,INA,Rio Parana,AR_INA_2832
238,2856,San Fransisco Caimancito,SanFransisco,San Fransisco Caimancito,-23.7119444444444,-64.5397222222222,,,Argentina,INA,Rio Paraguay,AR_INA_2856
239,2837,Nogoya - RN Nº12,Nogoya-RNNº1,Nogoya - RN Nº12,-32.3947222222222,-59.7638888888889,,,Argentina,INA,Rio Parana,AR_INA_2837
240,6536,Iruya - Poscaya,Iruya-Poscay,Iruya - Poscaya,-22.4547222222222,-65.0805555555555,,,Argentina,INA,Rio Paraguay,AR_INA_6536
241,7228,Pampa del Indio,PampadelIndi,Pampa del Indio,-25.9333333333333,-60.05,,,Argentina,INA,Rio Parana,AR_INA_7228
242,6713,Salto Chico - Gualeguaychú,SaltoChico-G,Salto Chico - Gualeguaychú,-32.9841666666667,-58.3491666666667,,,Argentina,INA,Rio Uruguay,AR_INA_6713
243,5873,Arroyo Las Piedras - Gob. Monteverde,ArroyoLasPie,Arroyo Las Piedras - Gob. Monteverde,-34.783421,-58.298648,,,Argentina,INA,Rio de la Plata,AR_INA_5873
244,6586,Metán - Desembocadura,Metán-Desemb,Metán - Desembocadura,-25.3933333333333,-64.5922222222222,,,Argentina,INA,Rio Parana,AR_INA_6586
245,6709,Esc. Mariano Moreno Nº232,Esc.MarianoM,Esc. Mariano Moreno Nº232,-23.8619444444444,-65.0913888888889,,,Argentina,INA,Rio Paraguay,AR_INA_6709
246,6618,Yabebiry - Colonia Martires,Yabebiry-Col,Yabebiry - Colonia Martires,-27.4011111111111,-55.335,,,Argentina,INA,Rio Parana,AR_INA_6618
247,6658,Paraguay - Puerto Dalmacia,Paraguay-Pue,Paraguay - Puerto Dalmacia,-25.875,-57.8730555555556,,,Argentina,INA,Rio Paraguay,AR_INA_6658
248,6555,Santa Maria - Pie de Medano,SantaMaria-P,Santa Maria - Pie de Medano,-26.9955555555556,-66.2175,,,Argentina,INA,Rio Parana,AR_INA_6555
249,2119,Segundo (Plujunta) - RP Nº 17,Segundo(Pluj,Segundo (Plujunta) - RP Nº 17,-31.0105555555556,-62.7883333333333,,,Argentina,INA,,AR_INA_2119
250,6464,San Pedro - Ledesma - RN 34,SanPedro-Led,San Pedro - Ledesma - RN 34,-24.2644444444444,-64.8986111111111,,,Argentina,INA,Rio Paraguay,AR_INA_6464
251,6651,Dulce - Tuhama,Dulce-Tuhama,Dulce - Tuhama,-28.0144444444444,-64.0980555555555,,,Argentina,INA,,AR_INA_6651
252,6730,Coronda - Puerto Gaboto,Coronda-Puer,Coronda - Puerto Gaboto,-32.4275,-60.8158333333333,,,Argentina,INA,Rio Parana,AR_INA_6730
253,93,Confluencia,Confluencia,Confluencia,-25.592701,-54.593363,,,Argentina,INA,Rio Parana,AR_INA_93
254,7167,San Javier - Romang,SanJavier-Ro,San Javier - Romang,-29.505,-59.74,,,Argentina,INA,Rio Parana,AR_INA_7167
255,7384,Segundo - Despeñaderos RN Nº 3,Segundo-Desp,Segundo - Despeñaderos RN Nº 3,-31.8033333333333,-64.3088888888889,,,Argentina,INA,,AR_INA_7384
256,11,El Dorado,ElDorado,El Dorado,-26.3833333333333,-54.7,,,Argentina,INA,Rio Parana,AR_INA_11
257,6380,Aº De las Chañaritas,AºDelasChaña,Aº De las Chañaritas,-34.2797222222222,-59.5894444444444,,,Argentina,INA,Rio Parana,AR_INA_6380
258,7308,PN - Est. 1 El Impenetrable,PN-Est.1ElIm,PN - Est. 1 El Impenetrable,-25.0527777777778,-61.0441666666667,,,Argentina,INA,Rio Paraguay,AR_INA_7308
259,6436,Iruya - Colanzulí,Iruya-Colanz,Iruya - Colanzulí,-22.8716666666667,-65.2144444444445,,,Argentina,INA,Rio Paraguay,AR_INA_6436
260,6463,Ledesma -Fraile Pintado-RN 34 ,Ledesma-Frai,Ledesma -Fraile Pintado-RN 34 ,-23.9094444444444,-64.8080555555556,,,Argentina,INA,Rio Paraguay,AR_INA_6463
261,6456,Dulce - Villa San Martín,Dulce-VillaS,Dulce - Villa San Martín,-28.3291666666667,-64.0066666666667,,,Argentina,INA,,AR_INA_6456
262,14,Posadas,Posadas,Posadas,-27.3666666666667,-55.8833333333333,,,Argentina,INA,Rio Parana,AR_INA_14
263,5874,Arroyo San Francisco - Dr. Torre,ArroyoSanFra,Arroyo San Francisco - Dr. Torre,-34.7650541,-58.3234008,,,Argentina,INA,Rio de la Plata,AR_INA_5874
264,6576,Laguna Yema,LagunaYema,Laguna Yema,-24.2563888888889,-61.2419444444444,,,Argentina,INA,Rio Paraguay,AR_INA_6576
265,7161,Piray Guazú - Pinar Ciba,PirayGuazú-P,Piray Guazú - Pinar Ciba,-26.5119444444444,-54.4536111111111,,,Argentina,INA,Rio Parana,AR_INA_7161
266,7278,Iruya - Iruya,Iruya-Iruya,Iruya - Iruya,-22.7955555555556,-65.2158333333333,,,Argentina,INA,Rio Paraguay,AR_INA_7278
267,6479,El Tala - El Brete,ElTala-ElBre,El Tala - El Brete,-26.0658333333333,-65.3411111111111,,,Argentina,INA,,AR_INA_6479
268,174,San Justo - Ruta Provincial nº 2,SanJusto-Rut,San Justo - Ruta Provincial nº 2,-30.744031,-60.624247,,,Argentina,INA,Rio Parana,AR_INA_174
269,6431,PN  - Copo  - El Aibal ,PN-Copo-ElAi,PN  - Copo  - El Aibal ,-25.9227777777778,-61.7138888888889,,,Argentina,INA,Rio Parana,AR_INA_6431
270,2175,Canal Macapillo,CanalMacapil,Canal Macapillo,-25.4136111111111,-63.9761111111111,,,Argentina,INA,Rio Parana,AR_INA_2175
271,1035,Garruchos,Garruchos,Garruchos,-28.177515,-55.642269,,,Argentina,INA,Rio Uruguay,AR_INA_1035
272,70,La Cruz,LaCruz,La Cruz,-29.18062,-56.633977,,,Argentina,INA,Rio Uruguay,AR_INA_70
273,7307,PN - El Nogalar de Los Toldos,PN-ElNogalar,PN - El Nogalar de Los Toldos,-22.2797222222222,-64.7030555555556,,,Argentina,INA,Rio Paraguay,AR_INA_7307
274,7350,RMA1_PIL - Pilar,RMA1_PIL-Pil,RMA1_PIL - Pilar,-31.6677777777778,-63.8816666666667,,,Argentina,INA,,AR_INA_7350
275,2857,Paraná - Chapetón,Paraná-Chape,Paraná - Chapetón,-31.6105555555556,-60.2947222222222,,,Argentina,INA,Rio Parana,AR_INA_2857
276,6626,Guayquiraró - RN 12 - A°Curupí,Guayquiraró-,Guayquiraró - RN 12 - A°Curupí,-30.3511111111111,-59.5147222222222,,,Argentina,INA,Rio Parana,AR_INA_6626
277,7348,RMA1_FDC - Falda del Carmen,RMA1_FDC-Fal,RMA1_FDC - Falda del Carmen,-31.5213888888889,-64.4655555555556,,,Argentina,INA,,AR_INA_7348
278,6511,Paraguay - Las Palmas,Paraguay-Las,Paraguay - Las Palmas,-27.1180555555556,-58.6427777777778,,,Argentina,INA,Rio Paraguay,AR_INA_6511
279,6599,Aº Los Amores - Escuela 1256,AºLosAmores-,Aº Los Amores - Escuela 1256,-28.2275,-59.7155555555556,,,Argentina,INA,Rio Parana,AR_INA_6599
280,6627,Compuerta Alternativa Norte AD,CompuertaAlt,Compuerta Alternativa Norte AD,-34.2419444444444,-62.1211111111111,,,Argentina,INA,,AR_INA_6627
281,7296,Negro - San Fernando,Negro-SanFer,Negro - San Fernando,-27.4355555555556,-58.9822222222222,,,Argentina,INA,Rio Parana,AR_INA_7296
282,7311,RMA02_LUJ - Luján,RMA02_LUJ-Lu,RMA02_LUJ - Luján,-34.5880555555556,-59.0625,,,Argentina,INA,Rio Parana,AR_INA_7311
283,7303,Paraná - Ita Cajón,Paraná-ItaCa,Paraná - Ita Cajón,-25.6047222222222,-54.5941666666667,,,Argentina,INA,Rio Parana,AR_INA_7303
284,7235,Aº Golondrina - Fortín Olmos,AºGolondrina,Aº Golondrina - Fortín Olmos,-29.0655555555556,-60.4969444444444,,,Argentina,INA,Rio Parana,AR_INA_7235
285,6391,Laguna La Margarita,LagunaLaMarg,Laguna La Margarita,-34.6533333333333,-63.7230555555556,,,Argentina,INA,,AR_INA_6391
286,7206,CIRHBAS - PF KM 468,CIRHBAS-PFKM,CIRHBAS - PF KM 468,-28.0869444444444,-61.4630555555556,,,Argentina,INA,Rio Parana,AR_INA_7206
287,73,Bompland,Bompland,Bompland,-29.872652,-57.332887,,,Argentina,INA,Rio Uruguay,AR_INA_73
288,6652,Lipeo - Puente Colgante,Lipeo-Puente,Lipeo - Puente Colgante,-22.4311111111111,-64.7372222222222,,,Argentina,INA,Rio Paraguay,AR_INA_6652
289,2672,Juramento - Finca Agropecuari,Juramento-Fi,Juramento - Finca Agropecuari,-25.1613888888889,-64.1061111111111,,,Argentina,INA,Rio Parana,AR_INA_2672
290,7227,CIRHBAS - PLU SACHAYOJ,CIRHBAS-PLUS,CIRHBAS - PLU SACHAYOJ,-26.6805555555556,-61.8188888888889,,,Argentina,INA,Rio Parana,AR_INA_7227
291,28,Hernandarias,Hernandarias,Hernandarias,-31.22650904,-59.99193936,,,Argentina,INA,Rio Parana,AR_INA_28
292,2204,Carcarañá - Pueblo Andino,Carcarañá-Pu,Carcarañá - Pueblo Andino,-32.6733333333333,-60.8658333333333,,,Argentina,INA,Rio Parana,AR_INA_2204
293,7347,RMA1_BAL - Bosque Alegre,RMA1_BAL-Bos,RMA1_BAL - Bosque Alegre,-31.5975,-64.5502777777778,,,Argentina,INA,,AR_INA_7347
294,6439,Piray Mini - Valle Hermoso,PirayMini-Va,Piray Mini - Valle Hermoso,-26.355,-54.4983333333333,,,Argentina,INA,Rio Parana,AR_INA_6439
295,7322,RMA04_PCH - Parque Nacional Chaco,RMA04_PCH-Pa,RMA04_PCH - Parque Nacional Chaco,-26.8069444444444,-59.6066666666667,,,Argentina,INA,Rio Parana,AR_INA_7322
296,2815,Bermejo - Aguas Blancas MET,Bermejo-Agua,Bermejo - Aguas Blancas MET,-22.725,-64.3647222222222,,,Argentina,INA,Rio Paraguay,AR_INA_2815
297,7198,CIRHBAS - MET EL COLORADO,CIRHBAS-METE,CIRHBAS - MET EL COLORADO,-27.9152777777778,-62.1777777777778,,,Argentina,INA,Rio Parana,AR_INA_7198
298,7212,CIRHBAS - PF PAMPA HERMOSA,CIRHBAS-PFPA,CIRHBAS - PF PAMPA HERMOSA,-26.6369444444444,-61.3302777777778,,,Argentina,INA,Rio Parana,AR_INA_7212
299,6549,Juramento - El Tunal,Juramento-El,Juramento - El Tunal,-25.2497222222222,-64.3902777777778,,,Argentina,INA,Rio Parana,AR_INA_6549
300,7236,Aº Los Amores - RN Nº11,AºLosAmores-,Aº Los Amores - RN Nº11,-28.5558333333333,-59.3558333333333,,,Argentina,INA,Rio Parana,AR_INA_7236
301,6623,Quinto - Canal Devoto RP 4,Quinto-Canal,Quinto - Canal Devoto RP 4,-33.9330555555556,-63.4491666666667,,,Argentina,INA,Rio Parana,AR_INA_6623
302,2823,Juramento - Cabra Corral,Juramento-Ca,Juramento - Cabra Corral,-25.2677777777778,-65.2372222222222,,,Argentina,INA,Rio Parana,AR_INA_2823
303,7238,Aº Pavón - Cnel. Bogado,AºPavón-Cnel,Aº Pavón - Cnel. Bogado,-33.36,-60.5766666666667,,,Argentina,INA,Rio Parana,AR_INA_7238
304,81,Concepción del Uruguay,Concepciónde,Concepción del Uruguay,-32.4833333333333,-58.2333333333333,,,Argentina,INA,Rio Uruguay,AR_INA_81
305,26,La Paz,LaPaz,La Paz,-30.73419972,-59.6381167,,,Argentina,INA,Rio Parana,AR_INA_26
306,6747,Areco - San Antonio de Areco,Areco-SanAnt,Areco - San Antonio de Areco,-34.2405555555556,-59.4994444444444,,,Argentina,INA,Rio Parana,AR_INA_6747
307,29,Paraná,Paraná,Paraná,-31.7182378629681,-60.5225697750899,,,Argentina,INA,Rio Parana,AR_INA_29
308,2202,Cuarto - RN Nº 8,Cuarto-RNNº8,Cuarto - RN Nº 8,-33.1605555555556,-64.26,,,Argentina,INA,Rio Parana,AR_INA_2202
309,16,Itá Ibaté,ItáIbaté,Itá Ibaté,-27.42336098,-57.33326783,,,Argentina,INA,Rio Parana,AR_INA_16
310,7340,RMA08_CC - Curuzú Cuatiá,RMA08_CC-Cur,RMA08_CC - Curuzú Cuatiá,-29.8091666666667,-58.0419444444444,,,Argentina,INA,Rio Uruguay,AR_INA_7340
311,5907,Paraná Las Palmas - Zárate,ParanáLasPal,Paraná Las Palmas - Zárate,-34.1019444444444,-59.0088888888889,,,Argentina,INA,Rio Parana,AR_INA_5907
312,6659,Riacho Salado - Tatané - RN 11,RiachoSalado,Riacho Salado - Tatané - RN 11,-26.4077777777778,-58.3591666666667,,,Argentina,INA,Rio Paraguay,AR_INA_6659
313,7199,CIRHBAS - MET INTIYACO,CIRHBAS-METI,CIRHBAS - MET INTIYACO,-28.6816666666667,-60.0683333333333,,,Argentina,INA,Rio Parana,AR_INA_7199
314,7351,RMA1_VMA - Villa María,RMA1_VMA-Vil,RMA1_VMA - Villa María,-32.3272222222222,-63.23,,,Argentina,INA,Rio Parana,AR_INA_7351
315,57,Puerto Formosa,PuertoFormos,Puerto Formosa,-26.1833333333333,-58.1833333333333,,,Argentina,INA,Rio Paraguay,AR_INA_57
316,6422,Mocoretá - RN Nº 127,Mocoretá-RNN,Mocoretá - RN Nº 127,-30.1083333333333,-58.0588888888889,,,Argentina,INA,Rio Uruguay,AR_INA_6422
317,7232,Aº Cululú - Grutly,AºCululú-Gru,Aº Cululú - Grutly,-31.2933333333333,-60.9788888888889,,,Argentina,INA,Rio Parana,AR_INA_7232
318,7279,Iruya - San José,Iruya-SanJos,Iruya - San José,-22.8641666666667,-64.7052777777778,,,Argentina,INA,Rio Paraguay,AR_INA_7279
319,105,Tostado,Tostado,Tostado,-29.2751666666667,-61.7439444444444,,,Argentina,INA,Rio Parana,AR_INA_105
320,6738,Miraflores - Sayate,Miraflores-S,Miraflores - Sayate,-22.9008333333333,-65.8494444444444,,,Argentina,INA,,AR_INA_6738
321,42,Escobar,Escobar,Escobar,-34.3,-58.7333333333,,,Argentina,INA,Rio Parana,AR_INA_42
322,7208,CIRHBAS - PF LAS PIEDRITAS,CIRHBAS-PFLA,CIRHBAS - PF LAS PIEDRITAS,-26.8241666666667,-61.5672222222222,,,Argentina,INA,Rio Parana,AR_INA_7208
323,6588,Uruguay-S.Javier-P.de la Barca,Uruguay-S.Ja,Uruguay-S.Javier-P.de la Barca,-27.8938888888889,-55.1358333333333,,,Argentina,INA,Rio Uruguay,AR_INA_6588
324,7218,CIRHBAS - PLU EL DESCANSO,CIRHBAS-PLUE,CIRHBAS - PLU EL DESCANSO,-28.8472222222222,-61.3041666666667,,,Argentina,INA,Rio Parana,AR_INA_7218
325,7378,Salí - Simoca,Salí-Simoca,Salí - Simoca,-27.3186111111111,-65.2277777777778,,,Argentina,INA,,AR_INA_7378
326,2116,Paraguay - Pto. Formosa,Paraguay-Pto,Paraguay - Pto. Formosa,-26.1830555555556,-58.1619444444444,,,Argentina,INA,Rio Paraguay,AR_INA_2116
327,2813,Miriñay - Paso Mesa,Miriñay-Paso,Miriñay - Paso Mesa,-28.9166666666667,-57.2363888888889,,,Argentina,INA,Rio Uruguay,AR_INA_2813
328,6396,Cuarto - La Carlota LIM,Cuarto-LaCar,Cuarto - La Carlota LIM,-33.4075,-63.2941666666667,,,Argentina,INA,Rio Parana,AR_INA_6396
329,5901,Paraná - Túnel subfluvial,Paraná-Túnel,Paraná - Túnel subfluvial,-31.72,-60.5175,,,Argentina,INA,Rio Parana,AR_INA_5901
330,84,Boca Gualeguaychú,BocaGualegua,Boca Gualeguaychú,-33.0666666666667,-58.4166666666667,,,Argentina,INA,Rio Uruguay,AR_INA_84
331,2671,Canal Finca Agropecuaria,CanalFincaAg,Canal Finca Agropecuaria,-25.1608333333333,-64.1058333333333,,,Argentina,INA,Rio Parana,AR_INA_2671
332,7216,CIRHBAS - PLU EL 38 NORTE,CIRHBAS-PLUE,CIRHBAS - PLU EL 38 NORTE,-27.7794444444444,-59.6066666666667,,,Argentina,INA,Rio Parana,AR_INA_7216
333,6698,Salado RP Nº 51 - Achupallas,SaladoRPNº51,Salado RP Nº 51 - Achupallas,-35.0880555555556,-60.1088888888889,,,Argentina,INA,Rio de la Plata,AR_INA_6698
334,82,Campichuelo,Campichuelo,Campichuelo,-32.70101,-58.1834,,,Argentina,INA,Rio Uruguay,AR_INA_82
335,2199,Corrientes - Los Laureles,Corrientes-L,Corrientes - Los Laureles,-29.7572222222222,-59.2172222222222,,,Argentina,INA,Rio Parana,AR_INA_2199
336,6423,Aº Del Doll - RN 11,AºDelDoll-RN,Aº Del Doll - RN 11,-32.3058333333333,-60.4261111111111,,,Argentina,INA,Rio Parana,AR_INA_6423
337,6544,Areco - Carmen de Areco,Areco-Carmen,Areco - Carmen de Areco,-34.3519444444444,-59.8169444444444,,,Argentina,INA,Rio Parana,AR_INA_6544
338,7324,RMA05_ELD - Eldorado,RMA05_ELD-El,RMA05_ELD - Eldorado,-26.3933333333333,-54.5761111111111,,,Argentina,INA,Rio Parana,AR_INA_7324
339,7187,CIRHBAS - LIM Aº RETOBADO - CRESPO,CIRHBAS-LIMA,CIRHBAS - LIM Aº RETOBADO - CRESPO,-30.3375,-60.6288888888889,,,Argentina,INA,Rio Parana,AR_INA_7187
340,2227,Salado - RN Nº02,Salado-RNNº0,Salado - RN Nº02,-35.9622222222222,-57.8519444444444,,,Argentina,INA,Rio de la Plata,AR_INA_2227
341,7321,RMA04_LAE - La Escondida,RMA04_LAE-La,RMA04_LAE - La Escondida,-27.1333333333333,-59.4727777777778,,,Argentina,INA,Rio Parana,AR_INA_7321
342,2168,Guayquiraró - Pblo Libertador,Guayquiraró-,Guayquiraró - Pblo Libertador,-30.2211111111111,-59.385,,,Argentina,INA,Rio Parana,AR_INA_2168
343,6481,Grande - Ruta Provincia Nº 9,Grande-RutaP,Grande - Ruta Provincia Nº 9,-32.9019444444444,-66.1055555555556,,,Argentina,INA,,AR_INA_6481
344,7164,Canal Soberanía - Obra Control,CanalSoberan,Canal Soberanía - Obra Control,-27.5272222222222,-58.9427777777778,,,Argentina,INA,Rio Parana,AR_INA_7164
345,6669,San Javier - Cayastá,SanJavier-Ca,San Javier - Cayastá,-31.1933333333333,-60.1530555555556,,,Argentina,INA,Rio Parana,AR_INA_6669
346,9,Puerto Iguazú,PuertoIguazú,Puerto Iguazú,-25.5833333333333,-54.5666666666667,,,Argentina,INA,Rio Parana,AR_INA_9
347,7317,RMA03_PTL - Puente Lavalle,RMA03_PTL-Pu,RMA03_PTL - Puente Lavalle,-25.6763888888889,-60.14,,,Argentina,INA,Rio Paraguay,AR_INA_7317
348,1679,Santo Tomé,SantoTomé,Santo Tomé,-31.667601,-60.752233,,,Argentina,INA,Rio Parana,AR_INA_1679
349,59,Isla del Cerrito,IsladelCerri,Isla del Cerrito,-27.3166666666667,-58.6166666666667,,,Argentina,INA,Rio Parana,AR_INA_59
350,1701,Gualeguaychú FdX,Gualeguaychú,Gualeguaychú FdX,-33.0666666666667,-58.4166666666667,,,Argentina,INA,Rio Uruguay,AR_INA_1701
351,6389,Las Tapias - Las Tapias,LasTapias-La,Las Tapias - Las Tapias,-32.8036111111111,-64.7763888888889,,,Argentina,INA,Rio Parana,AR_INA_6389
352,7234,Aº Feliciano - Paso Correa RP2,AºFeliciano-,Aº Feliciano - Paso Correa RP2,-30.3930555555556,-58.7075,,,Argentina,INA,Rio Parana,AR_INA_7234
353,6538,Iruya - Las Higueras,Iruya-LasHig,Iruya - Las Higueras,-22.7541666666667,-65.0972222222222,,,Argentina,INA,Rio Paraguay,AR_INA_6538
354,7268,Esc Agr Nº3 Cnel.M.E.Arias-MET,EscAgrNº3Cne,Esc Agr Nº3 Cnel.M.E.Arias-MET,-23.1969444444444,-65.34,,,Argentina,INA,Rio Paraguay,AR_INA_7268
355,2128,Lujan - Lujan,Lujan-Lujan,Lujan - Lujan,-34.5894444444444,-59.1783333333333,,,Argentina,INA,Rio Parana,AR_INA_2128
356,7309,PN El Palmar de Colón,PNElPalmarde,PN El Palmar de Colón,-31.8638888888889,-58.2591666666667,,,Argentina,INA,Rio Uruguay,AR_INA_7309
357,2203,Gualeguay - Rosario del Tala,Gualeguay-Ro,Gualeguay - Rosario del Tala,-32.3086111111111,-59.0769444444445,,,Argentina,INA,Rio Parana,AR_INA_2203
358,7202,CIRHBAS - MET SACHAYOJ,CIRHBAS-METS,CIRHBAS - MET SACHAYOJ,-27.0111111111111,-62.0580555555556,,,Argentina,INA,Rio Parana,AR_INA_7202
359,7357,RMA11_CO - Concepción,RMA11_CO-Con,RMA11_CO - Concepción,-27.3438888888889,-65.6172222222222,,,Argentina,INA,,AR_INA_7357
360,2846,Pilcomayo - Misión La Paz,Pilcomayo-Mi,Pilcomayo - Misión La Paz,-22.3775,-62.5236111111111,,,Argentina,INA,Rio Paraguay,AR_INA_2846
361,2830,Paraná Guazú - Brazo Largo,ParanáGuazú-,Paraná Guazú - Brazo Largo,-33.8830555555556,-58.9,,,Argentina,INA,Rio Parana,AR_INA_2830
362,6622,Quinto - R.N. 35,Quinto-R.N.3,Quinto - R.N. 35,-34.2163888888889,-64.3861111111111,,,Argentina,INA,,AR_INA_6622
363,61,El Soberbio,ElSoberbio,El Soberbio,-27.3,-54.2,,,Argentina,INA,Rio Uruguay,AR_INA_61
364,77,Salto Grande Arriba,SaltoGrandeA,Salto Grande Arriba,-31.27547,-57.936945,,,Argentina,INA,Rio Uruguay,AR_INA_77
365,5905,Paraná - Villa Constitución,Paraná-Villa,Paraná - Villa Constitución,-33.2272222222222,-60.32,,,Argentina,INA,Rio Parana,AR_INA_5905
366,7302,Paraná - HID Chapetón,Paraná-HIDCh,Paraná - HID Chapetón,-31.5741666666667,-60.2833333333333,,,Argentina,INA,Rio Parana,AR_INA_7302
367,66,Puerto Concepción,PuertoConcep,Puerto Concepción,-28.119193,-55.581369,,,Argentina,INA,Rio Uruguay,AR_INA_66
368,7163,Laguna Maria Cristina,LagunaMariaC,Laguna Maria Cristina,-27.4788888888889,-58.9208333333333,,,Argentina,INA,Rio Parana,AR_INA_7163
369,7275,Guayquiraró - La Grela,Guayquiraró-,Guayquiraró - La Grela,-30.3463888888889,-59.3005555555556,,,Argentina,INA,Rio Parana,AR_INA_7275
370,7214,CIRHBAS - PLU A DENOMINAR 10,CIRHBAS-PLUA,CIRHBAS - PLU A DENOMINAR 10,-26.9075,-61.7138888888889,,,Argentina,INA,Rio Parana,AR_INA_7214
371,7391,Utis - RP Nº 13,Utis-RPNº13,Utis - RP Nº 13,-29.2425,-63.1269444444444,,,Argentina,INA,,AR_INA_7391
372,6444,Trapiche - Hosteria El Trapich,Trapiche-Hos,Trapiche - Hosteria El Trapich,-33.1058333333333,-66.0633333333333,,,Argentina,INA,,AR_INA_6444
373,7185,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,CIRHBAS-LIML,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,-29.3880555555556,-60.5469444444444,,,Argentina,INA,Rio Parana,AR_INA_7185
374,7382,Santa Catalina - Colonia Hogar,SantaCatalin,Santa Catalina - Colonia Hogar,-30.8491666666667,-64.2738888888889,,,Argentina,INA,,AR_INA_7382
