STATION_ID,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE
E3F2C7BB193AA1EB7A942FB36A05EF7A637A2BD9,E3F2C7BB193AA1EB7A942FB36A05EF7A637A2BD9,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
CF39878B438667DACE2C1DD0618C5DE51DC3CE7B,CF39878B438667DACE2C1DD0618C5DE51DC3CE7B,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
E6B35E1530137A84487275F1B56246268C78DA3A,E6B35E1530137A84487275F1B56246268C78DA3A,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
A2BA5EC26AEB210116C5AF1A2C2D00AED2B79E4F,A2BA5EC26AEB210116C5AF1A2C2D00AED2B79E4F,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
22318785AB024C4FC9DEDE34BF1A0C1C9516B118,22318785AB024C4FC9DEDE34BF1A0C1C9516B118,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
ABBBAE11321A801066127F04A1B529E975BA71D6,ABBBAE11321A801066127F04A1B529E975BA71D6,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
870F443EB947EB840E5638F29FF67A0B637D02B0,870F443EB947EB840E5638F29FF67A0B637D02B0,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
ABC6820F1FD8D6A84344C355D804FE94F6F45975,ABC6820F1FD8D6A84344C355D804FE94F6F45975,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
092E0A78766AFF17973C1AAD46EB2C7354066409,092E0A78766AFF17973C1AAD46EB2C7354066409,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
9C1D34DD7CDF7894E4DF2A2D2D23F77503E76380,9C1D34DD7CDF7894E4DF2A2D2D23F77503E76380,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
E8A8074C286FA07EF3BB59AF6EA36BDE0C909896,E8A8074C286FA07EF3BB59AF6EA36BDE0C909896,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
5C30C9AD60D607C362A71C927F9B2E66E0B50EDF,5C30C9AD60D607C362A71C927F9B2E66E0B50EDF,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
32E650C43309DB95C322A7F4AB4186181628F080,32E650C43309DB95C322A7F4AB4186181628F080,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
AA28FC63B28B0AA2F01B2F05C61E4C33FF94E261,AA28FC63B28B0AA2F01B2F05C61E4C33FF94E261,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
7115AD62AAE19206FB101C1BDF28EC31491E7E6A,7115AD62AAE19206FB101C1BDF28EC31491E7E6A,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
B414D9A1A2FB057F09A21586E5AB76B50C7D808F,B414D9A1A2FB057F09A21586E5AB76B50C7D808F,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
D3391F40102A94CB70EA2C3673DF4EB2E6014F89,D3391F40102A94CB70EA2C3673DF4EB2E6014F89,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
46AD73DE0B2D813E8B178F2951376EA1CCEF03AC,46AD73DE0B2D813E8B178F2951376EA1CCEF03AC,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
CBBA0FAFA2E9C02B5A7CDEBD45257D6AE0800108,CBBA0FAFA2E9C02B5A7CDEBD45257D6AE0800108,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
B7E635DF8AA99D7F08BE24EFBB276A054CF7AA31,B7E635DF8AA99D7F08BE24EFBB276A054CF7AA31,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
953EA128A0106D9B1ACF6CE264816BB493FDA555,953EA128A0106D9B1ACF6CE264816BB493FDA555,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
269EC33181465B48EE54461C822718B70780972E,269EC33181465B48EE54461C822718B70780972E,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
9ED8D349D9A16F34BC9E2C5D373F1E05C28C8575,9ED8D349D9A16F34BC9E2C5D373F1E05C28C8575,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
DE1EB0224EE3F181C26648722FB194A0777442D3,DE1EB0224EE3F181C26648722FB194A0777442D3,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
6C1D4EF3D9B912602CB8D031B11AE65209A1F599,6C1D4EF3D9B912602CB8D031B11AE65209A1F599,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
D07A45EE1BAE40B4846390B7E064C6B9F4A8B669,D07A45EE1BAE40B4846390B7E064C6B9F4A8B669,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
C345E776AF7877FD43DB5681445E40432ECE8D3D,C345E776AF7877FD43DB5681445E40432ECE8D3D,80B052462E277E0F7D3002CA6C67E481CD953CDC,,centimetre,WHOS
