STATION_ID,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE,THRESHOLD_LOW,THRESHOLD_YELLOW,THRESHOLD_RED,IMPORT,THRESHOLD_p05,THRESHOLD_p50,THRESHOLD_p95,LATITUDE,LONGITUDE,ALTITUDE,COUNTRY,ORGANIZATION,SUBBASIN
2821,2821,39,24.0,m,INA,,,,True,,,,-35.0880555555556,-60.1088888888889,,Argentina,INA,Rio de la Plata
2822,2822,39,24.0,m,INA,,,,True,,,,-22.65,-62.2163888888889,,Argentina,INA,Rio Paraguay
2823,2823,39,24.0,m,INA,,,,True,,,,-25.2677777777778,-65.2372222222222,,Argentina,INA,Rio Parana
2824,2824,39,24.0,m,INA,,,,True,,,,-35.3241666666667,-70.3111111111111,,Argentina,INA,
2825,2825,39,24.0,m,INA,,,,True,,,,-28.9877777777778,-59.0905555555556,,Argentina,INA,Rio Parana
2826,2826,39,24.0,m,INA,,,,True,,,,-22.7280555555556,-62.2133333333333,,Argentina,INA,Rio Paraguay
2828,2828,39,24.0,m,INA,,,,True,,,,-27.5413888888889,-59.1308333333333,,Argentina,INA,Rio Parana
2829,2829,39,24.0,m,INA,,,,True,,,,-30.5802777777778,-59.9233333333333,,Argentina,INA,Rio Parana
2830,2830,39,24.0,m,INA,,,,True,,,,-33.8830555555556,-58.9,,Argentina,INA,Rio Parana
2831,2831,39,24.0,m,INA,,,,True,,,,-45.3191666666667,-69.9477777777778,,Argentina,INA,
2832,2832,39,24.0,m,INA,,,,True,,,,-28.995,-58.5583333333333,,Argentina,INA,Rio Parana
2833,2833,39,24.0,m,INA,,,,True,,,,-31.4947222222222,-60.425,,Argentina,INA,Rio Parana
2834,2834,39,24.0,m,INA,,,,True,,,,-42.2083333333333,-71.4227777777778,,Argentina,INA,
2835,2835,39,24.0,m,INA,,,,True,,,,-32.4219444444444,-63.2447222222222,,Argentina,INA,Rio Parana
2836,2836,39,24.0,m,INA,,,,True,,,,-30.2172222222222,-59.3244444444444,,Argentina,INA,Rio Parana
2837,2837,39,24.0,m,INA,,,,True,,,,-32.3947222222222,-59.7638888888889,,Argentina,INA,Rio Parana
2838,2838,39,24.0,m,INA,,,,True,,,,-35.4594444444445,-59.5747222222222,,Argentina,INA,Rio de la Plata
2842,2842,39,24.0,m,INA,,,,True,,,,-47.5113888888889,-71.8719444444444,,Argentina,INA,
2843,2843,39,24.0,m,INA,,,,True,,,,-50.3997222222222,-72.7338888888889,,Argentina,INA,
2844,2844,39,24.0,m,INA,,,,True,,,,-47.3758333333333,-71.9680555555556,,Argentina,INA,
2845,2845,39,24.0,m,INA,,,,True,,,,-49.1238888888889,-72.4855555555555,,Argentina,INA,
2853,2853,39,24.0,m,INA,,,,True,,,,-33.1005555555556,-59.2702777777778,,Argentina,INA,Rio Parana
2854,2854,39,24.0,m,INA,,,,True,,,,-27.5105555555556,-58.5697222222222,,Argentina,INA,Rio Parana
2855,2855,39,24.0,m,INA,,,,True,,,,-35.7263888888889,-58.5363888888889,,Argentina,INA,Rio de la Plata
5873,5873,39,24.0,m,INA,,,,True,,,,-34.783421,-58.298648,,Argentina,INA,Rio de la Plata
5874,5874,39,24.0,m,INA,,,,True,,,,-34.7650541,-58.3234008,,Argentina,INA,Rio de la Plata
5876,5876,39,24.0,m,INA,,,,True,,,,-34.05977,-58.835841,,Argentina,INA,Rio Parana
5901,5901,39,24.0,m,INA,2.3,4.7,5.0,True,,,,-31.72,-60.5175,,Argentina,INA,Rio Parana
