STATION_ID,STATION_NAME,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE,THRESHOLD_LOW,THRESHOLD_YELLOW,THRESHOLD_ORANGE,THRESHOLD_RED,THRESHOLD_WATERINTAKE,THRESHOLD_NAVIGATION,THRESHOLD_MEAN,THRESHOLD_P05,THRESHOLD_P10,THRESHOLD_P90,THRESHOLD_P95,IMPORT,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN,PARENT_ID,CHILD_ID
2139,Coronda - Coronda,2139,39,24.0,m,INA,,,,,,,,,,,,True,-31.9741666666667,-60.9138888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_2139,AR_INA_2139_INA_24_H
2139,Coronda - Coronda,2139,101,4.0,m,INA,,,,,,,,,,,,True,-31.9741666666667,-60.9138888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_2139,AR_INA_2139_INA_4_H
2149,Iguazú - Perfil Tipo,2149,39,24.0,m,INA,,,,,,,,,,,,True,-25.6766666666667,-54.4213888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_2149,AR_INA_2149_INA_24_H
2149,Iguazú - Perfil Tipo,2149,101,4.0,m,INA,,,,,,,,,,,,True,-25.6766666666667,-54.4213888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_2149,AR_INA_2149_INA_4_H
2150,Miriñay - Paso Ledesma,2150,39,24.0,m,INA,,,,,,,,,,,,True,-29.8458333333333,-57.675,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_2150,AR_INA_2150_INA_24_H
2150,Miriñay - Paso Ledesma,2150,101,4.0,m,INA,,,,,,,,,,,,True,-29.8458333333333,-57.675,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_2150,AR_INA_2150_INA_4_H
2154,Bermejo - Pozo Sarmiento,2154,39,24.0,m,INA,,,,,,,,,,,,True,-23.1405555555556,-64.1969444444445,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2154,AR_INA_2154_INA_24_H
2154,Bermejo - Pozo Sarmiento,2154,101,4.0,m,INA,,,,,,,,,,,,True,-23.1405555555556,-64.1969444444445,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2154,AR_INA_2154_INA_4_H
2156,Laguna Iberá - Carlos Pellegri,2156,39,24.0,m,INA,,,,,,,,,,,,True,-28.5380555555556,-57.1869444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2156,AR_INA_2156_INA_24_H
2156,Laguna Iberá - Carlos Pellegri,2156,101,4.0,m,INA,,,,,,,,,,,,True,-28.5380555555556,-57.1869444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2156,AR_INA_2156_INA_4_H
2158,Aº Feliciano - Paso Medina,2158,39,24.0,m,INA,,,,,,,,,,,,True,-30.9236111111111,-59.5511111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2158,AR_INA_2158_INA_24_H
2158,Aº Feliciano - Paso Medina,2158,101,4.0,m,INA,,,,,,,,,,,,True,-30.9236111111111,-59.5511111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2158,AR_INA_2158_INA_4_H
2166,Los Sosa - RP30 km19,2166,39,24.0,m,INA,,,,,,,,,,,,True,-27.1008333333333,-65.6361111111111,,Automatic,Argentina,INA,,AR_INA_2166,AR_INA_2166_INA_24_H
2166,Los Sosa - RP30 km19,2166,101,4.0,m,INA,,,,,,,,,,,,True,-27.1008333333333,-65.6361111111111,,Automatic,Argentina,INA,,AR_INA_2166,AR_INA_2166_INA_4_H
2175,Canal Macapillo,2175,39,24.0,m,INA,,,,,,,,,,,,True,-25.4136111111111,-63.9761111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2175,AR_INA_2175_INA_24_H
2175,Canal Macapillo,2175,101,4.0,m,INA,,,,,,,,,,,,True,-25.4136111111111,-63.9761111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2175,AR_INA_2175_INA_4_H
2177,Canal Liag - Quebrachal,2177,39,24.0,m,INA,,,,,,,,,,,,True,-25.3452777777778,-64.045,,Automatic,Argentina,INA,Rio Parana,AR_INA_2177,AR_INA_2177_INA_24_H
2177,Canal Liag - Quebrachal,2177,101,4.0,m,INA,,,,,,,,,,,,True,-25.3452777777778,-64.045,,Automatic,Argentina,INA,Rio Parana,AR_INA_2177,AR_INA_2177_INA_4_H
2185,Dulce - Paso de la Cina,2185,39,24.0,m,INA,,,,,,,,,,,,True,-29.795,-62.8061111111111,,Automatic,Argentina,INA,,AR_INA_2185,AR_INA_2185_INA_24_H
2185,Dulce - Paso de la Cina,2185,101,4.0,m,INA,,,,,,,,,,,,True,-29.795,-62.8061111111111,,Automatic,Argentina,INA,,AR_INA_2185,AR_INA_2185_INA_4_H
2193,Bermejo - Puerto Lavalle,2193,39,24.0,m,INA,,,,,,,,,,,,True,-25.6511111111111,-60.1280555555556,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2193,AR_INA_2193_INA_24_H
2193,Bermejo - Puerto Lavalle,2193,101,4.0,m,INA,,,,,,,,,,,,True,-25.6511111111111,-60.1280555555556,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2193,AR_INA_2193_INA_4_H
2194,Bermejo - Puerto Velaz,2194,39,24.0,m,INA,,,,,,,,,,,,True,-26.6605555555556,-58.6338888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2194,AR_INA_2194_INA_24_H
2194,Bermejo - Puerto Velaz,2194,101,4.0,m,INA,,,,,,,,,,,,True,-26.6605555555556,-58.6338888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2194,AR_INA_2194_INA_4_H
2197,Salado - Pinto,2197,39,24.0,m,INA,,,,,,,,,,,,True,-29.1058333333333,-62.5761111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2197,AR_INA_2197_INA_24_H
2197,Salado - Pinto,2197,101,4.0,m,INA,,,,,,,,,,,,True,-29.1058333333333,-62.5761111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2197,AR_INA_2197_INA_4_H
2198,Aº Batel - Paso Cerrito,2198,39,24.0,m,INA,,,,,,,,,,,,True,-29.0311111111111,-58.7883333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2198,AR_INA_2198_INA_24_H
2198,Aº Batel - Paso Cerrito,2198,101,4.0,m,INA,,,,,,,,,,,,True,-29.0311111111111,-58.7883333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2198,AR_INA_2198_INA_4_H
2199,Corrientes - Los Laureles,2199,39,24.0,m,INA,,,,,,,,,,,,True,-29.7572222222222,-59.2172222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2199,AR_INA_2199_INA_24_H
2199,Corrientes - Los Laureles,2199,101,4.0,m,INA,,,,,,,,,,,,True,-29.7572222222222,-59.2172222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2199,AR_INA_2199_INA_4_H
2201,A° El Soberbio - Pje La Lechuz,2201,39,24.0,m,INA,,,,,,,,,,,,True,-27.2572222222222,-54.2355555555556,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_2201,AR_INA_2201_INA_24_H
2201,A° El Soberbio - Pje La Lechuz,2201,101,4.0,m,INA,,,,,,,,,,,,True,-27.2572222222222,-54.2355555555556,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_2201,AR_INA_2201_INA_4_H
2202,Cuarto - RN Nº 8,2202,39,24.0,m,INA,,,,,,,,,,,,True,-33.1605555555556,-64.26,,Automatic,Argentina,INA,Rio Parana,AR_INA_2202,AR_INA_2202_INA_24_H
2202,Cuarto - RN Nº 8,2202,101,4.0,m,INA,,,,,,,,,,,,True,-33.1605555555556,-64.26,,Automatic,Argentina,INA,Rio Parana,AR_INA_2202,AR_INA_2202_INA_4_H
2203,Gualeguay - Rosario del Tala,2203,39,24.0,m,INA,,7.0,,8.3,,,,,,,,True,-32.3086111111111,-59.0769444444445,,Automatic,Argentina,INA,Rio Parana,AR_INA_2203,AR_INA_2203_INA_24_H
2203,Gualeguay - Rosario del Tala,2203,101,4.0,m,INA,,7.0,,8.3,,,,,,,,True,-32.3086111111111,-59.0769444444445,,Automatic,Argentina,INA,Rio Parana,AR_INA_2203,AR_INA_2203_INA_4_H
2204,Carcarañá - Pueblo Andino,2204,39,24.0,m,INA,,,,,,,,,,,,True,-32.6733333333333,-60.8658333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2204,AR_INA_2204_INA_24_H
2204,Carcarañá - Pueblo Andino,2204,101,4.0,m,INA,,,,,,,,,,,,True,-32.6733333333333,-60.8658333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2204,AR_INA_2204_INA_4_H
2205,Gualeguay - Villaguay,2205,39,24.0,m,INA,,,,,,,,,,,,True,-31.8016666666667,-59.1261111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2205,AR_INA_2205_INA_24_H
2205,Gualeguay - Villaguay,2205,101,4.0,m,INA,,,,,,,,,,,,True,-31.8016666666667,-59.1261111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2205,AR_INA_2205_INA_4_H
2211,Salado - RP Nº50,2211,39,24.0,m,INA,,,,,,,,,,,,True,-34.3225,-61.3513888888889,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2211,AR_INA_2211_INA_24_H
2211,Salado - RP Nº50,2211,101,4.0,m,INA,,,,,,,,,,,,True,-34.3225,-61.3513888888889,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2211,AR_INA_2211_INA_4_H
2213,Canal Regulador N°4 - La Pantanosa,2213,39,24.0,m,INA,,,,,,,,,,,,True,-34.2580555555556,-61.6386111111111,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2213,AR_INA_2213_INA_24_H
2213,Canal Regulador N°4 - La Pantanosa,2213,101,4.0,m,INA,,,,,,,,,,,,True,-34.2580555555556,-61.6386111111111,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2213,AR_INA_2213_INA_4_H
2215,Río Areco - San Antonio de Are,2215,39,24.0,m,INA,,,,,,,,,,,,True,-34.2405555555556,-59.4994444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2215,AR_INA_2215_INA_24_H
2215,Río Areco - San Antonio de Are,2215,101,4.0,m,INA,,,,,,,,,,,,True,-34.2405555555556,-59.4994444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2215,AR_INA_2215_INA_4_H
2218,Cruz Alta,2218,39,24.0,m,INA,,,,,,,,,,,,True,-33.0063888888889,-61.7875,,Automatic,Argentina,INA,Rio Parana,AR_INA_2218,AR_INA_2218_INA_24_H
2223,Salado - Suncho Corral,2223,39,24.0,m,INA,,,,,,,,,,,,True,-27.9402777777778,-63.4397222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2223,AR_INA_2223_INA_24_H
2223,Salado - Suncho Corral,2223,101,4.0,m,INA,,,,,,,,,,,,True,-27.9402777777778,-63.4397222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2223,AR_INA_2223_INA_4_H
2227,Salado - RN Nº02,2227,39,24.0,m,INA,,,,,,,,,,,,True,-35.9622222222222,-57.8519444444444,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2227,AR_INA_2227_INA_24_H
2227,Salado - RN Nº02,2227,101,4.0,m,INA,,,,,,,,,,,,True,-35.9622222222222,-57.8519444444444,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2227,AR_INA_2227_INA_4_H
2233,Concepción del Uruguay - CARU,2233,85,1.0,m,INA,,,,,,,,,,,,True,-32.477173,-58.221219,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_2233,AR_INA_2233_INA_1_H
2593,Arenales - La Maroma,2593,39,24.0,m,INA,,,,,,,,,,,,True,-25.1538888888889,-65.42,,Automatic,Argentina,INA,Rio Parana,AR_INA_2593,AR_INA_2593_INA_24_H
2593,Arenales - La Maroma,2593,101,4.0,m,INA,,,,,,,,,,,,True,-25.1538888888889,-65.42,,Automatic,Argentina,INA,Rio Parana,AR_INA_2593,AR_INA_2593_INA_4_H
2671,Canal Finca Agropecuaria,2671,39,24.0,m,INA,,,,,,,,,,,,True,-25.1608333333333,-64.1058333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2671,AR_INA_2671_INA_24_H
2671,Canal Finca Agropecuaria,2671,101,4.0,m,INA,,,,,,,,,,,,True,-25.1608333333333,-64.1058333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2671,AR_INA_2671_INA_4_H
2672,Juramento - Finca Agropecuari,2672,39,24.0,m,INA,,,,,,,,,,,,True,-25.1613888888889,-64.1061111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2672,AR_INA_2672_INA_24_H
2672,Juramento - Finca Agropecuari,2672,101,4.0,m,INA,,,,,,,,,,,,True,-25.1613888888889,-64.1061111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2672,AR_INA_2672_INA_4_H
2673,Colastiné - RN N° 168,2673,39,24.0,m,INA,,,,,,,,,,,,True,-31.6611111111111,-60.6019444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2673,AR_INA_2673_INA_24_H
2673,Colastiné - RN N° 168,2673,101,4.0,m,INA,,,,,,,,,,,,True,-31.6611111111111,-60.6019444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2673,AR_INA_2673_INA_4_H
2807,Salado - El Arenal,2807,39,24.0,m,INA,,,,,,,,,,,,True,-26.3741666666667,-63.7244444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2807,AR_INA_2807_INA_24_H
2807,Salado - El Arenal,2807,101,4.0,m,INA,,,,,,,,,,,,True,-26.3741666666667,-63.7244444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2807,AR_INA_2807_INA_4_H
2809,Quinto - RP Nº26,2809,39,24.0,m,INA,,,,,,,,,,,,True,-34.7627777777778,-63.645,,Automatic,Argentina,INA,,AR_INA_2809,AR_INA_2809_INA_24_H
2809,Quinto - RP Nº26,2809,101,4.0,m,INA,,,,,,,,,,,,True,-34.7627777777778,-63.645,,Automatic,Argentina,INA,,AR_INA_2809,AR_INA_2809_INA_4_H
2813,Miriñay - Paso Mesa,2813,39,24.0,m,INA,,,,,,,,,,,,True,-28.9166666666667,-57.2363888888889,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_2813,AR_INA_2813_INA_24_H
2813,Miriñay - Paso Mesa,2813,101,4.0,m,INA,,,,,,,,,,,,True,-28.9166666666667,-57.2363888888889,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_2813,AR_INA_2813_INA_4_H
2822,Pilcomayo - El Raúl,2822,39,24.0,m,INA,,,,,,,,,,,,True,-22.65,-62.2163888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2822,AR_INA_2822_INA_24_H
2822,Pilcomayo - El Raúl,2822,101,4.0,m,INA,,,,,,,,,,,,True,-22.65,-62.2163888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2822,AR_INA_2822_INA_4_H
2823,Juramento - Cabra Corral,2823,39,24.0,m,INA,,,,,,,,,,,,True,-25.2677777777778,-65.2372222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2823,AR_INA_2823_INA_24_H
2823,Juramento - Cabra Corral,2823,101,4.0,m,INA,,,,,,,,,,,,True,-25.2677777777778,-65.2372222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2823,AR_INA_2823_INA_4_H
2825,Santa Lucia - Santa Lucia,2825,39,24.0,m,INA,,,,,,,,,,,,True,-28.9877777777778,-59.0905555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_2825,AR_INA_2825_INA_24_H
2825,Santa Lucia - Santa Lucia,2825,101,4.0,m,INA,,,,,,,,,,,,True,-28.9877777777778,-59.0905555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_2825,AR_INA_2825_INA_4_H
2826,Pilcomayo - Puesto Jerez,2826,39,24.0,m,INA,,,,,,,,,,,,True,-22.7280555555556,-62.2133333333333,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2826,AR_INA_2826_INA_24_H
2826,Pilcomayo - Puesto Jerez,2826,101,4.0,m,INA,,,,,,,,,,,,True,-22.7280555555556,-62.2133333333333,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2826,AR_INA_2826_INA_4_H
2829,San Javier - San Javier,2829,39,24.0,m,INA,,,,,,,,,,,,True,-30.5802777777778,-59.9233333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2829,AR_INA_2829_INA_24_H
2829,San Javier - San Javier,2829,101,4.0,m,INA,,,,,,,,,,,,True,-30.5802777777778,-59.9233333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2829,AR_INA_2829_INA_4_H
2830,Paraná Guazú - Brazo Largo,2830,39,24.0,m,INA,,,,,,,,,,,,True,-33.8830555555556,-58.9,,Automatic,Argentina,INA,Rio Parana,AR_INA_2830,AR_INA_2830_INA_24_H
2830,Paraná Guazú - Brazo Largo,2830,101,4.0,m,INA,,,,,,,,,,,,True,-33.8830555555556,-58.9,,Automatic,Argentina,INA,Rio Parana,AR_INA_2830,AR_INA_2830_INA_4_H
2832,Corriente - Paso Lucero,2832,39,24.0,m,INA,,,,,,,,,,,,True,-28.995,-58.5583333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2832,AR_INA_2832_INA_24_H
2832,Corriente - Paso Lucero,2832,101,4.0,m,INA,,,,,,,,,,,,True,-28.995,-58.5583333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2832,AR_INA_2832_INA_4_H
2833,Aº Leyes - RP Nº 1,2833,39,24.0,m,INA,,,,,,,,,,,,True,-31.4947222222222,-60.425,,Automatic,Argentina,INA,Rio Parana,AR_INA_2833,AR_INA_2833_INA_24_H
2833,Aº Leyes - RP Nº 1,2833,101,4.0,m,INA,,,,,,,,,,,,True,-31.4947222222222,-60.425,,Automatic,Argentina,INA,Rio Parana,AR_INA_2833,AR_INA_2833_INA_4_H
2836,Aº Barrancas - Paso La Llana,2836,39,24.0,m,INA,,,,,,,,,,,,True,-30.2172222222222,-59.3244444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2836,AR_INA_2836_INA_24_H
2836,Aº Barrancas - Paso La Llana,2836,101,4.0,m,INA,,,,,,,,,,,,True,-30.2172222222222,-59.3244444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2836,AR_INA_2836_INA_4_H
2837,Nogoya - RN Nº12,2837,39,24.0,m,INA,,,,,,,,,,,,True,-32.3947222222222,-59.7638888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_2837,AR_INA_2837_INA_24_H
2837,Nogoya - RN Nº12,2837,101,4.0,m,INA,,,,,,,,,,,,True,-32.3947222222222,-59.7638888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_2837,AR_INA_2837_INA_4_H
2838,Aº Saladillo - RN Nº205,2838,39,24.0,m,INA,,,,,,,,,,,,True,-35.4594444444445,-59.5747222222222,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2838,AR_INA_2838_INA_24_H
2838,Aº Saladillo - RN Nº205,2838,101,4.0,m,INA,,,,,,,,,,,,True,-35.4594444444445,-59.5747222222222,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2838,AR_INA_2838_INA_4_H
2846,Pilcomayo - Misión La Paz,2846,39,24.0,m,INA,,,,,,,,,,,,True,-22.3775,-62.5236111111111,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2846,AR_INA_2846_INA_24_H
2846,Pilcomayo - Misión La Paz,2846,101,4.0,m,INA,,,,,,,,,,,,True,-22.3775,-62.5236111111111,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2846,AR_INA_2846_INA_4_H
2853,Gualeguay - Paso Alonso,2853,39,24.0,m,INA,,,,,,,,,,,,True,-33.1005555555556,-59.2702777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_2853,AR_INA_2853_INA_24_H
2853,Gualeguay - Paso Alonso,2853,101,4.0,m,INA,,,,,,,,,,,,True,-33.1005555555556,-59.2702777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_2853,AR_INA_2853_INA_4_H
2854,Aº Riachuelo - RP Nº5,2854,39,24.0,m,INA,,,,,,,,,,,,True,-27.5105555555556,-58.5697222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2854,AR_INA_2854_INA_24_H
2854,Aº Riachuelo - RP Nº5,2854,101,4.0,m,INA,,,,,,,,,,,,True,-27.5105555555556,-58.5697222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2854,AR_INA_2854_INA_4_H
2855,Salado - RP Nº 41,2855,39,24.0,m,INA,,,,,,,,,,,,True,-35.7263888888889,-58.5363888888889,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2855,AR_INA_2855_INA_24_H
2855,Salado - RP Nº 41,2855,101,4.0,m,INA,,,,,,,,,,,,True,-35.7263888888889,-58.5363888888889,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2855,AR_INA_2855_INA_4_H
5430,Federación Embalse,5430,39,24.0,m,INA,,,,,,,,,,,,True,-30.994853,-57.899273,,Conventional,Argentina,INA,Rio Uruguay,AR_INA_5430,AR_INA_5430_INA_24_H
5873,Arroyo Las Piedras - Gob. Monteverde,5873,39,24.0,m,INA,,,,,,,,,,,,True,-34.783421,-58.298648,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_5873,AR_INA_5873_INA_24_H
5874,Arroyo San Francisco - Dr. Torre,5874,39,24.0,m,INA,,,,,,,,,,,,True,-34.7650541,-58.3234008,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_5874,AR_INA_5874_INA_24_H
5876,Carabelas,5876,39,24.0,m,INA,,,,,,,,,,,,True,-34.05977,-58.835841,,Automatic,Argentina,INA,Rio Parana,AR_INA_5876,AR_INA_5876_INA_24_H
5893,Paraná - Rosario,5893,39,24.0,m,INA,1.64,5.0,,5.25,,,,,,,,True,-32.9513888888889,-60.6255555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_5893,AR_INA_5893_INA_24_H
5893,Paraná - Rosario,5893,101,4.0,m,INA,1.64,5.0,,5.25,,,,,,,,True,-32.9513888888889,-60.6255555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_5893,AR_INA_5893_INA_4_H
5894,Riacho Victoria - Victoria,5894,39,24.0,m,INA,2.6,4.6,,5.9,,,,,,,,True,-32.6316666666667,-60.1652777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_5894,AR_INA_5894_INA_24_H
5894,Riacho Victoria - Victoria,5894,101,4.0,m,INA,2.6,4.6,,5.9,,,,,,,,True,-32.6316666666667,-60.1652777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_5894,AR_INA_5894_INA_4_H
5900,Paraná - Diamante,5900,39,24.0,m,INA,2.4,5.3,,5.5,,,,,,,,True,-32.0577777777778,-60.645,,Automatic,Argentina,INA,Rio Parana,AR_INA_5900,AR_INA_5900_INA_24_H
5900,Paraná - Diamante,5900,101,4.0,m,INA,2.4,5.3,,5.5,,,,,,,,True,-32.0577777777778,-60.645,,Automatic,Argentina,INA,Rio Parana,AR_INA_5900,AR_INA_5900_INA_4_H
5901,Paraná - Túnel subfluvial,5901,39,24.0,m,INA,1.61,4.7,,5.0,,,,,,,,True,-31.72,-60.5175,,Automatic,Argentina,INA,Rio Parana,AR_INA_5901,AR_INA_5901_INA_24_H
5901,Paraná - Túnel subfluvial,5901,101,4.0,m,INA,1.61,4.7,,5.0,,,,,,,,True,-31.72,-60.5175,,Automatic,Argentina,INA,Rio Parana,AR_INA_5901,AR_INA_5901_INA_4_H
5904,PN Ciervo de los Pantanos,5904,39,24.0,m,INA,,,,,,,,,,,,True,-34.2255555555556,-58.8988888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5904,AR_INA_5904_INA_24_H
5904,PN Ciervo de los Pantanos,5904,101,4.0,m,INA,,,,,,,,,,,,True,-34.2255555555556,-58.8988888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5904,AR_INA_5904_INA_4_H
5905,Paraná - Villa Constitución,5905,39,24.0,m,INA,1.9,4.0,,4.5,,,,,,,,True,-33.2272222222222,-60.32,,Automatic,Argentina,INA,Rio Parana,AR_INA_5905,AR_INA_5905_INA_24_H
5905,Paraná - Villa Constitución,5905,101,4.0,m,INA,1.9,4.0,,4.5,,,,,,,,True,-33.2272222222222,-60.32,,Automatic,Argentina,INA,Rio Parana,AR_INA_5905,AR_INA_5905_INA_4_H
5907,Paraná Las Palmas - Zárate,5907,39,24.0,m,INA,0.3,2.0,,2.2,,,,,,,,True,-34.1019444444444,-59.0088888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5907,AR_INA_5907_INA_24_H
5907,Paraná Las Palmas - Zárate,5907,101,4.0,m,INA,0.3,2.0,,2.2,,,,,,,,True,-34.1019444444444,-59.0088888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5907,AR_INA_5907_INA_4_H
6263,Primero (Suquía) Camino Secund,6263,39,24.0,m,INA,,,,,,,,,,,,True,-30.9641666666667,-62.9961111111111,,Automatic,Argentina,INA,,AR_INA_6263,AR_INA_6263_INA_24_H
6263,Primero (Suquía) Camino Secund,6263,101,4.0,m,INA,,,,,,,,,,,,True,-30.9641666666667,-62.9961111111111,,Automatic,Argentina,INA,,AR_INA_6263,AR_INA_6263_INA_4_H
6354,Paraná - La Paz,6354,39,24.0,m,INA,,,,,,,,,,,,True,-30.7325,-59.6386111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6354,AR_INA_6354_INA_24_H
6354,Paraná - La Paz,6354,101,4.0,m,INA,,,,,,,,,,,,True,-30.7325,-59.6386111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6354,AR_INA_6354_INA_4_H
6357,Carcarañá - Cruz Alta,6357,39,24.0,m,INA,,,,,,,,,,,,True,-33.0063888888889,-61.7875,,Automatic,Argentina,INA,Rio Parana,AR_INA_6357,AR_INA_6357_INA_24_H
6357,Carcarañá - Cruz Alta,6357,101,4.0,m,INA,,,,,,,,,,,,True,-33.0063888888889,-61.7875,,Automatic,Argentina,INA,Rio Parana,AR_INA_6357,AR_INA_6357_INA_4_H
6359,Salado - Puente Carretero,6359,39,24.0,m,INA,,,,,,,,,,,,True,-34.6113888888889,-60.9572222222222,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6359,AR_INA_6359_INA_24_H
6359,Salado - Puente Carretero,6359,101,4.0,m,INA,,,,,,,,,,,,True,-34.6113888888889,-60.9572222222222,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6359,AR_INA_6359_INA_4_H
6360,Saladillo - Dique Aforador,6360,39,24.0,m,INA,,,,,,,,,,,,True,-32.9316666666667,-62.3322222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_6360,AR_INA_6360_INA_24_H
6360,Saladillo - Dique Aforador,6360,101,4.0,m,INA,,,,,,,,,,,,True,-32.9316666666667,-62.3322222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_6360,AR_INA_6360_INA_4_H
6361,Tercero - Piedras Moras,6361,39,24.0,m,INA,,,,,,,,,,,,True,-32.1694444444444,-64.2327777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6361,AR_INA_6361_INA_24_H
6361,Tercero - Piedras Moras,6361,101,4.0,m,INA,,,,,,,,,,,,True,-32.1694444444444,-64.2327777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6361,AR_INA_6361_INA_4_H
6365,Mojotoro - Güemes,6365,39,24.0,m,INA,,,,,,,,,,,,True,-24.7316666666667,-65.0288888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6365,AR_INA_6365_INA_24_H
