STATION_ID,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE,THRESHOLD_YELLOW,THRESHOLD_ORANGE,THRESHOLD_RED,THRESHOLD_MEAN,THRESHOLD_P05,THRESHOLD_P10,THRESHOLD_P90,THRESHOLD_P95,IMPORT,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN
0-76-1-3106200000W83571,CDF2F592E0B3630502DCE1DFD41D294085629703,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.9,-43.98,,,Brazil,WHOS,
0-76-4-2752035,5BC2A43AB0FA71849004EE68EA7DA764246369A0,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-27.6575,-52.3203,,,Brazil,WHOS,Rio Uruguay
0-76-4-66454900,A74C289B662B43D6B4450307E6EA4654B707AC35,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.6669,-54.7356,,,Brazil,WHOS,Rio Paraguay
0-76-0-3550209000000093,A53393A399C1A700EFBE542BCE95992B4B613D92,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-23.85194444,-48.16472222,,,Brazil,INMET,Rio Parana
0-76-4-62849500,583C01E32F55C5AADF2C8EA2E567C13CC49D55EB,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.2739,-50.2917,,,Brazil,WHOS,Rio Parana
0-76-4-26033700,081E658A4B15A1F34AA4BE84104181A326E60227,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-15.4072,-54.4322,,,Brazil,WHOS,
0-76-4-73331800,DE0EDFE3A7FDCF630B00B079DFD7CEDFC6228E95,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-26.94,-52.4411,,,Brazil,WHOS,Rio Uruguay
0-76-4-58610500,0423A59D67E567CAE969C6F17AE5B2D0F7B76F17,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.0808,-43.1517,,,Brazil,WHOS,
0-76-4-66861000,38FD1D499AF67AA441E27F2950B71F74696A4459,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.4133,-54.4589,,,Brazil,WHOS,Rio Paraguay
0-76-4-64515920,BD3E46F27EE277C3FE5C4E1B31B23C0ABAE1C88A,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.9408,-51.3244,,,Brazil,WHOS,Rio Parana
0-76-4-60444035,9526DEE9141E2E62519479A35A9AE207C9811C58,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.0467,-48.0822,,,Brazil,WHOS,Rio Parana
0-76-4-81168000,E64BA2541FD1F4565C8589C134BAB1922D931212,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-24.4842,-49.1136,,,Brazil,WHOS,
0-76-0-4311304000W83916,8AFF829D66C45751E1FA0BAA0AD6072821FC9D32,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-28.22249999,-51.51277777,,,Brazil,INMET,Rio Uruguay
0-76-0-3156908000000095,8A79B9148CC5B0BE94AF176030315D71903C9E13,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.87527777,-47.43416666,,,Brazil,INMET,Rio Parana
0-76-4-56209080,931450DFFE273A969FE5C11948406BFF201B746E,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-20.4678,-43.4703,,,Brazil,WHOS,
0-76-4-64547500,8FB189F7122E63E776D3716121C581F7F288DCA3,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.9864,-51.8222,,,Brazil,WHOS,Rio Parana
0-76-4-61895075,E5A88E6C284BE93BAD088FE738D559ABC5C0576C,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.8744,-46.8922,,,Brazil,WHOS,Rio Parana
0-76-4-58380001,87182A9495ED959D4E154F15A160516EA8713904,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.1628,-43.2864,,,Brazil,WHOS,
0-76-4-60191000,D6B94E6CAD0DE510B0CCF6E32A7343E9E8C91080,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-17.9092,-48.0831,,,Brazil,WHOS,Rio Parana
0-76-4-2853053,0A5EE12BFCDF800D05C3C3C8731F1B7A1FAEB9E4,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-28.1833,-53.2242,,,Brazil,WHOS,
0-76-4-64773500,C52BE934AAE903AB19EEBDC1BA0567D38B6E9C84,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-24.7247,-52.3931,,,Brazil,WHOS,Rio Parana
0-76-4-60444700,A463871F388CB23E39D432E596CC5A14B7EBFCBA,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.3269,-48.5953,,,Brazil,WHOS,Rio Parana
0-76-4-3054031,20C7FE2B192C8E5F2D2E2BEC6F1C5AC6F9EA5489,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-30.2447,-54.3697,,,Brazil,WHOS,Rio Uruguay
0-76-4-24051000,D213BBFF267E1BB8E70B99092CAE8A07FCD7D7B8,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-17.3011,-53.2172,,,Brazil,WHOS,
0-76-4-61260000,04C8788660786BDB7C534D9EC9E46E5E9844C8DC,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.5119,-45.3914,,,Brazil,WHOS,Rio Parana
0-76-4-62510100,D49E302E04417C0F2613FC5F399F78E0577F5BC4,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-23.5903,-47.4161,,,Brazil,WHOS,Rio Parana
0-76-4-61783450,5A1656E14B80D1C6BE172C5AF3858B219628879F,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-20.55,-47.8153,,,Brazil,WHOS,Rio Parana
0-76-4-66259650,EAD1F07EB589F9EE09905D1F6FFF1F46AAE908B3,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-15.6175,-56.0511,,,Brazil,WHOS,Rio Paraguay
0-76-4-58519050,65188166D11108259314720D17F7BBC74945B1D6,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.9675,-43.3736,,,Brazil,WHOS,
0-76-0-4111407000000082,1AC514372F5FED1A1A826F35D6AE421CE09517CF,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.01083333,-50.85388888,,,Brazil,INMET,Rio Parana
0-76-4-81683000,7B12313F049331AA8FA7992F32C1F09D7DF89602,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-24.49,-47.8367,,,Brazil,WHOS,
0-76-4-64491000,34026576EC083BA5538CB82345E5A0735862D725,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-24.0322,-50.6925,,,Brazil,WHOS,Rio Parana
0-76-4-87510040,22EE803C49E6C55D91FC3D0127E6034140780303,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-31.0542,-50.9942,,,Brazil,WHOS,
0-76-4-84520008,9F03287A4BED74DF11A1AE3C8BFEA1BD6FD2B493,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-28.0131,-49.1225,,,Brazil,WHOS,
0-76-0-3550308000000573,F95C7A69F197C9DD57033C0D17233E32ABC91AAB,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-23.724501,-46.677501,,,Brazil,INMET,Rio Parana
0-76-4-73528000,5A6517BCB0254374F46E6CED0E83039869211448,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-27.2456,-52.7944,,,Brazil,WHOS,Rio Uruguay
0-76-4-43190900,C0215AE0671826301CF83ED2AC0C51B1D30C512C,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.3725,-45.07,,,Brazil,WHOS,
0-76-4-41972000,8DF0645B69E2478815D07A901AB4189B76315211,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-17.7497,-44.5,,,Brazil,WHOS,
0-76-4-83629000,4F9C3C258A751129EEC336AB4EFC9EC30A018F2F,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-26.7592,-49.4067,,,Brazil,WHOS,
0-76-4-61689000,5693EA55E99EF1A69D955A27FAAA89DDE5654CFA,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-20.8017,-46.7053,,,Brazil,WHOS,Rio Parana
0-76-4-60351080,4C1B947DD999008ED1E9E820C1FEABD1B27E5F54,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-18.9097,-48.0408,,,Brazil,WHOS,Rio Parana
0-76-4-83105000,1B29CD8DFB9142C03D135EEA4ED0BDEDBB342DD2,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-27.6839,-49.3631,,,Brazil,WHOS,
0-76-4-60182000,E37035FFE05410CFEC8D29F2F8A5FCA07ED322F7,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.6658,-47.2314,,,Brazil,WHOS,Rio Parana
0-76-4-60650000,37EBEEA0B252B075E7BDCE9BFBE0396133C1936A,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.6811,-49.1964,,,Brazil,WHOS,Rio Parana
0-76-4-62727200,D142C541BD688F7E74F49F1A6E67138FE19E40D6,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.5303,-49.6533,,,Brazil,WHOS,Rio Parana
0-76-1-3117876000W83566,6B56BE2B71A2388255689204D26A2759FC18A641,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.62,-43.97,,,Brazil,WHOS,
0-76-4-65894991,D482D98D20DFDD8F22CFC1AC02BA815D6722F542,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.5331,-53.0106,,,Brazil,WHOS,Rio Parana
0-76-4-66071355,4BBCD8F37794FA6B2C519A65B342BE4E82E544A2,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-15.0369,-58.7358,,,Brazil,WHOS,Rio Paraguay
0-76-0-3508603000000562,8C360BDFA9C7D95FD85EF2263566AB04FD7969CA,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.68888888,-45.00555555,,,Brazil,INMET,
0-76-4-86450500,F3B4AD61B6CE619B034BB310C876DA4C22FC37AE,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-29.0211,-51.5333,,,Brazil,WHOS,
0-76-4-24179090,A76D27A8A1BCE0315CD41380521C0F260FE8AA44,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.3375,-52.745,,,Brazil,WHOS,
0-76-4-24720000,825C6972D1B433D6897A6629D43DD480D2651F2C,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.7658,-51.6358,,,Brazil,WHOS,
0-76-1-5006606000W83703,1C0BAD55EA21DC52F547D52316D5D57454887DB5,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.55,-55.7,,,Brazil,WHOS,Rio Parana
0-76-4-75900000,ACB01D963ED9CEFEDE0888D4129893A8C38091CA,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-29.1175,-56.5544,,,Brazil,WHOS,Rio Uruguay
0-76-0-4107207000000178,973EC571DB2BCAD6D14B57B37CFF36ACB906F797,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.69916666,-53.09527777,,,Brazil,INMET,Rio Parana
0-76-4-76431000,101341A565F3C71772D23A9EE22524ACBACDEE76,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-29.3803,-54.5103,,,Brazil,WHOS,Rio Uruguay
0-76-0-4321451000000484,D688C1CAF9B2D91EF6BFB21453720874CBA7D677,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-29.44916666,-51.82333332,,,Brazil,INMET,
0-76-0-4315701000000115,7F95A5A2653568E9C6F28BDC7676DEC39DDC1562,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-29.87222221,-52.38194443,,,Brazil,INMET,
0-76-4-85642000,56DEA20487CFB9588C0373456BF9ED0C92C3A0DA,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-30.0078,-53.0156,,,Brazil,WHOS,
0-76-4-60680000,E18254B670FB6B6FC784CCFD14188C7191836397,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-18.3489,-49.6017,,,Brazil,WHOS,Rio Parana
0-76-0-4316907000W83936,A5EE2113515A500BF8BB67F7A67ED7D62108C093,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-29.72472221,-53.72055554,,,Brazil,INMET,
0-76-4-73317000,4A1E8A230143456A3FBFED827E39E4F4A7B17413,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-26.9547,-52.3008,,,Brazil,WHOS,Rio Uruguay
0-76-4-26053100,7FA1E8EEBFA7298A07F87B232C07CE1639F7D892,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-14.8689,-53.3014,,,Brazil,WHOS,
0-76-4-71644000,5E055A7A87F724A9524D08A9B7893F11CC6B206C,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-27.7175,-50.6592,,,Brazil,WHOS,Rio Uruguay
0-76-4-60335500,65CF9145825CE16085040FB7B89BE8A38982817B,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.2375,-47.8017,,,Brazil,WHOS,Rio Parana
0-76-4-64328050,4A10D61790FABC235BAAD1276A7D8015AD4E6154,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.7739,-49.7408,,,Brazil,WHOS,Rio Parana
0-76-1-5208707000W83424,D3195C31C4BB9102CE2ADB1DEA8EF3139BAD0D7D,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.62,-49.22,,,Brazil,WHOS,Rio Parana
0-76-0-4118303000000302,ACA5FAC7CBCCB33A85E890DAF2FD939BB69A4EF1,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.65833333,-52.13444444,,,Brazil,INMET,Rio Parana
0-76-4-65855080,4FAE67A46516B55DAAD9F114924104941BA253C7,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.4878,-52.2156,,,Brazil,WHOS,Rio Parana
0-76-4-65970001,C771B713DEE7E0A527E1C51916B16F65BA017D87,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.3939,-53.1039,,,Brazil,WHOS,Rio Parana
0-76-4-65984000,B3D3B4A83E4841A67B6B44494DAE505CF8FD2CCA,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.5853,-53.7278,,,Brazil,WHOS,Rio Parana
0-76-4-64767000,DF4E727B08A7044494028EE9D5F403B231A373D0,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-24.9467,-52.5964,,,Brazil,WHOS,Rio Parana
0-76-4-63001260,6D6110303B15F9EA228C537EDE722088DD15929A,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.3011,-52.6881,,,Brazil,WHOS,Rio Parana
0-76-4-3054029,43C224CD1186477A412297DA6EAF240C744236D2,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-30.0972,-54.6439,,,Brazil,WHOS,Rio Uruguay
0-76-4-62605100,2CB22B7A43F35964A052246F20834FF0068ABA54,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.8506,-46.7797,,,Brazil,WHOS,Rio Parana
0-76-1-3506003000W83722,8E5EC3E669691310A34C2C0978F3B90D4385E0C8,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.34,-49.05,,,Brazil,WHOS,Rio Parana
0-76-4-65259000,D4627CD379EAA9B542FDD68385CA272167D772DF,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-26.5936,-50.7283,,,Brazil,WHOS,Rio Parana
0-76-4-62824000,FD68937F4EFAB744E05B84DD0742ECB465FD49A2,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.2039,-49.8792,,,Brazil,WHOS,Rio Parana
0-76-0-5300108000000551,A6AE362C89C72B9B95E9D4ED1826A4E45F4C2F13,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-15.59972221,-48.1311111,,,Brazil,INMET,
0-76-4-64864150,5E050C8E27E9A3EF40AC18473AB97B7382B51CD6,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-24.7328,-53.8928,,,Brazil,WHOS,Rio Parana
0-76-4-72880000,D21A7CC7D80EC25EC825798E3D9AA5D384B2BD5D,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-27.3394,-51.6114,,,Brazil,WHOS,Rio Uruguay
0-76-4-62729080,973E7E7FDA68D8A9A0AE26E24082E69264BE6EE0,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.5194,-48.5344,,,Brazil,WHOS,Rio Parana
0-76-4-62370000,942CF282117D492A82D436B117AB738B77846423,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-23.3917,-46.9947,,,Brazil,WHOS,Rio Parana
0-76-0-5005152000000384,A3A9DA41BAF3384206D9B182B9193D4D9611F285,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.85722222,-54.60555555,,,Brazil,INMET,Rio Parana
0-76-1-3304557000W83115,4E91276B7BDAE0B4B2EEF8F82A94937F907A217E,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.93,-43.72,,,Brazil,WHOS,
0-76-4-64864100,B73E3D2EBE317C3A435F612317E12E87AD5F81E1,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-24.7428,-53.855,,,Brazil,WHOS,Rio Parana
0-76-1-3543402000W83652,61B55A9C9AC3952A6F31740271AAEDB7919E208B,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.13,-47.77,,,Brazil,WHOS,Rio Parana
0-76-0-5300108000000537,958DBA954D6D653A21F4DF26461EA36365AD6C86,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.012222,-47.557417,,,Brazil,INMET,
0-76-4-2244107,07D71EFEC78BDA261D1AF8E20D5A0BE133808AAE,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.6925,-44.0069,,,Brazil,WHOS,
0-76-4-21220000,D6609CD2C626868ACF617AE658494EE1DDA8DF40,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-14.4508,-47.0472,,,Brazil,WHOS,
0-76-0-3148004000000545,CB13F4C5A8EA4A78CF934565A2F084421D8DF7D9,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-18.52055554,-46.44055555,,,Brazil,INMET,Rio Parana
0-76-4-44940000,3DB764C208C9E0CB48DA0FBECD8B10567E7DFA9B,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-14.9228,-43.5014,,,Brazil,WHOS,
0-76-4-63001642,2F24A0632B5D0945EC58FD0026783A1B7988243D,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.2067,-52.3378,,,Brazil,WHOS,Rio Parana
0-76-4-24744900,30ECB78B8A198778A51733EE536A39E58AB7552A,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-16.4414,-51.3969,,,Brazil,WHOS,
0-76-4-64899500,D002A76FE3246A8656A37163B09143049C79F813,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.2667,-54.4333,,,Brazil,WHOS,Rio Parana
0-76-4-62780700,7073D5976A615514C3D251F8019A81B3D91D23B9,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.8194,-48.8281,,,Brazil,WHOS,Rio Parana
0-76-4-66945000,350EEA9A137AD91C37F448BBA3095FDDE2956FCB,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-20.4783,-55.8014,,,Brazil,WHOS,Rio Paraguay
0-76-0-3522604000000263,2C825C148074B7BB79C28F6EC89F125DEEFFAACD,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.415,-46.80527777,,,Brazil,INMET,Rio Parana
0-76-4-70150000,A54E058C7F0016768CDFDA6F6CC948595915A375,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-28.3944,-50.5756,,,Brazil,WHOS,Rio Uruguay
0-76-0-5004700000000052,2F8425A4E6C831070EDBFBA4F369CCEEA394AFBE,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.30055555,-53.82277777,,,Brazil,INMET,Rio Parana
0-76-4-61834000,04BCF573F0C56E547059D93096F1D51825F6854D,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.1036,-47.7572,,,Brazil,WHOS,Rio Parana
0-76-4-82065000,C4F9B4C890877EE9E527F04E34AF578EE0AD327A,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-25.2431,-48.7481,,,Brazil,WHOS,
0-76-4-61828500,6BF7C8027D34108D97EE7B6AEAF45E9B83CF9F08,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.4239,-47.325,,,Brazil,WHOS,Rio Parana
0-76-4-72870200,5222AB2BB2E07F4A134C9A0F66824B2259BC1D60,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-27.2975,-51.5522,,,Brazil,WHOS,Rio Uruguay
0-76-4-60854900,CD87F5DC341DB79259684EFB18D02E602D84C854,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-19.0531,-49.6775,,,Brazil,WHOS,Rio Parana
0-76-4-84580000,923E07D744A296562C31A7180B9693089D0D097F,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-28.4206,-49.1064,,,Brazil,WHOS,
0-76-0-3119609000000485,DBD796E8DECEAAF34CCD80FD231EAC0BC0A1CBF7,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.54666666,-43.26111111,,,Brazil,INMET,
0-76-4-74360010,08A7836C2247CE81E271B3599634202CC99E9E6B,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-28.1397,-54.5603,,,Brazil,WHOS,Rio Uruguay
0-76-4-61271000,098FAB93BD93017DC1C722106B5C6D283D6571F1,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-22.4458,-45.4242,,,Brazil,WHOS,Rio Parana
0-76-4-61112000,CA29AEDBE20CA3E23E18431B315711AD30D59E10,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-21.0208,-44.1483,,,Brazil,WHOS,Rio Parana
0-76-4-2348090,617CFDBFAF751879FF137408E1CFB5EB0C77AAA5,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-23.7122,-48.7042,,,Brazil,WHOS,Rio Parana
0-76-4-76560000,19C38402B0041D4A96452B2834DCA2308925519E,54DF3A7E4C8ED47459CDC1E3C81DED8A48797642,1.0,millimetre,WHOS,,,,,,,,,True,-29.5958,-55.4814,,,Brazil,WHOS,Rio Uruguay
