,STATION_ID,STATION_NAME,STATION_SHORTNAME,TOOLTIP,LATITUDE,LONGITUDE,ALTITUDE,COUNTRY,ORGANIZATION,SUBBASIN,ORIGINAL_STATION_ID
24,00FD2B00C1D68548EA04A1B2F8DD1F67F9B318C0,CORREIA PINTO - SAO PEDRO,CORREIAPINTO,CORREIA PINTO - SAO PEDRO,-27.580594,-50.358817,,Brazil,WHOS,Río Uruguay,0-76-4- 420455802A
25,00FE49F3F4D923224C9E0CD2DCE1B81518318DF2,UHE MONJOLINHO CRUZALTENSE,UHEMONJOLINH,UHE MONJOLINHO CRUZALTENSE,-27.6694,-52.5842,,Brazil,National Water Agency of Brazil,Río Uruguay,73445000
26,01145AD695CCD206277280D6276D732B4EACF8FB,MATO GROSSO (VILA BELA),MATOGROSSO(V,MATO GROSSO (VILA BELA),-15.03,-60.05,,Brazil,INMET,,0-76-0-5105507000W83352
27,0114FDDE4533514C70072EA786B07B6EA6A73AFE,COMENDADOR LEVY GASPARIAN - SAELEG,COMENDADORLE,COMENDADOR LEVY GASPARIAN - SAELEG,-22.0311111,-43.20694444,,Brazil,WHOS,,0-76-4- 330095102A
28,011A9BB242185B7C19F32018FA9C1047016629E4,CACADOR - DEFESA CIVIL,CACADOR-DEFE,CACADOR - DEFESA CIVIL,-26.77705,-51.00946,,Brazil,WHOS,Río Uruguay,0-76-4- 420300601A
29,0120CB3C2D16CF165B92A9992928B38148F6CA9F,PCH DERIVAÇÃO DO RIO JORDÃO RIO NEGRO,PCHDERIVAÇÃO,PCH DERIVAÇÃO DO RIO JORDÃO RIO NEGRO,-26.1097,-49.8011,,Brazil,National Water Agency of Brazil,Río Paraná,65100001
30,012612B6B1E20C89E89B4D832B9967A69E89F443,TUBARÃO,TUBARÃO,TUBARÃO,-28.47,-48.9917,,Brazil,National Water Agency of Brazil,,84580500
31,0131C7FDD56AC29559AC108D063670F7CDFD7630,SAO PAULO - SAO JOAO CLIMACO,SAOPAULO-SAO,SAO PAULO - SAO JOAO CLIMACO,-23.622,-46.583,,Brazil,WHOS,Río Paraná,0-76-4- 355030803A
32,014AB0A0798449C6ED5C0FEA1B82BB05C2D870CD,PCH VERDE 4A RIBEIRÃO SALGADO,PCHVERDE4ARI,PCH VERDE 4A RIBEIRÃO SALGADO,-19.7936,-53.4861,,Brazil,National Water Agency of Brazil,Río Paraná,63250850
33,014B8949A3E1FEDF00930EA055B4D7692A2EF9E1,UHE BATALHA MONTANTE 1,UHEBATALHAMO,UHE BATALHA MONTANTE 1,-16.7578,-47.2342,,Brazil,National Water Agency of Brazil,Río Paraná,60018800
34,014C9EA6CE9A05EF88D120CF4A7C162F687E1838,Compuerta Alternativa Norte AD,CompuertaAlt,Compuerta Alternativa Norte AD,-34.2419444444444,-62.1211111111111,,Argentina,Instituto Nacional del Agua (INA),,sat2:2212
35,0156B2319F736A916599B06D00D2CBF07153FE7A,PCH SANTANA MONTANTE 1,PCHSANTANAMO,PCH SANTANA MONTANTE 1,-22.1114,-47.9964,,Brazil,National Water Agency of Brazil,Río Paraná,62761000
36,017079D516EEA664FB662460B1467D0A51372F11,ECLUSA SÃO GONÇALO,ECLUSASÃOGON,ECLUSA SÃO GONÇALO,-31.8111,-52.3892,,Brazil,National Water Agency of Brazil,,88690050
37,0176E0540AD62D00551A64C6621C3CC6B990F213,SOROCABA - RETIRO SAO JOAO,SOROCABA-RET,SOROCABA - RETIRO SAO JOAO,-23.4553,-47.4428,,Brazil,WHOS,Río Paraná,0-76-4- 355220508A
38,0196D2B911ABF88BBE5A44F444CECE2168D63647,SAO PAULO - JARDIM ARICANDUVA,SAOPAULO-JAR,SAO PAULO - JARDIM ARICANDUVA,-23.564791,-46.513474,,Brazil,WHOS,Río Paraná,0-76-4-355030815A
39,019E9171EA1B6460ED3F7A95F32BE52591AEE6CC,JULIO DE CASTILHO,JULIODECASTI,JULIO DE CASTILHO,-29.23,-53.68,,Brazil,INMET,,0-76-0-4311205000W83935
40,01A5F313AE0EF8CC9B6713667C4BDA7324E10E73,BARBACENA - SENHORA DOS DORES,BARBACENA-SE,BARBACENA - SENHORA DOS DORES,-21.194,-43.644,,Brazil,WHOS,Río Paraná,0-76-4- 310560805A
41,01ACD06B13AD0FC9AA07A97F69289E7923948C58,UBERLANDIA,UBERLANDIA,UBERLANDIA,-18.917052,-48.255676,,Brazil,INMET,Río Paraná,0-76-0-3170206000W83527
42,01AD41D0966DEA76AC59F2C61CD77777C8AD9707,CGH CACHOEIRA DOS PRAZERES BARRAMENTO,CGHCACHOEIRA,CGH CACHOEIRA DOS PRAZERES BARRAMENTO,-20.4678,-43.4703,,Brazil,National Water Agency of Brazil,,56209080
43,01EBEC925C74A6BF7B2AF458FCFE11C3FBA30B75,CONCORDIA - SALETE,CONCORDIA-SA,CONCORDIA - SALETE,-27.2164,-52.0149,,Brazil,WHOS,Río Uruguay,0-76-4- 420430101A
44,01F910F8D1B0308AD576B334380E13B7DF4F25B6,PCH SÃO SEBASTIÃO BARRAMENTO,PCHSÃOSEBAST,PCH SÃO SEBASTIÃO BARRAMENTO,-27.3192,-49.0419,,Brazil,National Water Agency of Brazil,,84076000
45,0201D520C608FF906A732CC736E32DCD7D46FF81,CAPIVARI - JARDIM ELISA,CAPIVARI-JAR,CAPIVARI - JARDIM ELISA,-23.005,-47.513,,Brazil,WHOS,Río Paraná,0-76-4- 351040101A
46,02137775C072604A8CB6EB531E613E9BC2AB7790,CARAGUATATUBA - INDAIA,CARAGUATATUB,CARAGUATATUBA - INDAIA,-23.637,-45.426,,Brazil,WHOS,,0-76-4- 351050014A
47,0239DA6302F487C0EFD40BEA3DDE60E4D2319252,PCH MATA COBRA MONTANTE 1,PCHMATACOBRA,PCH MATA COBRA MONTANTE 1,-28.2653,-52.8969,,Brazil,National Water Agency of Brazil,Río Uruguay,74120750
48,0242CB7E2F0597B738BF0F394CEABBBAD7BACBB2,ESTRELA - POSTO DE SAUDE BOA UNIAO,ESTRELA-POST,ESTRELA - POSTO DE SAUDE BOA UNIAO,-29.4844,-51.9482,,Brazil,WHOS,,0-76-4- 430780701A
49,024CB013FC06B52BA235E92B75318DF8E9B8E751,APIAI - CENTRO,APIAI-CENTRO,APIAI - CENTRO,-24.507622,-48.848371,,Brazil,WHOS,,0-76-4- 350270501A
50,0264A3C29E1FE79681500264BA5170C828E2DAE7,PCH UNAÍ BAIXO CÓRREGO SANTA MARIA,PCHUNAÍBAIXO,PCH UNAÍ BAIXO CÓRREGO SANTA MARIA,-16.1783,-47.0028,,Brazil,National Water Agency of Brazil,,42480400
51,02674D9CA6E801F228A84649FD6F7CD6EAE3525B,VACARIA - CENTRO,VACARIA-CENT,VACARIA - CENTRO,-28.478,-50.965,,Brazil,WHOS,,0-76-4- 432250901A
52,026A12451A5B9BD6E54B125B70500B786E8C57ED,CGH AGUDO JUSANTE,CGHAGUDOJUSA,CGH AGUDO JUSANTE,-27.5278,-51.5228,,Brazil,National Water Agency of Brazil,Río Uruguay,72101100
53,0274DDFE569E25244095D2BEEB6ACE490D73E0BE,SAO PAULO - JARAGUA,SAOPAULO-JAR,SAO PAULO - JARAGUA,-23.47999999,-46.76194444,,Brazil,WHOS,Río Paraná,0-76-4- 355030851A
54,028C9C242E6EC5C6CBA6796A39CC408266FE5F35,GARIMPAGEM,GARIMPAGEM,GARIMPAGEM,-18.7136,-54.5672,,Brazil,National Water Agency of Brazil,Río Paraguay,66855000
55,028F26A72DD585EEE4BD9B003C39A6723AFCB1C9,PCH CARLOS GONZATTO BARRAMENTO,PCHCARLOSGON,PCH CARLOS GONZATTO BARRAMENTO,-27.6247,-53.8028,,Brazil,National Water Agency of Brazil,Río Uruguay,74464500
56,02984AA91EBC9DF43C7DEE87A64F8019628526D7,PORTO LUCENA,PORTOLUCENA,PORTO LUCENA,-27.8525,-55.0256,,Brazil,National Water Agency of Brazil,Río Uruguay,74800000
57,029DBE2448BAE9EF9237C4C769C217DA0996AD0D,PONTES E LACERDA - JARDIM MARILIA,PONTESELACER,PONTES E LACERDA - JARDIM MARILIA,-15.2243,-59.32018,,Brazil,WHOS,,0-76-4- 510675201A
58,02B1DC1D4E677523B62D178FD30C169147DEC3E4,PCH SÃO JOSÉ MONTANTE 1,PCHSÃOJOSÉMO,PCH SÃO JOSÉ MONTANTE 1,-21.9389,-46.8161,,Brazil,National Water Agency of Brazil,Río Paraná,61895020
59,02C67FD58B548C13E63A8CC7ED989262099CA6B0,BLUMENAU - GARCIA,BLUMENAU-GAR,BLUMENAU - GARCIA,-26.938,-49.057,,Brazil,WHOS,,0-76-4- 420240415A
60,02CAD82339DC404C01A3251987868DDDC6FF3AAD,REGISTRO - REGISTRO,REGISTRO-REG,REGISTRO - REGISTRO,-24.4945,-47.8468,,Brazil,WHOS,,0-76-4- 354260201A
61,02D6119F1F488D4A06DC88DE53AEA4DA0E5A6649,CAPINZAL - CENTRO,CAPINZAL-CEN,CAPINZAL - CENTRO,-27.343,-51.614,,Brazil,WHOS,Río Uruguay,0-76-4- 420390701A
62,02DEE6E7F46268C921F06B19A6AEA78B30666A2A,PCH INDAIÁ GRANDE MONTANTE 2,PCHINDAIÁGRA,PCH INDAIÁ GRANDE MONTANTE 2,-19.2067,-52.3378,,Brazil,National Water Agency of Brazil,Río Paraná,63001642
63,02E07E2F72A815E237B7896D79BC68193EF3A0A6,Recreo - Ruta Provincial nº 70,Recreo-RutaP,Recreo - Ruta Provincial nº 70,-31.4912222222222,-60.7805555555556,,Argentina,Instituto Nacional del Agua (INA),Río Paraná,alturas_bdhi:103
64,02F452A2F63ECE86E6273A59BAF892BE81961AC4,BELO HORIZONTE - VILA PINHO,BELOHORIZONT,BELO HORIZONTE - VILA PINHO,-19.999,-44.026,,Brazil,WHOS,,0-76-4- 310620017A
65,02F5060C0CB8C90C224DD4701673BC31A63037B3,SAO LEOPOLDO - VICENTINA,SAOLEOPOLDO-,SAO LEOPOLDO - VICENTINA,-29.773,-51.16,,Brazil,WHOS,,0-76-4- 431870503A
66,02FB5081C9C1E889C75958F9A0F7815310D7A471,Marmaraja,Marmaraja,Marmaraja,-34.26,-54.955,,Uruguay,Instituto Uruguayo de Meteorología (INUMET),,156
67,02FFE3EB705BD97665FB3BB6F86C08E00FC3457A,SANTA FÉ,SANTAFÉ,SANTA FÉ,-23.0336,-51.7531,,Brazil,National Water Agency of Brazil,Río Paraná,64546900
68,0321BF383D872DCCC4E2CF43D56159CA6E48B91B,Arenales - El Encon,Arenales-ElE,Arenales - El Encon,-24.8423055555556,-65.59325,,Argentina,Instituto Nacional del Agua (INA),Río Paraná,alturas_bdhi:1974
69,03221AE5839193A6B2928AB651054187DF0469FC,PRIMAVERA DO LESTE,PRIMAVERADOL,PRIMAVERA DO LESTE,-15.57999999,-54.3811111,,Brazil,INMET,Río Paraguay,0-76-0-5107040000000566
70,033640CBCE2F78B4CF46283B200B77DE989C5F77,CGH SALTO DA BARRA BARRAMENTO,CGHSALTODABA,CGH SALTO DA BARRA BARRAMENTO,-24.0644,-48.7269,,Brazil,National Water Agency of Brazil,Río Paraná,64105000
71,0353A26A6F6877C17812FD94FA5238A04CF6E76C,CAPAO DO LEAO - CENTRO,CAPAODOLEAO-,CAPAO DO LEAO - CENTRO,-31.7644166,-52.76451,,Brazil,WHOS,,0-76-4- 430466301A
72,035642B35C906CA0522E227228BF5639540BE019,RIO BRANCO DO SUL - CENTRO,RIOBRANCODOS,RIO BRANCO DO SUL - CENTRO,-25.193,-49.313,,Brazil,WHOS,,0-76-4- 412220602A
73,035E1B41CF4C2A8871DF710831528E9BC25EE541,XAVANTINA,XAVANTINA,XAVANTINA,-14.6725,-52.355,,Brazil,National Water Agency of Brazil,,26100000
74,03618ACA7F706F9A16F296E96875A757674FAEE1,PCH MORRO GRANDE JUSANTE 2,PCHMORROGRAN,PCH MORRO GRANDE JUSANTE 2,-28.5919,-51.3247,,Brazil,National Water Agency of Brazil,,86125130
75,037018C4CACDA192A8B92D7A4B7C8A2BFDD6A699,monje,monje,monje,-32.3675003051758,-60.9319458007812,,Argentina,Instituto Nacional del Agua (INA),Río Paraná,red_salado:863
76,03970510361BE1337F64038077563811F87A64BD,PCH SALTO FORQUETA JUSANTE,PCHSALTOFORQ,PCH SALTO FORQUETA JUSANTE,-29.0844,-52.2064,,Brazil,National Water Agency of Brazil,,86744000
77,039C42AF775D04BA68802A8A1A0BF46A637B482D,PRAIA GRANDE - JARDIM ALICE,PRAIAGRANDE-,PRAIA GRANDE - JARDIM ALICE,-24.082475,-46.604711,,Brazil,WHOS,,0-76-4-354100002G
78,03C374EB21A381FD55E11B5F55C508DDB027E3AA,Río Salado - RP 41,RíoSalado-RP,Río Salado - RP 41,-35.7263888888889,-58.5363888888889,,Argentina,Instituto Nacional del Agua (INA),Río de la Plata,sat2:2855
79,03CD9095D066BBD86AF31C114F8196D56593CA19,PCH BOA FÉ ALÇA,PCHBOAFÉALÇA,PCH BOA FÉ ALÇA,-28.7464,-51.8536,,Brazil,National Water Agency of Brazil,,86494000
80,03D89429E6C9568220DF9738EC5AA8EDF3FA95AB,SANTA TEREZINHA - UBS CENTRO,SANTATEREZIN,SANTA TEREZINHA - UBS CENTRO,-26.77489,-50.00846,,Brazil,WHOS,,0-76-4- 421567902A
81,03E6697031899AB6B4977D97C88BE4DEB9EF4FED,PARAIBUNA,PARAIBUNA,PARAIBUNA,-23.42,-45.65,,Brazil,INMET,,0-76-0-3535606000W83847
82,03E6F0480D3A4A7E54BD99733AF75D399EA581A3,SAO PAULO - LIMAO,SAOPAULO-LIM,SAO PAULO - LIMAO,-23.511,-46.667,,Brazil,WHOS,Río Paraná,0-76-4- 355030860A
83,03ED4E1B7E96221888C3AA57B4C49E4DFCF3F18D,ITUPORANGA,ITUPORANGA,ITUPORANGA,-27.41833332,-49.64694444,,Brazil,INMET,,0-76-0-4208500000000303
84,03F9352C2D13DEA4C00B56E9B6865B60708A70F6,Canal Liag - Quebrachal,CanalLiag-Qu,Canal Liag - Quebrachal,-25.3452777777778,-64.045,,Argentina,Instituto Nacional del Agua (INA),Río Paraná,sat2:2177
85,03F95766FEF3AB28E73BD074560AA3B28EB5E863,CAJATI - JACUPIRANGUINHA,CAJATI-JACUP,CAJATI - JACUPIRANGUINHA,-24.777,-48.2,,Brazil,WHOS,,0-76-4- 350925402A
86,0401460CB4BA5C63A2B7F51516789C1F82120C4B,UHE BARRA JUSANTE,UHEBARRAJUSA,UHE BARRA JUSANTE,-24.0283,-47.3567,,Brazil,National Water Agency of Brazil,,81496200
87,0409C41130DFEDF7991E6EE2D85DA44C50986127,PCH ALTO SUCURIÚ JUSANTE,PCHALTOSUCUR,PCH ALTO SUCURIÚ JUSANTE,-19.245,-52.8794,,Brazil,National Water Agency of Brazil,Río Paraná,63001230
88,04228B2269E6DC94956C9922BF613FB28462F28C,Santa Lucía,SantaLucía,Santa Lucía,-28.9911111111111,-59.0982222222222,,Argentina,Instituto Nacional del Agua (INA),Río Paraná,alturas_bdhi:107
89,042F7DF1FAA431D12FE3535129B2DDC9ABF885BA,CAMPINAS,CAMPINAS,CAMPINAS,-22.9,-47.08,,Brazil,INMET,Río Paraná,0-76-0-3509502000W83729
90,043265795C4E93F5D23FC3B6E9A2FDA23195C9FF,PCH ARVOREDO BARRAMENTO,PCHARVOREDOB,PCH ARVOREDO BARRAMENTO,-27.0586,-52.47,,Brazil,National Water Agency of Brazil,Río Uruguay,73334500
91,04579EC3A789FD04969F405E2F16C8E597CB04CD,LEOBERTO LEAL - PREFEITURA MUNICIPAL,LEOBERTOLEAL,LEOBERTO LEAL - PREFEITURA MUNICIPAL,-27.50424,-49.28839,,Brazil,WHOS,,0-76-4- 420980501A
92,048E01A8111918754632F1AE08CDB563BCA79838,PCH CAPÃO PRETO BARRAMENTO,PCHCAPÃOPRET,PCH CAPÃO PRETO BARRAMENTO,-21.8983,-47.7753,,Brazil,National Water Agency of Brazil,Río Paraná,61909050
93,0492FC90DE16CB5791B6B546CF318EE8111A9950,PCH APUCARANINHA RESERVATÓRIO FIU,PCHAPUCARANI,PCH APUCARANINHA RESERVATÓRIO FIU,-23.7489,-50.9406,,Brazil,National Water Agency of Brazil,Río Paraná,64497000
94,049D066C26D8A163F5AF40AA0B4CACD11AF7291F,CORUMBA,CORUMBA,CORUMBA,-19.00461,-57.672338,,Brazil,INMET,Río Paraguay,0-76-0-5003207000W83552
95,04A663A2001A0EA71C4A743D95845FC3FC19436D,CAMPO GRANDE - AEROPORTO,CAMPOGRANDE-,CAMPO GRANDE - AEROPORTO,-20.47,-54.67,,Brazil,WHOS,Río Paraná,0-76-1-5002704000W83612
96,04AE291961B3D5846125E959E478656262698148,SANTA LUZIA - CARREIRA COMPRIDA,SANTALUZIA-C,SANTA LUZIA - CARREIRA COMPRIDA,-19.75276,-43.88199,,Brazil,WHOS,,0-76-4- 315780703A
97,04C7B9766B6BAB62987DCA4FE3900718EAAC8D2F,ITABIRA - JOAO XXIII,ITABIRA-JOAO,ITABIRA - JOAO XXIII,-19.654,-43.233,,Brazil,WHOS,,0-76-4- 313170301A
98,04D2297E4452E6F77C99A430723853475D062535,PEDRO DE TOLEDO - CENTRO,PEDRODETOLED,PEDRO DE TOLEDO - CENTRO,-24.275,-47.232,,Brazil,WHOS,,0-76-4- 353720601A
99,04DDEC0DF72384AA7898F599F605043543111B28,PCH ADO POPINHAK JUSANTE,PCHADOPOPINH,PCH ADO POPINHAK JUSANTE,-27.4881,-50.5225,,Brazil,National Water Agency of Brazil,Río Uruguay,71386500
100,04F33DAD465F7BD2F923BF7289D01B6989870531,TRAVESSÃO,TRAVESSÃO,TRAVESSÃO,-15.5358,-50.7047,,Brazil,National Water Agency of Brazil,,25130000
101,04F39F139BB309DE3C628CBBF6FD57B9E6C1D37F,NOVA PALMA - CENTRO,NOVAPALMA-CE,NOVA PALMA - CENTRO,-29.47,-53.465,,Brazil,WHOS,,0-76-4- 431310201A
102,04FEA6901ABEFD0FB26A8FDAB319FD47C07000DB,RIO NEGRINHO - ALEGRE,RIONEGRINHO-,RIO NEGRINHO - ALEGRE,-26.261,-49.509,,Brazil,WHOS,Río Paraná,0-76-4- 421500002A
103,0504572A0F1A4AFCA35FC1D1D6FDC79309F246A5,SAO PAULO - MOOCA,SAOPAULO-MOO,SAO PAULO - MOOCA,-23.547,-46.596,,Brazil,WHOS,Río Paraná,0-76-4- 355030826A
104,05154265B9369E810D78EDFCACFA30CD3F9A21DB,IRATI,IRATI,IRATI,-25.502846,-50.637609,,Brazil,INMET,Río Paraná,0-76-0-4110706000W83836
105,051D876AF2659E74C5CBFCBED11C6F03AEC697A6,NITEROI,NITEROI,NITEROI,-22.9,-43.12,,Brazil,INMET,,0-76-0-3303302000W83803
106,051D902E4FFB3ED0C01A07C230EC34F3F029ADEC,PCH ARTURO ANDREOLI FLOR DA SERRA,PCHARTUROAND,PCH ARTURO ANDREOLI FLOR DA SERRA,-25.6822,-52.9844,,Brazil,National Water Agency of Brazil,Río Paraná,65962000
107,05248ED61D88590DF59A49229768C42C8F8D78BB,PCH BARRA ESCONDIDA JUSANTE,PCHBARRAESCO,PCH BARRA ESCONDIDA JUSANTE,-26.9044,-53.0303,,Brazil,National Water Agency of Brazil,Río Uruguay,73892000
108,052D7DF30728E97E810264D54345ADA0655E6571,UEL SANTA CECÍLIA SAÍDA TÚNEL,UELSANTACECÍ,UEL SANTA CECÍLIA SAÍDA TÚNEL,-22.5111,-43.8244,,Brazil,National Water Agency of Brazil,,58318001
109,0567A0C89BD477D251B695B16FC349E5FC1CDBB1,SAO JOSE - AREIAS,SAOJOSE-AREI,SAO JOSE - AREIAS,-27.559,-48.631,,Brazil,WHOS,,0-76-4- 421660203A
110,056E2B56202DD0CAB4B8EC0E86F4BFF279AF23AC,PCH CULUENE JUSANTE 2,PCHCULUENEJU,PCH CULUENE JUSANTE 2,-14.5744,-53.6967,,Brazil,National Water Agency of Brazil,,18409350
111,058C88B54E605494F3357CC703BE7FCAD897068F,BETIM - ANGOLA,BETIM-ANGOLA,BETIM - ANGOLA,-19.95077,-44.19897,,Brazil,WHOS,,0-76-4- 310670506A
112,059087AA00D9293FEA2F1CE4D5C7FE421608F8AD,SANTA LUZIA - PALMITAL,SANTALUZIA-P,SANTA LUZIA - PALMITAL,-19.76634,-43.93589,,Brazil,WHOS,,0-76-4- 315780704A
113,05A9D8776CFDA246435E0E2C7AF5ADB696688D56,BLUMENAU - NOVA ESPERANCA,BLUMENAU-NOV,BLUMENAU - NOVA ESPERANCA,-26.891,-49.055,,Brazil,WHOS,,0-76-4- 420240406A
114,05BD5C53B32050076AA6ACE50879E5CC1AAA28CB,CAMPOS DO JORDAO - MONTE CARLO,CAMPOSDOJORD,CAMPOS DO JORDAO - MONTE CARLO,-22.74833,-45.58384,,Brazil,WHOS,Río Paraná,0-76-4- 350970009A
115,05D539487C3C6E140C395FDAEDC3643834CC9780,SANTOS - SABESP - MORRO JOSE MENINO,SANTOS-SABES,SANTOS - SABESP - MORRO JOSE MENINO,-23.960236,-46.358779,,Brazil,WHOS,,0-76-4-354850009G
116,05E61E3108E433C248E82D42A110ACDCACB45341,SANTA MARIA,SANTAMARIA,SANTA MARIA,-29.7,-53.68,,Brazil,WHOS,,0-76-1-4316907000W83937
117,05EBB307AD1C5B7B1C9F7869724F21E342090237,TRES BARRAS - DEFESA CIVIL,TRESBARRAS-D,TRES BARRAS - DEFESA CIVIL,-26.13026,-50.30978,,Brazil,WHOS,Río Paraná,0-76-4- 421830101A
118,05EF2221660296180958B7F44930E9F3FC804B34,SAO LEOPOLDO - ARROIO DO MANTEIGA,SAOLEOPOLDO-,SAO LEOPOLDO - ARROIO DO MANTEIGA,-29.73,-51.179,,Brazil,WHOS,,0-76-4- 431870501A
119,05F59F8F9862A3FF860C1C86213A6B80501925B5,Paraná Miní,ParanáMiní,Paraná Miní,-34.185121,-58.501874,,Argentina,Instituto Nacional del Agua (INA),Río Paraná,ina_delta:1877
