STATION_ID,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE,THRESHOLD_LOW,THRESHOLD_YELLOW,THRESHOLD_RED,IMPORT,THRESHOLD_p05,THRESHOLD_p50,THRESHOLD_p95,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN
2221,2221,2,,m,INA,,,,True,,,,-35.9994444444444,-67.1852777777778,,Automatic,Argentina,INA,
2223,2223,2,,m,INA,,,,True,,,,-27.9402777777778,-63.4397222222222,,Automatic,Argentina,INA,Rio Parana
2225,2225,2,,m,INA,,,,True,,,,-45.5644444444444,-69.0672222222222,,Automatic,Argentina,INA,
2227,2227,2,,m,INA,,,,True,,,,-35.9622222222222,-57.8519444444444,,Automatic,Argentina,INA,Rio de la Plata
2228,2228,2,,m,INA,,,,True,,,,-49.3433333333333,-72.8608333333333,,Automatic,Argentina,INA,
2229,2229,2,,m,INA,,,,True,,,,-42.0997222222222,-71.17,,Automatic,Argentina,INA,
2355,2355,2,,m,INA,,,,True,,,,-44.9583333333333,-71.3419444444444,,Automatic,Argentina,INA,
2357,2357,2,,m,INA,,,,True,,,,-31.6302777777778,-60.6777777777778,,Automatic,Argentina,INA,Rio Parana
2593,2593,2,,m,INA,,,,True,,,,-25.1538888888889,-65.42,,Automatic,Argentina,INA,Rio Parana
2606,2606,2,,m,INA,,,,True,,,,-42.6513888888889,-70.4355555555556,,Automatic,Argentina,INA,
2607,2607,2,,m,INA,,,,True,,,,-35.2641666666667,-69.2497222222222,,Automatic,Argentina,INA,
2608,2608,2,,m,INA,,,,True,,,,-34.6686111111111,-69.3163888888889,,Automatic,Argentina,INA,
2610,2610,2,,m,INA,,,,True,,,,-42.4955555555556,-71.5411111111111,,Automatic,Argentina,INA,
2671,2671,2,,m,INA,,,,True,,,,-25.1608333333333,-64.1061111111111,,Automatic,Argentina,INA,Rio Parana
2672,2672,2,,m,INA,,,,True,,,,-25.1613888888889,-64.1061111111111,,Automatic,Argentina,INA,Rio Parana
2673,2673,2,,m,INA,,,,True,,,,-31.6611111111111,-60.6019444444444,,Automatic,Argentina,INA,Rio Parana
2731,2731,2,,m,INA,,,,True,,,,-28.4166666666667,-56.5422222222222,,Automatic,Argentina,INA,Rio Uruguay
2732,2732,2,,m,INA,,,,True,,,,-35.0986111111111,-68.8747222222222,,Automatic,Argentina,INA,
2762,2762,2,,m,INA,,,,True,,,,-42.1055555555556,-71.7247222222222,,Automatic,Argentina,INA,
2807,2807,2,,m,INA,,,,True,,,,-26.3741666666667,-63.7244444444444,,Automatic,Argentina,INA,Rio Parana
2808,2808,2,,m,INA,,,,True,,,,-35.5527777777778,-69.6825,,Automatic,Argentina,INA,
2809,2809,2,,m,INA,,,,True,,,,-34.7627777777778,-63.645,,Automatic,Argentina,INA,
2810,2810,2,,m,INA,,,,True,,,,-25.3441666666667,-64.0461111111111,,Automatic,Argentina,INA,Rio Parana
2812,2812,2,,m,INA,,,,True,,,,-49.3944444444444,-72.8694444444444,,Automatic,Argentina,INA,
2813,2813,2,,m,INA,,,,True,,,,-28.9166666666667,-57.2363888888889,,Automatic,Argentina,INA,Rio Uruguay
2814,2814,2,,m,INA,,,,True,,,,-25.3933333333333,-64.5922222222222,,Automatic,Argentina,INA,Rio Parana
2821,2821,2,,m,INA,,,,True,,,,-35.0880555555556,-60.1088888888889,,Automatic,Argentina,INA,Rio de la Plata
2822,2822,2,,m,INA,,,,True,,,,-22.65,-62.2163888888889,,Automatic,Argentina,INA,Rio Paraguay
2823,2823,2,,m,INA,,,,True,,,,-25.2677777777778,-65.2372222222222,,Automatic,Argentina,INA,Rio Parana
2824,2824,2,,m,INA,,,,True,,,,-35.3241666666667,-70.3111111111111,,Automatic,Argentina,INA,
2825,2825,2,,m,INA,,,,True,,,,-28.9877777777778,-59.0905555555556,,Automatic,Argentina,INA,Rio Parana
2826,2826,2,,m,INA,,,,True,,,,-22.7280555555556,-62.2133333333333,,Automatic,Argentina,INA,Rio Paraguay
2828,2828,2,,m,INA,,,,True,,,,-27.5413888888889,-59.1308333333333,,Automatic,Argentina,INA,Rio Parana
2829,2829,2,,m,INA,,,,True,,,,-30.5802777777778,-59.9233333333333,,Automatic,Argentina,INA,Rio Parana
2830,2830,2,,m,INA,,,,True,,,,-33.8830555555556,-58.9,,Automatic,Argentina,INA,Rio Parana
2831,2831,2,,m,INA,,,,True,,,,-45.3191666666667,-69.9477777777778,,Automatic,Argentina,INA,
2832,2832,2,,m,INA,,,,True,,,,-28.995,-58.5583333333333,,Automatic,Argentina,INA,Rio Parana
2833,2833,2,,m,INA,,,,True,,,,-31.4947222222222,-60.425,,Automatic,Argentina,INA,Rio Parana
2834,2834,2,,m,INA,,,,True,,,,-42.2083333333333,-71.4227777777778,,Automatic,Argentina,INA,
2835,2835,2,,m,INA,,,,True,,,,-32.4219444444444,-63.2447222222222,,Automatic,Argentina,INA,Rio Parana
2836,2836,2,,m,INA,,,,True,,,,-30.2172222222222,-59.3244444444444,,Automatic,Argentina,INA,Rio Parana
2837,2837,2,,m,INA,,,,True,,,,-32.3947222222222,-59.7638888888889,,Automatic,Argentina,INA,Rio Parana
2838,2838,2,,m,INA,,,,True,,,,-35.4594444444445,-59.5747222222222,,Automatic,Argentina,INA,Rio de la Plata
2842,2842,2,,m,INA,,,,True,,,,-47.5113888888889,-71.8719444444444,,Automatic,Argentina,INA,
2843,2843,2,,m,INA,,,,True,,,,-50.3997222222222,-72.7338888888889,,Automatic,Argentina,INA,
2844,2844,2,,m,INA,,,,True,,,,-47.3758333333333,-71.9680555555556,,Automatic,Argentina,INA,
2845,2845,2,,m,INA,,,,True,,,,-49.1238888888889,-72.4855555555555,,Automatic,Argentina,INA,
2853,2853,2,,m,INA,,,,True,,,,-33.1005555555556,-59.2702777777778,,Automatic,Argentina,INA,Rio Parana
2854,2854,2,,m,INA,,,,True,,,,-27.5105555555556,-58.5697222222222,,Automatic,Argentina,INA,Rio Parana
2855,2855,2,,m,INA,,,,True,,,,-35.7263888888889,-58.5363888888889,,Automatic,Argentina,INA,Rio de la Plata
5873,5873,2,,m,INA,,,,True,,,,-34.783421,-58.298648,,Automatic,Argentina,INA,Rio de la Plata
5874,5874,2,,m,INA,,,,True,,,,-34.7650541,-58.3234008,,Automatic,Argentina,INA,Rio de la Plata
5876,5876,2,,m,INA,,,,True,,,,-34.05977,-58.835841,,Automatic,Argentina,INA,Rio Parana
5893,5893,2,,m,INA,2.6,5.0,5.25,True,,,,-32.9513888888889,-60.6255555555556,,Automatic,Argentina,INA,Rio Parana
5894,5894,2,,m,INA,2.6,4.6,5.9,True,,,,-32.6316666666667,-60.1652777777778,,Automatic,Argentina,INA,Rio Parana
5900,5900,2,,m,INA,2.4,5.3,5.5,True,,,,-32.057777777778,-60.645,,Automatic,Argentina,INA,Rio Parana
5901,5901,2,,m,INA,2.3,4.7,5.0,True,,,,-31.72,-60.5175,,Automatic,Argentina,INA,Rio Parana
5905,5905,2,,m,INA,1.9,4.0,4.5,True,,,,-33.2272222222222,-60.32,,Automatic,Argentina,INA,Rio Parana
5907,5907,2,,m,INA,0.3,2.0,2.2,True,,,,-34.1019444444444,-59.0088888888889,,Automatic,Argentina,INA,Rio Parana
