,STATION_ID,STATION_NAME,STATION_SHORTNAME,TOOLTIP,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN
0,0-76-4-58730001,GUARANI,GUARANI,GUARANI,-21.3556,-43.0503,,,Brazil,WHOS,
1,0-76-4-86060010,CGH CAMBARA BARRAMENTO,CGHCAMBARABA,CGH CAMBARA BARRAMENTO,-28.9489,-50.0556,,,Brazil,WHOS,
2,0-76-4-73335000,PCH ARVOREDO JUSANTE,PCHARVOREDOJ,PCH ARVOREDO JUSANTE,-27.0708,-52.4636,,,Brazil,WHOS,Rio Uruguay
3,0-76-4-60436186,RIO DESCOBERTO,RIODESCOBERT,RIO DESCOBERTO,-15.9311,-48.2575,,,Brazil,WHOS,Rio Parana
4,0-76-4-41192900,PCH CODORNA BARRAMENTO,PCHCODORNABA,PCH CODORNA BARRAMENTO,-20.1656,-43.8928,,,Brazil,WHOS,
5,0-76-4-64119000,UHE JURUMIRIM BURI,UHEJURUMIRIM,UHE JURUMIRIM BURI,-23.7986,-48.5867,,,Brazil,WHOS,Rio Parana
6,2212,Compuerta Alternativa Norte AD,CompuertaAlt,Compuerta Alternativa Norte AD,-34.2419444444444,-62.1211111111111,,,Argentina,INA,
7,0-76-4-66005100,PCH ALTO PARAGUAI JUSANTE,PCHALTOPARAG,PCH ALTO PARAGUAI JUSANTE,-14.4772,-56.3922,,,Brazil,WHOS,Rio Paraguay
8,0-76-4-58489000,PCH JOASAL BARRAMENTO,PCHJOASALBAR,PCH JOASAL BARRAMENTO,-21.7964,-43.2972,,,Brazil,WHOS,
9,0-76-4-60436300,BAIXO RIO DESCOBERTO,BAIXORIODESC,BAIXO RIO DESCOBERTO,-16.0081,-48.2719,,,Brazil,WHOS,Rio Parana
10,0-76-4-60229000,CGH CACHOEIRA DOS MACACOS MONTANTE,CGHCACHOEIRA,CGH CACHOEIRA DOS MACACOS MONTANTE,-19.6553,-47.4497,,,Brazil,WHOS,Rio Parana
11,19087,ITIQUIRA I,ITIQUIRAI,ITIQUIRA I,-17.0833333,-54.8333333,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Paraguay
12,0-76-4-76660900,FUNDACAO MARONNA ALEGRETE,FUNDACAOMARO,FUNDACAO MARONNA ALEGRETE,-30.0681,-55.6594,,,Brazil,WHOS,Rio Uruguay
13,0-76-4-86445500,PCH JARARACA ALCA,PCHJARARACAA,PCH JARARACA ALCA,-28.9386,-51.4483,,,Brazil,WHOS,
14,0-76-4-61775000,PCH ESMERIL JUSANTE,PCHESMERILJU,PCH ESMERIL JUSANTE,-20.8414,-47.3139,,,Brazil,WHOS,Rio Parana
15,103,Recreo - Ruta Provincial nº 70,Recreo-RutaP,Recreo - Ruta Provincial nº 70,-31.4912222222222,-60.7805555555556,,,Argentina,INA,Rio Parana
16,0-76-4-73203000,PCH BARRINHA MONTANTE,PCHBARRINHAM,PCH BARRINHA MONTANTE,-26.6556,-52.9108,,,Brazil,WHOS,Rio Uruguay
17,0-76-4-2347192,UHE JURUMIRIM BREJAUVA,UHEJURUMIRIM,UHE JURUMIRIM BREJAUVA,-23.7856,-47.6356,,,Brazil,WHOS,Rio Parana
18,0-76-0-5107040000000566,PRIMAVERA DO LESTE,PRIMAVERADOL,PRIMAVERA DO LESTE,-15.57999999,-54.3811111,,,Brazil,INMET,Rio Paraguay
19,0-76-4-24748700,PCH MOSQUITAO JUSANTE,PCHMOSQUITAO,PCH MOSQUITAO JUSANTE,-16.3306,-51.46,,,Brazil,WHOS,
20,0-76-4-60491000,CACHOEIRINHA,CACHOEIRINHA,CACHOEIRINHA,-16.0356,-47.6853,,,Brazil,WHOS,Rio Parana
21,0-76-4-61740080,UHE IGARAPAVA BARRAMENTO,UHEIGARAPAVA,UHE IGARAPAVA BARRAMENTO,-19.9922,-47.7583,,,Brazil,WHOS,Rio Parana
22,0-76-4-58586000,PCH MONTE SERRAT MANOEL DUARTE,PCHMONTESERR,PCH MONTE SERRAT MANOEL DUARTE,-22.0847,-43.56,,,Brazil,WHOS,
23,2855,Río Salado - RP 41,RíoSalado-RP,Río Salado - RP 41,-35.7263888888889,-58.5363888888889,,,Argentina,INA,Rio de la Plata
24,0-76-4-65954200,PCH VILA GALUPO MONTANTE,PCHVILAGALUP,PCH VILA GALUPO MONTANTE,-26.0864,-52.9394,,,Brazil,WHOS,Rio Parana
25,0-76-0-4208500000000303,ITUPORANGA,ITUPORANGA,ITUPORANGA,-27.41833332,-49.64694444,,,Brazil,INMET,
26,2177,Canal Liag - Quebrachal,CanalLiag-Qu,Canal Liag - Quebrachal,-25.3452777777778,-64.045,,,Argentina,INA,Rio Parana
27,0-76-4-64441020,ETA - IRATI,ETA-IRATI,ETA - IRATI,-25.4642,-50.5331,,,Brazil,WHOS,Rio Parana
28,0-76-4-62472800,UHE ITUPARARANGA MONTANTE 2,UHEITUPARARA,UHE ITUPARARANGA MONTANTE 2,-23.7197,-47.1872,,,Brazil,WHOS,Rio Parana
29,0-76-4-58610500,PCH SANTA FE I JUSANTE,PCHSANTAFEIJ,PCH SANTA FE I JUSANTE,-22.0808,-43.1517,,,Brazil,WHOS,
30,0-76-4-61784500,PCH RETIRO JUSANTE,PCHRETIROJUS,PCH RETIRO JUSANTE,-20.4375,-47.8906,,,Brazil,WHOS,Rio Parana
31,0-76-1-5002704000W83612,CAMPO GRANDE - AEROPORTO,CAMPOGRANDE-,CAMPO GRANDE - AEROPORTO,-20.47,-54.67,,,Brazil,WHOS,Rio Parana
32,0-76-4-61834000,CLUBE DE REGATAS,CLUBEDEREGAT,CLUBE DE REGATAS,-21.1036,-47.7572,,,Brazil,WHOS,Rio Parana
33,0-76-4-61260000,BICAS,BICAS,BICAS,-22.5119,-45.3914,,,Brazil,WHOS,Rio Parana
34,0-76-4-64452190,PCH SAO JORGE JUSANTE,PCHSAOJORGEJ,PCH SAO JORGE JUSANTE,-25.0356,-50.1025,,,Brazil,WHOS,Rio Parana
35,0-76-4-85480010,PASSO DO ROCHA,PASSODOROCHA,PASSO DO ROCHA,-30.2319,-53.9856,,,Brazil,WHOS,
36,0-76-4-64098000,PCH CORREDEIRA DO CAPOTE MONTANTE,PCHCORREDEIR,PCH CORREDEIRA DO CAPOTE MONTANTE,-24.2133,-48.7061,,,Brazil,WHOS,Rio Parana
37,0-76-0-4110706000W83836,IRATI,IRATI,IRATI,-25.50277777,-50.63749999,,,Brazil,INMET,Rio Parana
38,0-76-4-85382000,UHE DONA FRANCISCA ARROIO CARIJINHO,UHEDONAFRANC,UHE DONA FRANCISCA ARROIO CARIJINHO,-29.3853,-53.0483,,,Brazil,WHOS,
39,0-76-4-60478480,CAPTACAO DA SANEAGO,CAPTACAODASA,CAPTACAO DA SANEAGO,-16.0647,-47.9425,,,Brazil,WHOS,Rio Parana
40,0-76-4-62376000,UHE BARRA BONITA RASGAO PIRAPORA,UHEBARRABONI,UHE BARRA BONITA RASGAO PIRAPORA,-23.355,-47.0828,,,Brazil,WHOS,Rio Parana
41,0-76-4-56666000,UHE GUILMAN-AMORIM RIO DA PRATA,UHEGUILMAN-A,UHE GUILMAN-AMORIM RIO DA PRATA,-19.80277777,-43.00666666,,,Brazil,WHOS,
42,0-76-4-56777000,PCH DONA RITA POVOADO DOS GOMES,PCHDONARITAP,PCH DONA RITA POVOADO DOS GOMES,-19.4503,-43.2408,,,Brazil,WHOS,
43,0-76-4-66400390,PCH SAO LOURENCO JUSANTE,PCHSAOLOUREN,PCH SAO LOURENCO JUSANTE,-16.2189,-54.9431,,,Brazil,WHOS,Rio Paraguay
44,0-76-4-63905000,UHE ASSIS CHATEAUBRIAND BOTAS,UHEASSISCHAT,UHE ASSIS CHATEAUBRIAND BOTAS,-20.4364,-53.7547,,,Brazil,WHOS,Rio Parana
45,0-76-1-4316907000W83937,SANTA MARIA,SANTAMARIA,SANTA MARIA,-29.7,-53.68,,,Brazil,WHOS,
46,0-76-4-2751066,PARQUE DE EVENTOS PINHAL DA SERRA,PARQUEDEEVEN,PARQUE DE EVENTOS PINHAL DA SERRA,-27.8792,-51.1769,,,Brazil,WHOS,Rio Uruguay
47,0-76-4-60472235,PIPIRIPAU,PIPIRIPAU,PIPIRIPAU,-15.6144,-47.5456,,,Brazil,WHOS,Rio Parana
48,0-76-4-64370000,UHE CAPIVARA ANDIRA,UHECAPIVARAA,UHE CAPIVARA ANDIRA,-23.0858,-50.2853,,,Brazil,WHOS,Rio Parana
49,54,Olivos,Olivos,Olivos,-34.506666,-58.475863,,,Argentina,INA,Rio Parana
50,0-76-4-80360200,UHE HENRY BORDEN SUBTERRANEA,UHEHENRYBORD,UHE HENRY BORDEN SUBTERRANEA,-23.8786,-46.4478,,,Brazil,WHOS,
51,0-76-0-5003207000000126,CORUMBA,CORUMBA,CORUMBA,-18.99666666,-57.63749999,,,Brazil,INMET,Rio Paraguay
52,0-76-0-3139904000000151,MARIA DA FE,MARIADAFE,MARIA DA FE,-22.314567,-45.373049,,,Brazil,INMET,Rio Parana
53,0-76-4-60621900,CGH SANTA LUZIA MONTANTE,CGHSANTALUZI,CGH SANTA LUZIA MONTANTE,-18.5297,-49.2053,,,Brazil,WHOS,Rio Parana
54,0-76-4-74463000,PCH CARLOS GONZATTO VILA TURVO,PCHCARLOSGON,PCH CARLOS GONZATTO VILA TURVO,-27.7089,-53.775,,,Brazil,WHOS,Rio Uruguay
55,0-76-4-83030000,BARRAGEM OESTE,BARRAGEMOEST,BARRAGEM OESTE,-27.0972,-50.0386,,,Brazil,WHOS,
56,0-76-0-3138203000W83687,LAVRAS,LAVRAS,LAVRAS,-21.2261111,-44.97972221,,,Brazil,INMET,Rio Parana
57,5874,Arroyo San Francisco - Dr. Torre,ArroyoSanFra,Arroyo San Francisco - Dr. Torre,-34.7650541,-58.3234008,,,Argentina,INA,Rio de la Plata
58,94,Represa Capanema,RepresaCapan,Represa Capanema,-25.583779,-53.817043,,,BRASIL,INA,Rio Parana
59,0-76-4-62344000,PCH CASCATA DESEMBOQUE T5,PCHCASCATADE,PCH CASCATA DESEMBOQUE T5,-23.2647,-46.4808,,,Brazil,WHOS,Rio Parana
60,2168,Rio Guayquiraró en Pueblo Libe,RioGuayquira,Rio Guayquiraró en Pueblo Libe,-30.2211111111111,-59.385,,,Argentina,INA,Rio Parana
61,0-76-4-2244107,UEL VIGARIO PASSO TRES,UELVIGARIOPA,UEL VIGARIO PASSO TRES,-22.6925,-44.0069,,,Brazil,WHOS,
62,11,El Dorado,ElDorado,El Dorado,-26.3833333333333,-54.7,,,Argentina,INA,Rio Parana
63,0-76-4-61305000,SANTA RITA DO SAPUCAI,SANTARITADOS,SANTA RITA DO SAPUCAI,-22.2508,-45.7089,,,Brazil,WHOS,Rio Parana
64,0-76-4-24744000,PCH SANTO ANTONIO DO CAIAPO MONTANTE 1,PCHSANTOANTO,PCH SANTO ANTONIO DO CAIAPO MONTANTE 1,-16.555,-51.2928,,,Brazil,WHOS,
65,19038,PONTE NOVA,PONTENOVA,PONTE NOVA,-23.582,-45.972,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
66,0-76-4-26033700,PCH PRIMAVERA MONTANTE 1,PCHPRIMAVERA,PCH PRIMAVERA MONTANTE 1,-15.4072,-54.4322,,,Brazil,WHOS,
67,2832,Río Corriente - Paso Lucero,RíoCorriente,Río Corriente - Paso Lucero,-28.995,-58.5583333333333,,,Argentina,INA,Rio Parana
68,0-76-4-83040000,MIRIM DOCE,MIRIMDOCE,MIRIM DOCE,-27.2006,-50.0708,,,Brazil,WHOS,
69,0-76-4-73420080,UHE PASSO FUNDO BARRAMENTO,UHEPASSOFUND,UHE PASSO FUNDO BARRAMENTO,-27.5539,-52.7425,,,Brazil,WHOS,Rio Uruguay
70,0-76-4-74360010,PONTE COMANDAI GUARANI DAS MISSOES,PONTECOMANDA,PONTE COMANDAI GUARANI DAS MISSOES,-28.1397,-54.5603,,,Brazil,WHOS,Rio Uruguay
71,0-76-4-73448000,UHE MONJOLINHO RIO ERECHIM,UHEMONJOLINH,UHE MONJOLINHO RIO ERECHIM,-27.5703,-52.6781,,,Brazil,WHOS,Rio Uruguay
72,0-76-4-42450900,RIBEIRAO JARDIM DF-100,RIBEIRAOJARD,RIBEIRAO JARDIM DF-100,-15.9739,-47.3986,,,Brazil,WHOS,
73,0-76-4-64101000,PCH CORREDEIRA DO CAPOTE JUSANTE,PCHCORREDEIR,PCH CORREDEIRA DO CAPOTE JUSANTE,-24.1683,-48.7142,,,Brazil,WHOS,Rio Parana
74,0-76-4-83441000,PCH SALTO RIO ITAJAI DO NORTE,PCHSALTORIOI,PCH SALTO RIO ITAJAI DO NORTE,-27.0536,-49.5164,,,Brazil,WHOS,
75,0-76-4-66029000,PCH RIO DO SAPO BARRAMENTO,PCHRIODOSAPO,PCH RIO DO SAPO BARRAMENTO,-14.6108,-57.7439,,,Brazil,WHOS,Rio Paraguay
76,1039,Pepirí Miní,PepiríMiní,Pepirí Miní,-27.153304,-53.933283,,,Argentina,INA,Rio Uruguay
77,0-76-4-61271000,ITAJUBA,ITAJUBA,ITAJUBA,-22.4458,-45.4242,,,Brazil,WHOS,Rio Parana
78,0-76-0-4308508000000281,FREDERICO WESTPHALEN,FREDERICOWES,FREDERICO WESTPHALEN,-27.39555555,-53.42944443,,,Brazil,INMET,Rio Uruguay
79,2132,Río Paraná - Goya,RíoParaná- G,Río Paraná - Goya,-29.165,-59.3283333333333,,,Argentina,INA,Rio Parana
80,0-76-4-65973501,UHE GOV. JOSE RICHA BARRAMENTO,UHEGOV.JOSER,UHE GOV. JOSE RICHA BARRAMENTO,-25.5419,-53.4844,,,Brazil,WHOS,Rio Parana
81,0-76-4-3154013,BENTO RENGO DOM PEDRITO,BENTORENGODO,BENTO RENGO DOM PEDRITO,-31.27,-54.5311,,,Brazil,WHOS,Rio Uruguay
82,0-76-4-2853053,FAZENDA ROOS SANTA BARBARA DO SUL,FAZENDAROOSS,FAZENDA ROOS SANTA BARBARA DO SUL,-28.1833,-53.2242,,,Brazil,WHOS,
83,0-76-4-58385000,UHE ILHA DOS POMBOS TRES RIOS,UHEILHADOSPO,UHE ILHA DOS POMBOS TRES RIOS,-22.1197,-43.2075,,,Brazil,WHOS,
84,0-76-0-5300108000W83377,BRASILIA,BRASILIA,BRASILIA,-15.78972221,-47.92583332,,,Brazil,INMET,Rio Parana
85,0-76-4-64863100,PCH SAO FRANCISCO MONTANTE 2,PCHSAOFRANCI,PCH SAO FRANCISCO MONTANTE 2,-24.7792,-53.7608,,,Brazil,WHOS,Rio Parana
86,0-76-4-85076000,PCH COTOVELO DO JACUI JUSANTE,PCHCOTOVELOD,PCH COTOVELO DO JACUI JUSANTE,-28.6728,-52.7311,,,Brazil,WHOS,
87,0-76-4-64310000,CGH RIO NOVO JUSANTE,CGHRIONOVOJU,CGH RIO NOVO JUSANTE,-22.9589,-48.9794,,,Brazil,WHOS,Rio Parana
88,0-76-4-58470800,PCH MARMELOS MONTANTE 2,PCHMARMELOSM,PCH MARMELOS MONTANTE 2,-21.7189,-43.3947,,,Brazil,WHOS,
89,0-76-4-58105300,UHE SANTA BRANCA GUARAREMA,UHESANTABRAN,UHE SANTA BRANCA GUARAREMA,-23.4153,-46.0244,,,Brazil,WHOS,
90,19069,MACHADINHO,MACHADINHO,MACHADINHO,-27.5236111,-51.7847222,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Uruguay
91,0-76-4-84520002,PCH SANTA ROSA MONTANTE,PCHSANTAROSA,PCH SANTA ROSA MONTANTE,-28.0017,-49.1139,,,Brazil,WHOS,
92,0-76-4-61534000,PCH BOA VISTA II RIO PALMELA,PCHBOAVISTAI,PCH BOA VISTA II RIO PALMELA,-21.6414,-45.4,,,Brazil,WHOS,Rio Parana
93,0-76-4-81107000,FOZ DO SAO SEBASTIAO,FOZDOSAOSEBA,FOZ DO SAO SEBASTIAO,-24.9028,-49.4417,,,Brazil,WHOS,
94,0-76-4-64633050,PCH ITAGUACU JUSANTE,PCHITAGUACUJ,PCH ITAGUACU JUSANTE,-24.6894,-51.5181,,,Brazil,WHOS,Rio Parana
95,0-76-4-87350000,ALTO ROLANTE,ALTOROLANTE,ALTO ROLANTE,-29.645,-50.5106,,,Brazil,WHOS,
96,0-76-0-3136702000W83692,JUIZ DE FORA,JUIZDEFORA,JUIZ DE FORA,-21.76999999,-43.36444444,,,Brazil,INMET,
97,19058,ITAIPU,ITAIPU,ITAIPU,-25.4269444,-54.5930556,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
98,2357,Sistema Setúbal - Santa Fe - L,SistemaSetúb,Sistema Setúbal - Santa Fe - L,-31.6302777777778,-60.6777777777778,,,Argentina,INA,Rio Parana
99,0-76-4-87920500,PASSO DO CANDOMBE,PASSODOCANDO,PASSO DO CANDOMBE,-31.29,-52.1175,,,Brazil,WHOS,
100,19100,SANTANA,SANTANA,SANTANA,-22.533,-43.817,,,Brazil,SAR - Agência Nacional de Águas (ANA),
101,0-76-4-44350000,BOM JARDIM,BOMJARDIM,BOM JARDIM,-16.1086,-43.8561,,,Brazil,WHOS,
102,0-76-4-58350001,UEL VIGARIO FAZENDA NOVA ESPERANCA,UELVIGARIOFA,UEL VIGARIO FAZENDA NOVA ESPERANCA,-22.6625,-43.9567,,,Brazil,WHOS,
103,74,Monte Caseros,MonteCaseros,Monte Caseros,-30.25,-57.6333333333333,,,Argentina,INA,Rio Uruguay
104,0-76-4-87376000,FOZ DO PARANHANA,FOZDOPARANHA,FOZ DO PARANHANA,-29.6858,-50.8122,,,Brazil,WHOS,
105,19040,B. BONITA,B.BONITA,B. BONITA,-22.52,-48.5413889,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
106,0-76-4-2650035,UHE ITA CACADOR PLU,UHEITACACADO,UHE ITA CACADOR PLU,-26.8192,-50.9856,,,Brazil,WHOS,Rio Uruguay
107,0-76-4-2250098,UHE CANOAS I PLATINA,UHECANOASIPL,UHE CANOAS I PLATINA,-22.6081,-50.1808,,,Brazil,WHOS,Rio Parana
108,0-76-4-87228450,CORSAN CIDREIRA,CORSANCIDREI,CORSAN CIDREIRA,-30.1569,-50.2353,,,Brazil,WHOS,
109,0-76-0-5211909000000190,JATAI,JATAI,JATAI,-17.923622,-51.717467,,,Brazil,INMET,Rio Parana
110,0-76-1-5101803000W83359,BARRA DO GARCAS,BARRADOGARCA,BARRA DO GARCAS,-15.85,-52.38,,,Brazil,WHOS,
111,0-76-4-61815900,PCH JOAO BAPTISTA DE LIMA FIGUEIREDO JS,PCHJOAOBAPTI,PCH JOAO BAPTISTA DE LIMA FIGUEIREDO JS,-21.5811,-46.7469,,,Brazil,WHOS,Rio Parana
112,0-76-4-41180500,PCH RIO DE PEDRAS RIO ITABIRITO,PCHRIODEPEDR,PCH RIO DE PEDRAS RIO ITABIRITO,-20.2242,-43.8039,,,Brazil,WHOS,
113,0-76-0-4108502000000356,GENERAL CARNEIRO,GENERALCARNE,GENERAL CARNEIRO,-26.3986111,-51.35361111,,,Brazil,INMET,Rio Parana
114,0-76-4-61760080,UHE VOLTA GRANDE BARRAMENTO,UHEVOLTAGRAN,UHE VOLTA GRANDE BARRAMENTO,-20.0344,-48.2222,,,Brazil,WHOS,Rio Parana
115,1041,Sequeira,Sequeira,Sequeira,-31.004877,-56.879045,,,Uruguay,INA,Rio Uruguay
116,0-76-0-3535606000000262,SAO LUIZ DO PARAITINGA,SAOLUIZDOPAR,SAO LUIZ DO PARAITINGA,-23.22833332,-45.41694443,,,Brazil,INMET,
117,0-76-4-60884000,UHE BARRA DOS COQ. FOZ RIBEIRAO PARAISO,UHEBARRADOSC,UHE BARRA DOS COQ. FOZ RIBEIRAO PARAISO,-17.8197,-51.8233,,,Brazil,WHOS,Rio Parana
118,0-76-0-4302808000000079,CACAPAVA DO SUL,CACAPAVADOSU,CACAPAVA DO SUL,-30.54527777,-53.46694443,,,Brazil,INMET,
119,0-76-4-61710000,CGH SANTANA JUSANTE,CGHSANTANAJU,CGH SANTANA JUSANTE,-20.8097,-46.8067,,,Brazil,WHOS,Rio Parana
120,0-76-2-4312500000W83970,MOSTARDAS,MOSTARDAS,MOSTARDAS,-31.248889,-50.908056,,,Brazil,WHOS,
121,0-76-4-42450300,RIBEIRAO JACARE,RIBEIRAOJACA,RIBEIRAO JACARE,-15.6406,-47.3567,,,Brazil,WHOS,
122,0-76-4-2952065,"FAZ, SAO JOSE LINHA CARVALHO","FAZ,SAOJOSEL","FAZ, SAO JOSE LINHA CARVALHO",-29.3822,-52.7158,,,Brazil,WHOS,
123,0-76-1-3509502000W83721,CAMPINAS,CAMPINAS,CAMPINAS,-23.0,-47.13,,,Brazil,WHOS,Rio Parana
124,0-76-4-61899000,PCH EMAS NOVA JUSANTE,PCHEMASNOVAJ,PCH EMAS NOVA JUSANTE,-21.9108,-47.3989,,,Brazil,WHOS,Rio Parana
125,0-76-0-3105103000000534,BAMBUI,BAMBUI,BAMBUI,-20.0311111,-46.00888888,,,Brazil,INMET,
126,0-76-0-3134202000000076,ITUIUTABA,ITUIUTABA,ITUIUTABA,-18.95277777,-49.52499999,,,Brazil,INMET,Rio Parana
127,0-76-4-56212000,CGH FUNIL JUSANTE,CGHFUNILJUSA,CGH FUNIL JUSANTE,-20.4764,-43.4467,,,Brazil,WHOS,
128,0-76-4-84034500,PCH SAO SEBASTIAO BARRAMENTO,PCHSAOSEBAST,PCH SAO SEBASTIAO BARRAMENTO,-27.3997,-49.0325,,,Brazil,WHOS,
129,0-76-4-75344000,UHE PASSO SAO JOAO JUSANTE,UHEPASSOSAOJ,UHE PASSO SAO JOAO JUSANTE,-28.1239,-55.0533,,,Brazil,WHOS,Rio Uruguay
130,0-76-4-76431000,PCH FURNAS DO SEGREDO JUSANTE,PCHFURNASDOS,PCH FURNAS DO SEGREDO JUSANTE,-29.3803,-54.5103,,,Brazil,WHOS,Rio Uruguay
131,0-76-0-3104502000W83384,ARINOS,ARINOS,ARINOS,-15.91527777,-46.10722222,,,Brazil,INMET,
132,0-76-4-60961050,PCH RETIRO VELHO JUSANTE,PCHRETIROVEL,PCH RETIRO VELHO JUSANTE,-18.8297,-52.1717,,,Brazil,WHOS,Rio Parana
133,0-76-0-3555000000000546,TUPA,TUPA,TUPA,-21.927251,-50.490251,,,Brazil,INMET,Rio Parana
134,1025,Cerro Amarillo,CerroAmarill,Cerro Amarillo,-30.62427,-56.657495,,,Uruguay,INA,Rio Uruguay
135,0-76-0-4125605000000472,SAO MATEUS DO SUL,SAOMATEUSDOS,SAO MATEUS DO SUL,-25.83555555,-50.36888888,,,Brazil,INMET,Rio Parana
136,0-76-4-86403000,PCH JARDIM JUSANTE 1,PCHJARDIMJUS,PCH JARDIM JUSANTE 1,-28.5692,-51.4064,,,Brazil,WHOS,
137,0-76-4-73310000,PCH PLANO ALTO MONTANTE 1,PCHPLANOALTO,PCH PLANO ALTO MONTANTE 1,-26.9408,-52.2611,,,Brazil,WHOS,Rio Uruguay
138,0-76-4-85500010,PCH COLORADO ARROIO BONITO,PCHCOLORADOA,PCH COLORADO ARROIO BONITO,-28.5272,-52.8878,,,Brazil,WHOS,
139,0-76-4-64230500,SENGES,SENGES,SENGES,-24.1,-49.4667,,,Brazil,WHOS,Rio Parana
140,0-76-4-43429998,ARINOS - MONTANTE,ARINOS-MONTA,ARINOS - MONTANTE,-15.9178,-46.1192,,,Brazil,WHOS,
141,0-76-0-5002902000000308,CASSILANDIA,CASSILANDIA,CASSILANDIA,-19.12249999,-51.72083332,,,Brazil,INMET,Rio Parana
142,0-76-4-61997000,UHE AGUA VERMELHA VILA ALVES,UHEAGUAVERME,UHE AGUA VERMELHA VILA ALVES,-20.1772,-50.0275,,,Brazil,WHOS,Rio Parana
143,0-76-0-5201702000000229,ARAGARCAS,ARAGARCAS,ARAGARCAS,-15.90277777,-52.24527777,,,Brazil,INMET,
144,0-76-4-84559800,BRACO DO NORTE-MONTANTE,BRACODONORTE,BRACO DO NORTE-MONTANTE,-28.2389,-49.1631,,,Brazil,WHOS,
145,0-76-4-2950108,"FAZENDA TAIPAS - S,F, DE PAULA",FAZENDATAIPA,"FAZENDA TAIPAS - S,F, DE PAULA",-29.4686,-50.4519,,,Brazil,WHOS,
146,0-76-0-4318309000000226,SAO GABRIEL,SAOGABRIEL,SAO GABRIEL,-30.341438,-54.310909,,,Brazil,INMET,
147,0-76-4-65831900,PCH COVO MONTANTE,PCHCOVOMONTA,PCH COVO MONTANTE,-25.9797,-52.1614,,,Brazil,WHOS,Rio Parana
148,0-76-0-4300406000000113,ALEGRETE,ALEGRETE,ALEGRETE,-29.70916666,-55.52555554,,,Brazil,INMET,Rio Uruguay
149,0-76-4-58300000,UHE FUNIL JUSANTE 2,UHEFUNILJUSA,UHE FUNIL JUSANTE 2,-22.5375,-44.1758,,,Brazil,WHOS,
150,0-76-4-66052900,PCH PAMPEANA JUSANTE,PCHPAMPEANAJ,PCH PAMPEANA JUSANTE,-14.8261,-57.9031,,,Brazil,WHOS,Rio Paraguay
151,0-76-4-62743000,UHE BARIRI RIO JAU,UHEBARIRIRIO,UHE BARIRI RIO JAU,-22.205,-48.6525,,,Brazil,WHOS,Rio Parana
152,0-76-0-4113502000W83041,LOANDA,LOANDA,LOANDA,-22.95,-53.12,,,Brazil,INMET,Rio Parana
153,0-76-4-64675002,PORTO BANANEIRA,PORTOBANANEI,PORTO BANANEIRA,-23.6747,-52.1172,,,Brazil,WHOS,Rio Parana
154,0-76-4-85350000,PCH ENGENHEIRO HENRIQUE KOTZIAN JUSANTE,PCHENGENHEIR,PCH ENGENHEIRO HENRIQUE KOTZIAN JUSANTE,-29.1289,-53.3178,,,Brazil,WHOS,
155,0-76-0-5008305000000011,TRES LAGOAS,TRESLAGOAS,TRES LAGOAS,-20.78333333,-51.71222222,,,Brazil,INMET,Rio Parana
156,0-76-4-56149000,PCH FURQUIM JUSANTE,PCHFURQUIMJU,PCH FURQUIM JUSANTE,-20.3586,-43.2067,,,Brazil,WHOS,
157,0-76-4-60018820,FAZENDA FLAMBOIANDIA,FAZENDAFLAMB,FAZENDA FLAMBOIANDIA,-16.8367,-47.2042,,,Brazil,WHOS,Rio Parana
158,0-76-4-85310000,PCH ERNESTO JORGE DREHER MONTANTE 1,PCHERNESTOJO,PCH ERNESTO JORGE DREHER MONTANTE 1,-29.1194,-53.4058,,,Brazil,WHOS,
159,0-76-4-56795000,PCH JACARE MONTANTE 3,PCHJACAREMON,PCH JACARE MONTANTE 3,-18.6331,-43.2078,,,Brazil,WHOS,
160,0-76-4-74761000,CERRO ALTO TUPARENDI,CERROALTOTUP,CERRO ALTO TUPARENDI,-27.7661,-54.6236,,,Brazil,WHOS,Rio Uruguay
161,19053,CANOAS II,CANOASII,CANOAS II,-22.9361111,-50.2497222,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
162,0-76-0-3552205000W83851,SOROCABA,SOROCABA,SOROCABA,-23.47999999,-47.42666666,,,Brazil,INMET,Rio Parana
163,0-76-0-3522406000000090,ITAPEVA,ITAPEVA,ITAPEVA,-23.98194443,-48.88583333,,,Brazil,INMET,Rio Parana
164,0-76-4-60931000,UHE ESPORA PONTE JACUBA,UHEESPORAPON,UHE ESPORA PONTE JACUBA,-18.3658,-52.4758,,,Brazil,WHOS,Rio Parana
165,0-76-4-73552000,PCH CONTESTADO PONTE BR - 153,PCHCONTESTAD,PCH CONTESTADO PONTE BR - 153,-26.6822,-51.5617,,,Brazil,WHOS,Rio Uruguay
166,0-76-0-4315008000W83892,PORTO LUCENA,PORTOLUCENA,PORTO LUCENA,-27.85,-55.02,,,Brazil,INMET,Rio Uruguay
