,STATION_ID,STATION_NAME,STATION_SHORTNAME,TOOLTIP,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN
529,0-76-0-3148103000000097,PATROCINIO,PATROCINIO,PATROCINIO,-18.996684,-46.985935,,,Brazil,INMET,Rio Parana
530,19018,NOVA PONTE,NOVAPONTE,NOVA PONTE,-19.1333333,-47.7,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
531,19006,L. C. BARRETO,L.C.BARRETO,L. C. BARRETO,-20.1505556,-47.2794444,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
532,0-76-4-65004995,PONTE PR-415,PONTEPR-415,PONTE PR-415,-25.4506,-49.1211,,,Brazil,WHOS,Rio Parana
533,0-76-4-83130000,CHAPADAO DO LAGEADO,CHAPADAODOLA,CHAPADAO DO LAGEADO,-27.6,-49.5061,,,Brazil,WHOS,
534,0-76-4-60045000,CGH SAO BENTO MONTANTE,CGHSAOBENTOM,CGH SAO BENTO MONTANTE,-17.7731,-47.5361,,,Brazil,WHOS,Rio Parana
535,2129,Río Arrecifes - Arrecifes 	,RíoArrecifes,Río Arrecifes - Arrecifes 	,-34.0866666666667,-60.0072222222222,,,Argentina,INA,Rio Parana
536,0-76-4-60018200,FAZENDA IPE,FAZENDAIPE,FAZENDA IPE,-16.2086,-47.5681,,,Brazil,WHOS,Rio Parana
537,1045,Puntas de Valentín,PuntasdeVale,Puntas de Valentín,-31.493837,-57.120524,,,Uruguay,INA,Rio Uruguay
538,0-76-4-65824991,UHE SANTA CLARA BARRAMENTO,UHESANTACLAR,UHE SANTA CLARA BARRAMENTO,-25.6558,-51.9522,,,Brazil,WHOS,Rio Parana
539,0-76-4-60791800,PCH VERDE 8 BARRAMENTO,PCHVERDE8BAR,PCH VERDE 8 BARRAMENTO,-17.6539,-50.4767,,,Brazil,WHOS,Rio Parana
540,19061,SANTA CLARA-PR,SANTACLARA-P,SANTA CLARA-PR,-25.6477778,-51.9536111,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
541,0-76-4-2954044,"FAZENDA SANTA TEREZA S,F, DE ASSIS",FAZENDASANTA,"FAZENDA SANTA TEREZA S,F, DE ASSIS",-29.3278,-54.9475,,,Brazil,WHOS,Rio Uruguay
542,0-76-4-66201200,PCH SENADOR JONAS PINHEIRO JUSANTE,PCHSENADORJO,PCH SENADOR JONAS PINHEIRO JUSANTE,-16.1111,-55.3758,,,Brazil,WHOS,Rio Paraguay
543,0-76-4-60783000,PCH VERDE 8 MONTANTE 2,PCHVERDE8MON,PCH VERDE 8 MONTANTE 2,-17.3661,-50.6419,,,Brazil,WHOS,Rio Parana
544,0-76-4-76500040,JACAQUA,JACAQUA,JACAQUA,-29.6869,-55.1964,,,Brazil,WHOS,Rio Uruguay
545,0-76-4-64231000,COLONIA BARRO PRETO,COLONIABARRO,COLONIA BARRO PRETO,-24.0328,-49.4614,,,Brazil,WHOS,Rio Parana
546,0-76-4-81429500,UHE FRANCA LARANJEIRAS,UHEFRANCALAR,UHE FRANCA LARANJEIRAS,-23.8864,-47.1369,,,Brazil,WHOS,
547,0-76-4-63001125,PCH PARAISO I BARRAMENTO,PCHPARAISOIB,PCH PARAISO I BARRAMENTO,-19.0406,-53.0019,,,Brazil,WHOS,Rio Parana
548,29004,PAIVA CASTRO,PAIVACASTRO,PAIVA CASTRO,-23.32999444,-46.67953333,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
549,0-76-1-3143302000W83436,MONTES CLAROS,MONTESCLAROS,MONTES CLAROS,-16.71,-43.82,,,Brazil,WHOS,
550,2854,Riachuelo - RP 5,Riachuelo-RP,Riachuelo - RP 5,-27.5105555555556,-58.5697222222222,,,Argentina,INA,Rio Parana
551,0-76-1-3511003000W83617,URUBUPUNGA,URUBUPUNGA,URUBUPUNGA,-20.77,-51.55,,,Brazil,WHOS,Rio Parana
552,0-76-4-3055019,"CERRO DO COMBATE S, LIVRAMENTO",CERRODOCOMBA,"CERRO DO COMBATE S, LIVRAMENTO",-30.5469,-55.3197,,,Brazil,WHOS,Rio Uruguay
553,0-76-4-66071363,PCH ANTONIO BRENNAND JUSANTE,PCHANTONIOBR,PCH ANTONIO BRENNAND JUSANTE,-15.0528,-58.7508,,,Brazil,WHOS,Rio Paraguay
554,0-76-4-56208000,CGH SALTO JUSANTE,CGHSALTOJUSA,CGH SALTO JUSANTE,-20.4942,-43.4489,,,Brazil,WHOS,
555,1054,Paso Farías ,PasoFarías,Paso Farías ,-30.476397,-57.124992,,,Uruguay,INA,Rio Uruguay
556,19044,N. AVANHANDAVA,N.AVANHANDAV,N. AVANHANDAVA,-21.1183333,-50.2005556,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
557,19043,PROMISSÃO,PROMISSÃO,PROMISSÃO,-21.2977778,-49.7888889,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
558,0-76-0-4304408000000415,CANELA,CANELA,CANELA,-29.36888888,-50.82722221,,,Brazil,INMET,
559,0-76-0-3106200000W83587,BELO HORIZONTE,BELOHORIZONT,BELO HORIZONTE,-19.93444444,-43.95222222,,,Brazil,INMET,
560,0-76-4-20050050,UHE SERRA DA MESA RIO MARANHAO,UHESERRADAME,UHE SERRA DA MESA RIO MARANHAO,-14.9794,-48.6669,,,Brazil,WHOS,
561,0-76-4-75331000,UHE PASSO SAO JOAO JAMES,UHEPASSOSAOJ,UHE PASSO SAO JOAO JAMES,-28.2069,-54.8697,,,Brazil,WHOS,Rio Uruguay
562,0-76-4-60381001,PCH MARTINS FAZENDA LETREIRO,PCHMARTINSFA,PCH MARTINS FAZENDA LETREIRO,-18.9892,-48.1903,,,Brazil,WHOS,Rio Parana
563,0-76-4-84853000,FOZ DO MANUEL ALVES,FOZDOMANUELA,FOZ DO MANUEL ALVES,-28.8536,-49.5897,,,Brazil,WHOS,
564,0-76-4-3054029,AZEVEDO SODRE SAO GABRIEL,AZEVEDOSODRE,AZEVEDO SODRE SAO GABRIEL,-30.0972,-54.6439,,,Brazil,WHOS,Rio Uruguay
565,0-76-4-40712500,BONFIM,BONFIM,BONFIM,-20.3744,-44.1858,,,Brazil,WHOS,
566,19157,SAO DOMINGOS,SAODOMINGOS,SAO DOMINGOS,-20.0836111111111,-53.1747222222222,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
567,0-76-4-24743000,PCH SANTO ANTONIO DO CAIAPO MONTANTE 2,PCHSANTOANTO,PCH SANTO ANTONIO DO CAIAPO MONTANTE 2,-16.6847,-51.2325,,,Brazil,WHOS,
568,0-76-4-60634940,MONTANTE CAPTACAO INHUMAS,MONTANTECAPT,MONTANTE CAPTACAO INHUMAS,-16.3503,-49.4992,,,Brazil,WHOS,Rio Parana
569,1040,Colonia Lavalleja,ColoniaLaval,Colonia Lavalleja,-31.09242,-57.021887,,,Uruguay,INA,Rio Uruguay
570,0-76-4-60910100,UHE SALTO MONTANTE 2,UHESALTOMONT,UHE SALTO MONTANTE 2,-18.3753,-52.015,,,Brazil,WHOS,Rio Parana
571,0-76-1-4301602000W83981,BAGE- AEROPORTO,BAGE-AEROPOR,BAGE- AEROPORTO,-31.39,-54.1,,,Brazil,WHOS,Rio Uruguay
572,5876,Carabelas,Carabelas,Carabelas,-34.05977,-58.835841,,,Argentina,INA,Rio Parana
573,0-76-4-73582000,PCH RONDINHA BARRAMENTO,PCHRONDINHAB,PCH RONDINHA BARRAMENTO,-26.6808,-52.0442,,,Brazil,WHOS,Rio Uruguay
574,0-76-0-3170107000000549,UBERABA,UBERABA,UBERABA,-19.71,-47.96194444,,,Brazil,INMET,Rio Parana
575,2188,Rio Bermejo-El Colorado,RioBermejo-E,Rio Bermejo-El Colorado,-26.3341666666667,-59.3625,,,Argentina,INA,Rio Paraguay
576,0-76-2-4305439000W83998,CHUI,CHUI,CHUI,-33.742778,-53.374722,,,Brazil,WHOS,
577,0-76-0-5100201000000157,AGUA BOA,AGUABOA,AGUA BOA,-14.01638888,-52.21166666,,,Brazil,INMET,
578,0-76-1-3304557000W83746,GALEAO - AEROPORTO,GALEAO-AEROP,GALEAO - AEROPORTO,-22.8,-43.25,,,Brazil,WHOS,
579,0-76-4-73204000,PCH LAMBARI MONTANTE,PCHLAMBARIMO,PCH LAMBARI MONTANTE,-26.7169,-52.8914,,,Brazil,WHOS,Rio Uruguay
580,0-76-0-4317806000000017,SANTO AUGUSTO,SANTOAUGUSTO,SANTO AUGUSTO,-27.854345,-53.791179,,,Brazil,INMET,Rio Uruguay
581,0-76-4-74423080,PCH BELMONTE BARRAMENTO,PCHBELMONTEB,PCH BELMONTE BARRAMENTO,-26.8347,-53.6658,,,Brazil,WHOS,Rio Uruguay
582,0-76-4-66600000,SAO JERONIMO,SAOJERONIMO,SAO JERONIMO,-17.2017,-56.0086,,,Brazil,WHOS,Rio Paraguay
583,93,Confluencia,Confluencia,Confluencia,-25.592701,-54.593363,,,Argentina,INA,Rio Parana
584,0-76-4-54095080,PCH SANTA MARTA BARRAMENTO,PCHSANTAMART,PCH SANTA MARTA BARRAMENTO,-16.6269,-43.3078,,,Brazil,WHOS,
585,0-76-4-87905000,PASSO DO MENDONCA,PASSODOMENDO,PASSO DO MENDONCA,-31.0119,-52.0525,,,Brazil,WHOS,
586,0-76-4-65980500,UHE BAIXO IGUACU RIO CAPANEMA,UHEBAIXOIGUA,UHE BAIXO IGUACU RIO CAPANEMA,-25.7692,-53.6111,,,Brazil,WHOS,Rio Parana
587,0-76-0-4218905000000213,BOM JARDIM DA SERRA - MORRO DA IGREJA,BOMJARDIMDAS,BOM JARDIM DA SERRA - MORRO DA IGREJA,-28.12694443,-49.47972221,,,Brazil,INMET,Rio Uruguay
588,0-76-4-70600000,UHE BARRA GRANDE VACAS GORDAS,UHEBARRAGRAN,UHE BARRA GRANDE VACAS GORDAS,-28.02,-50.7822,,,Brazil,WHOS,Rio Uruguay
589,99,Gualeguaychú,Gualeguaychú,Gualeguaychú,-33.0144444444444,-58.5041666666667,,,Argentina,INA,Rio Uruguay
590,0-76-4-71388000,PCH PERY BARRAMENTO,PCHPERYBARRA,PCH PERY BARRAMENTO,-27.4564,-50.6439,,,Brazil,WHOS,Rio Uruguay
591,0-76-4-60842800,PCH SALTO MORAIS BARRAMENTO,PCHSALTOMORA,PCH SALTO MORAIS BARRAMENTO,-18.9489,-49.3828,,,Brazil,WHOS,Rio Parana
592,0-76-4-64575001,UHE ROSANA PORTO SAO JOSE,UHEROSANAPOR,UHE ROSANA PORTO SAO JOSE,-22.7183,-53.1767,,,Brazil,WHOS,Rio Parana
593,0-76-4-59311000,PCH PARACAMBI BARRAMENTO,PCHPARACAMBI,PCH PARACAMBI BARRAMENTO,-22.6717,-43.755,,,Brazil,WHOS,
594,0-76-0-5000609000000381,AMAMBAI,AMAMBAI,AMAMBAI,-23.0025,-55.32944443,,,Brazil,INMET,Rio Parana
595,0-76-4-66384000,PCH PEQUI JUSANTE,PCHPEQUIJUSA,PCH PEQUI JUSANTE,-15.9964,-55.0961,,,Brazil,WHOS,Rio Paraguay
596,0-76-0-5007901000000434,SIDROLANDIA,SIDROLANDIA,SIDROLANDIA,-20.98166666,-54.97194443,,,Brazil,INMET,Rio Parana
597,0-76-4-76115400,PCH SALDO DO GUASSUPI MONTANTE,PCHSALDODOGU,PCH SALDO DO GUASSUPI MONTANTE,-29.4017,-53.9408,,,Brazil,WHOS,Rio Uruguay
598,0-76-4-81530000,BARRA DO ACUNGUI,BARRADOACUNG,BARRA DO ACUNGUI,-24.2064,-47.6133,,,Brazil,WHOS,
599,0-76-4-83050000,TAIO,TAIO,TAIO,-27.1139,-49.9953,,,Brazil,WHOS,
600,105,Tostado,Tostado,Tostado,-29.2751666666667,-61.7439444444444,,,Argentina,INA,Rio Parana
601,0-76-0-5103403000W83361,CUIABA,CUIABA,CUIABA,-15.61999999,-56.10888888,,,Brazil,INMET,Rio Paraguay
602,0-76-4-87230000,COSTA DO RIO CADEIA - MONTANTE,COSTADORIOCA,COSTA DO RIO CADEIA - MONTANTE,-29.5906,-51.3136,,,Brazil,WHOS,
603,0-76-4-64345080,UHE CANOAS I BARRAMENTO,UHECANOASIBA,UHE CANOAS I BARRAMENTO,-22.9439,-50.5169,,,Brazil,WHOS,Rio Parana
604,2112,Río Gualeguaychú en RN Nº 14,RíoGualeguay,Río Gualeguaychú en RN Nº 14,-32.7680555555556,-58.4983333333333,,,Argentina,INA,Rio Uruguay
605,0-76-4-75305000,UHE SAO JOSE MONTANTE,UHESAOJOSEMO,UHE SAO JOSE MONTANTE,-28.1997,-54.6431,,,Brazil,WHOS,Rio Uruguay
606,0-76-4-2551071,UHE FUNDAO PINHAO,UHEFUNDAOPIN,UHE FUNDAO PINHAO,-25.6492,-51.9625,,,Brazil,WHOS,Rio Parana
607,0-76-4-63001263,PCH BURITI CORREGO FAZENDINHA,PCHBURITICOR,PCH BURITI CORREGO FAZENDINHA,-19.3044,-52.6719,,,Brazil,WHOS,Rio Parana
608,0-76-4-56230100,PCH FUMACA JUSANTE,PCHFUMACAJUS,PCH FUMACA JUSANTE,-20.4494,-43.2544,,,Brazil,WHOS,
609,0-76-4-64328050,UHE SALTO GRANDE FAZENDA DA BARRA,UHESALTOGRAN,UHE SALTO GRANDE FAZENDA DA BARRA,-22.7739,-49.7408,,,Brazil,WHOS,Rio Parana
610,0-76-4-87150000,LINHA GONZAGA,LINHAGONZAGA,LINHA GONZAGA,-29.3075,-50.9958,,,Brazil,WHOS,
611,0-76-4-73317000,PCH BARRA DAS AGUAS BARRAMENTO,PCHBARRADASA,PCH BARRA DAS AGUAS BARRAMENTO,-26.9547,-52.3008,,,Brazil,WHOS,Rio Uruguay
612,0-76-4-61807002,UHE CACONDE ABAIXO CASCATA DAS ANTAS,UHECACONDEAB,UHE CACONDE ABAIXO CASCATA DAS ANTAS,-21.7286,-46.6033,,,Brazil,WHOS,Rio Parana
613,0-76-4-58351000,UEL VIGARIO CANAL,UELVIGARIOCA,UEL VIGARIO CANAL,-22.6828,-43.8731,,,Brazil,WHOS,
614,0-76-4-63250800,PCH VERDE 4A MONTANTE 1,PCHVERDE4AMO,PCH VERDE 4A MONTANTE 1,-19.7394,-53.4519,,,Brazil,WHOS,Rio Parana
615,0-76-4-63850000,UHE ASSIS CHATEAUBRIAND LIMAO,UHEASSISCHAT,UHE ASSIS CHATEAUBRIAND LIMAO,-19.8808,-53.9408,,,Brazil,WHOS,Rio Parana
616,0-76-4-65819300,UHE SANTA CLARA RIO PINHAO,UHESANTACLAR,UHE SANTA CLARA RIO PINHAO,-25.6119,-51.6531,,,Brazil,WHOS,Rio Parana
617,0-76-4-61268800,PCH NINHO DA AGUIA JUSANTE,PCHNINHODAAG,PCH NINHO DA AGUIA JUSANTE,-22.4853,-45.3483,,,Brazil,WHOS,Rio Parana
618,0-76-4-2852077,CGH SOLEDADE BARRAMENTO,CGHSOLEDADEB,CGH SOLEDADE BARRAMENTO,-28.9378,-52.4856,,,Brazil,WHOS,
619,0-76-4-2852004,AULER,AULER,AULER,-28.8039,-52.3817,,,Brazil,WHOS,
620,0-76-4-64250010,UHE CHAVANTES ITAPORANGA,UHECHAVANTES,UHE CHAVANTES ITAPORANGA,-23.7331,-49.4303,,,Brazil,WHOS,Rio Parana
621,1015,Libertad,Libertad,Libertad,-30.014261,-57.85945,,,Argentina,INA,Rio Uruguay
622,0-76-4-66071355,PCH ANTONIO BRENNAND MONTANTE 1,PCHANTONIOBR,PCH ANTONIO BRENNAND MONTANTE 1,-15.0369,-58.7358,,,Brazil,WHOS,Rio Paraguay
623,0-76-4-66007000,SITIO JAPUIRA,SITIOJAPUIRA,SITIO JAPUIRA,-14.8142,-56.8381,,,Brazil,WHOS,Rio Paraguay
624,2829,Río San Javier - San Javier,RíoSanJavier,Río San Javier - San Javier,-30.5802777777778,-59.9233333333333,,,Argentina,INA,Rio Parana
625,0-76-4-60351080,UHE MIRANDA BARRAMENTO,UHEMIRANDABA,UHE MIRANDA BARRAMENTO,-18.9097,-48.0408,,,Brazil,WHOS,Rio Parana
626,0-76-4-62705000,UHE BARRA BONITA PIRACICABA,UHEBARRABONI,UHE BARRA BONITA PIRACICABA,-22.7253,-47.6594,,,Brazil,WHOS,Rio Parana
627,0-76-4-81301001,UHE GOV. PARIGOT DE SOUZA BARRAMENTO,UHEGOV.PARIG,UHE GOV. PARIGOT DE SOUZA BARRAMENTO,-25.1383,-48.8744,,,Brazil,WHOS,
628,0-76-4-60921600,UHE SALTO DO RIO VERDINHO JUSANTE,UHESALTODORI,UHE SALTO DO RIO VERDINHO JUSANTE,-19.1494,-50.7422,,,Brazil,WHOS,Rio Parana
629,0-76-4-56230050,PCH FUMACA BARRAMENTO,PCHFUMACABAR,PCH FUMACA BARRAMENTO,-20.4522,-43.2728,,,Brazil,WHOS,
630,0-76-4-70610000,UHE BARRA GRANDE PELOTINHAS,UHEBARRAGRAN,UHE BARRA GRANDE PELOTINHAS,-28.2883,-50.6431,,,Brazil,WHOS,Rio Uruguay
631,0-76-4-60190000,PCH NOVA AURORA MONTANTE,PCHNOVAAUROR,PCH NOVA AURORA MONTANTE,-17.9211,-48.0308,,,Brazil,WHOS,Rio Parana
632,0-76-0-3164704000000501,SAO SEBASTIAO DO PARAISO,SAOSEBASTIAO,SAO SEBASTIAO DO PARAISO,-20.91,-47.11416666,,,Brazil,INMET,Rio Parana
633,0-76-4-63250700,PCH VERDE 4A MONTANTE 2,PCHVERDE4AMO,PCH VERDE 4A MONTANTE 2,-19.6106,-53.4783,,,Brazil,WHOS,Rio Parana
634,0-76-4-72806000,PCH SALTO GOES MONTANTE 2,PCHSALTOGOES,PCH SALTO GOES MONTANTE 2,-26.9828,-51.1667,,,Brazil,WHOS,Rio Uruguay
635,19062,FUNDÃO,FUNDÃO,FUNDÃO,-25.7086111,-51.9980556,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
636,0-76-4-65825497,UHE FUNDAO BARRAMENTO,UHEFUNDAOBAR,UHE FUNDAO BARRAMENTO,-25.7019,-52.005,,,Brazil,WHOS,Rio Parana
637,0-76-0-3126109000000094,FORMIGA,FORMIGA,FORMIGA,-20.455,-45.45388888,,,Brazil,INMET,Rio Parana
638,2116,Río Paraguay en Pto. Formosa,RíoParaguaye,Río Paraguay en Pto. Formosa,-26.1830555555556,-58.1619444444444,,,Argentina,INA,Rio Paraguay
639,0-76-4-1547032,ANA SEDE (COTA ONLINE),ANASEDE(COTA,ANA SEDE (COTA ONLINE),-15.81805,-47.945,,,Brazil,WHOS,Rio Parana
640,2180,Desaguadero en Canalejas,Desaguaderoe,Desaguadero en Canalejas,-35.1686111111111,-66.4963888888889,,,Argentina,INA,
641,0-76-4-60883000,PCH JATAI MONTANTE 2,PCHJATAIMONT,PCH JATAI MONTANTE 2,-17.6508,-52.0075,,,Brazil,WHOS,Rio Parana
642,0-76-4-20001200,CONTAGEM - VC 201,CONTAGEM-VC2,CONTAGEM - VC 201,-15.5008,-47.8542,,,Brazil,WHOS,
643,0-76-1-3304557000W83115,SANTA CRUZ,SANTACRUZ,SANTA CRUZ,-22.93,-43.72,,,Brazil,WHOS,
644,0-76-4-83300200,RIO DO SUL - NOVO,RIODOSUL-NOV,RIO DO SUL - NOVO,-27.2078,-49.6292,,,Brazil,WHOS,
645,2117,Río Salto - Salto,RíoSalto-Sal,Río Salto - Salto,-34.2861111111111,-60.2591666666667,,,Argentina,INA,Rio Parana
646,0-76-4-72860000,CGH SALTO DO LEAO MONTANTE,CGHSALTODOLE,CGH SALTO DO LEAO MONTANTE,-27.3197,-51.4456,,,Brazil,WHOS,Rio Uruguay
647,0-76-4-63001228,PCH ALTO SUCURIU BARRAMENTO,PCHALTOSUCUR,PCH ALTO SUCURIU BARRAMENTO,-19.245,-52.8808,,,Brazil,WHOS,Rio Parana
648,0-76-4-20110900,PCH CACHOEIRA DO LAVRINHA MONTANTE,PCHCACHOEIRA,PCH CACHOEIRA DO LAVRINHA MONTANTE,-15.5239,-49.4703,,,Brazil,WHOS,
649,0-76-4-2250100,UHE CANOAS II PALMITAL,UHECANOASIIP,UHE CANOAS II PALMITAL,-22.7222,-50.1358,,,Brazil,WHOS,Rio Parana
650,0-76-4-61465600,PCH CONGONHAL I BARRAMENTO,PCHCONGONHAL,PCH CONGONHAL I BARRAMENTO,-22.1156,-44.8397,,,Brazil,WHOS,Rio Parana
651,0-76-4-60772000,FAZENDA SANTA MARIA,FAZENDASANTA,FAZENDA SANTA MARIA,-17.9808,-50.2469,,,Brazil,WHOS,Rio Parana
652,0-76-4-61873700,CGH JACUTINGA JUSANTE,CGHJACUTINGA,CGH JACUTINGA JUSANTE,-22.2656,-46.6922,,,Brazil,WHOS,Rio Parana
653,0-76-4-61945080,UHE AGUA VERMELHA RIO VERDE,UHEAGUAVERME,UHE AGUA VERMELHA RIO VERDE,-19.79,-49.6531,,,Brazil,WHOS,Rio Parana
654,0-76-4-83629000,PCH SANTA MARIA JUSANTE,PCHSANTAMARI,PCH SANTA MARIA JUSANTE,-26.7592,-49.4067,,,Brazil,WHOS,
655,0-76-4-73960000,BARRA DO CHAPECO AUX.,BARRADOCHAPE,BARRA DO CHAPECO AUX.,-27.0419,-52.9544,,,Brazil,WHOS,Rio Uruguay
656,0-76-4-65855080,PCH CAVERNOSO II BARRAMENTO,PCHCAVERNOSO,PCH CAVERNOSO II BARRAMENTO,-25.4878,-52.2156,,,Brazil,WHOS,Rio Parana
657,0-76-4-66493000,UHE PONTE DE PEDRA JUSANTE,UHEPONTEDEPE,UHE PONTE DE PEDRA JUSANTE,-17.61,-54.9389,,,Brazil,WHOS,Rio Paraguay
658,0-76-4-73680800,PCH PONTE SERRADA MONTANTE,PCHPONTESERR,PCH PONTE SERRADA MONTANTE,-26.7808,-51.9478,,,Brazil,WHOS,Rio Uruguay
659,0-76-4-24710000,SITIO ADRIANA,SITIOADRIANA,SITIO ADRIANA,-16.1025,-52.4836,,,Brazil,WHOS,
660,0-76-4-60477607,UHE PARANOA CORREGO BANANAL,UHEPARANOACO,UHE PARANOA CORREGO BANANAL,-15.7283,-47.91,,,Brazil,WHOS,Rio Parana
661,0-76-4-63400000,UHE PORTO PRIMAVERA PORTO VELHO,UHEPORTOPRIM,UHE PORTO PRIMAVERA PORTO VELHO,-21.0033,-52.1678,,,Brazil,WHOS,Rio Parana
662,0-76-4-66071385,UHE JAURU BARRAMENTO,UHEJAURUBARR,UHE JAURU BARRAMENTO,-15.2378,-58.7297,,,Brazil,WHOS,Rio Paraguay
663,51,Chaná Miní,ChanáMiní,Chaná Miní,-34.2,-58.4833333333,,,Argentina,INA,Rio Parana
664,0-76-4-66270000,SANTO ANTONIO DO LEVERGER,SANTOANTONIO,SANTO ANTONIO DO LEVERGER,-15.8697,-56.0761,,,Brazil,WHOS,Rio Paraguay
665,0-76-4-86298000,UHE CASTRO ALVES RS-122,UHECASTROALV,UHE CASTRO ALVES RS-122,-28.9414,-51.1892,,,Brazil,WHOS,
666,0-76-4-61884080,UHE MOGI-GUACU BARRAMENTO,UHEMOGI-GUAC,UHE MOGI-GUACU BARRAMENTO,-22.3797,-46.9006,,,Brazil,WHOS,Rio Parana
667,0-76-2-4118204000W83825,I.DO.MEL-PARANAGUA,I.DO.MEL-PAR,I.DO.MEL-PARANAGUA,-25.494722,-48.326389,,,Brazil,WHOS,
668,0-76-4-60968000,CASSILANDIA,CASSILANDIA,CASSILANDIA,-19.1075,-51.7208,,,Brazil,WHOS,Rio Parana
669,19082,MONTE CLARO,MONTECLARO,MONTE CLARO,-29.030278,-51.520556,,,Brazil,SAR - Agência Nacional de Águas (ANA),
670,0-76-4-58315100,VARGEM ALEGRE,VARGEMALEGRE,VARGEM ALEGRE,-22.4983,-43.93,,,Brazil,WHOS,
671,0-76-0-3169356000000100,TRES MARIAS,TRESMARIAS,TRES MARIAS,-18.200855,-45.459836,,,Brazil,INMET,
672,0-76-4-58753080,PCH ANNA MARIA MONTANTE,PCHANNAMARIA,PCH ANNA MARIA MONTANTE,-21.4383,-43.5147,,,Brazil,WHOS,
673,0-76-0-4311007000000169,JAGUARAO,JAGUARAO,JAGUARAO,-32.53472221,-53.37583332,,,Brazil,INMET,
674,0-76-0-3304201000W83738,RESENDE,RESENDE,RESENDE,-22.45111111,-44.44472221,,,Brazil,INMET,
675,0-76-4-87333000,STIL LAGOA DOS BARROS,STILLAGOADOS,STIL LAGOA DOS BARROS,-29.9094,-50.4253,,,Brazil,WHOS,
676,0-76-4-72870200,PCH BARRA DO LEAO BARRAMENTO,PCHBARRADOLE,PCH BARRA DO LEAO BARRAMENTO,-27.2975,-51.5522,,,Brazil,WHOS,Rio Uruguay
677,0-76-4-44634500,FAZENDA REATA,FAZENDAREATA,FAZENDA REATA,-16.065,-43.7306,,,Brazil,WHOS,
678,0-76-4-67100000,PORTO MURTINHO,PORTOMURTINH,PORTO MURTINHO,-21.7003,-57.8911,,,Brazil,WHOS,Rio Paraguay
679,16,Itá Ibaté,ItáIbaté,Itá Ibaté,-27.42336098,-57.33326783,,,Argentina,INA,Rio Parana
680,0-76-4-86448000,UHE MONTE CLARO BARRAMENTO,UHEMONTECLAR,UHE MONTE CLARO BARRAMENTO,-29.0292,-51.5219,,,Brazil,WHOS,
681,0-76-4-74040080,UHE FOZ DO CHAPECO BARRAMENTO,UHEFOZDOCHAP,UHE FOZ DO CHAPECO BARRAMENTO,-27.14,-53.0433,,,Brazil,WHOS,Rio Uruguay
682,0-76-4-58730080,PCH IVAN BOTELHO I MONTANTE,PCHIVANBOTEL,PCH IVAN BOTELHO I MONTANTE,-21.3594,-43.0494,,,Brazil,WHOS,
683,0-76-4-61783100,PCH SAO JOAQUIM MONTANTE 1,PCHSAOJOAQUI,PCH SAO JOAQUIM MONTANTE 1,-20.6042,-47.7392,,,Brazil,WHOS,Rio Parana
684,0-76-0-4301602000W83980,BAGE,BAGE,BAGE,-31.30555555,-54.11944443,,,Brazil,INMET,Rio Uruguay
685,0-76-4-66170600,PCH CASCA III JUSANTE,PCHCASCAIIIJ,PCH CASCA III JUSANTE,-15.3422,-55.4611,,,Brazil,WHOS,Rio Paraguay
686,0-76-1-3541406000W83616,PRESIDENTE PRUDENTE,PRESIDENTEPR,PRESIDENTE PRUDENTE,-22.1,-51.25,,,Brazil,WHOS,Rio Parana
687,875,Marcos Paz,MarcosPaz,Marcos Paz,-34.7833333333333,-58.8355555555556,,,Argentina,INA,Rio de la Plata
688,0-76-4-58336000,PCH BRACO JUSANTE,PCHBRACOJUSA,PCH BRACO JUSANTE,-22.7792,-44.2269,,,Brazil,WHOS,
689,0-76-0-5105507000000153,VILA BELA DA SANTISSIMA TRINDADE,VILABELADASA,VILA BELA DA SANTISSIMA TRINDADE,-15.06277777,-59.87305554,,,Brazil,INMET,
690,0-76-4-64864200,PCH SAO FRANCISCO JUSANTE,PCHSAOFRANCI,PCH SAO FRANCISCO JUSANTE,-24.7175,-53.9436,,,Brazil,WHOS,Rio Parana
691,0-76-0-4314100000000147,PASSO FUNDO,PASSOFUNDO,PASSO FUNDO,-28.226805,-52.403582,,,Brazil,INMET,Rio Uruguay
692,0-76-4-66260001,CUIABA,CUIABA,CUIABA,-15.6156,-56.1086,,,Brazil,WHOS,Rio Paraguay
693,0-76-4-71540000,UHE GARIBALDI MONTANTE 1,UHEGARIBALDI,UHE GARIBALDI MONTANTE 1,-27.5169,-50.8322,,,Brazil,WHOS,Rio Uruguay
694,0-76-0-4317202000000138,SANTA ROSA,SANTAROSA,SANTA ROSA,-27.89055555,-54.47999999,,,Brazil,INMET,Rio Uruguay
