STATION_ID,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE
1B2AE15C4A34BB6AE482579C166CA903EF99E2B7,1B2AE15C4A34BB6AE482579C166CA903EF99E2B7,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
9152958EC706EA734993100536D2E4E5B0E26BB8,9152958EC706EA734993100536D2E4E5B0E26BB8,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
6781C62A054265B3C1835A9143F386EC745BA1AB,6781C62A054265B3C1835A9143F386EC745BA1AB,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
1679B172B28AE20C2D4F7DC5281188A86DD3F534,1679B172B28AE20C2D4F7DC5281188A86DD3F534,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
FD13AE83D6D10FF0941F3FC220157EF77AA491B2,FD13AE83D6D10FF0941F3FC220157EF77AA491B2,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
A5A44B82BBBE69DC991F06937DEE5539DA728612,A5A44B82BBBE69DC991F06937DEE5539DA728612,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
FAB2E2E02EE6FB1AD0CE9A0C93696D02E1222DAC,FAB2E2E02EE6FB1AD0CE9A0C93696D02E1222DAC,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
61B91D68FDDDE087DD124C8D0AF6F678412C8875,61B91D68FDDDE087DD124C8D0AF6F678412C8875,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
7F7AEAB91D308014A2D435A8F61317DC7EFE1784,7F7AEAB91D308014A2D435A8F61317DC7EFE1784,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
200D9F8D202A9FF05C2618A5DA8ADB10B12F8E33,200D9F8D202A9FF05C2618A5DA8ADB10B12F8E33,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
F6CCF7D636C1A6212C9B7D0B3A824D1B8E9D9033,F6CCF7D636C1A6212C9B7D0B3A824D1B8E9D9033,AEAF735EBFC73611C8A50B6D0319BD4258B45918,24.0,millimetre,WHOS
